,Pearson correlation,Gene,Slide,Method
NUCKS1,0.6959911168882441,NUCKS1,CID4535,Hist2ST
ATF3,0.17936128861705136,ATF3,CID4535,Hist2ST
CENPF,0.20023121936943192,CENPF,CID4535,Hist2ST
KCTD3,0.555530411560435,KCTD3,CID4535,Hist2ST
LYPLAL1,0.27019373104047295,LYPLAL1,CID4535,Hist2ST
IARS2,0.4286406931103913,IARS2,CID4535,Hist2ST
CNIH4,0.37228378274647905,CNIH4,CID4535,Hist2ST
NUP133,0.28709220686820364,NUP133,CID4535,Hist2ST
ARID4B,0.36685571247645116,ARID4B,CID4535,Hist2ST
CHML,0.1820047532625941,CHML,CID4535,Hist2ST
SCCPDH,0.4480557508655314,SCCPDH,CID4535,Hist2ST
GATA3,0.7789310933555151,GATA3,CID4535,Hist2ST
FAM107B,0.25615415887822557,FAM107B,CID4535,Hist2ST
HSPA14,0.10547120665936234,HSPA14,CID4535,Hist2ST
NEBL,0.41770392345917734,NEBL,CID4535,Hist2ST
BAMBI,0.25620146576628794,BAMBI,CID4535,Hist2ST
ARHGAP12,0.3085804443234665,ARHGAP12,CID4535,Hist2ST
DKK1,0.012283563500261429,DKK1,CID4535,Hist2ST
ZWINT,0.30418152770758783,ZWINT,CID4535,Hist2ST
ANK3,0.2508663974465916,ANK3,CID4535,Hist2ST
CDK1,0.2980061437662159,CDK1,CID4535,Hist2ST
HERC4,0.29905107686621535,HERC4,CID4535,Hist2ST
SRGN,0.4821141845091079,SRGN,CID4535,Hist2ST
H2AFY2,0.19927576693340504,H2AFY2,CID4535,Hist2ST
ADK,0.2527593281496894,ADK,CID4535,Hist2ST
DLG5,0.3642209358799337,DLG5,CID4535,Hist2ST
PLAC9,0.2517424118295966,PLAC9,CID4535,Hist2ST
GHITM,0.6153257115191614,GHITM,CID4535,Hist2ST
SNCG,0.11282543947015193,SNCG,CID4535,Hist2ST
ADIRF,0.3595401492694024,ADIRF,CID4535,Hist2ST
IFIT3,0.4151664981600943,IFIT3,CID4535,Hist2ST
FRA10AC1,0.28702171386197556,FRA10AC1,CID4535,Hist2ST
EXOSC1,0.29865865623842913,EXOSC1,CID4535,Hist2ST
SCD,0.7162815051327232,SCD,CID4535,Hist2ST
ARL3,0.4834207328534862,ARL3,CID4535,Hist2ST
ADD3,0.4595282892783489,ADD3,CID4535,Hist2ST
FAM204A,0.3396173758620358,FAM204A,CID4535,Hist2ST
NSMCE4A,0.3366507294280008,NSMCE4A,CID4535,Hist2ST
OAT,0.4971800600103181,OAT,CID4535,Hist2ST
GLRX3,0.2976490673484274,GLRX3,CID4535,Hist2ST
IFITM2,0.5058266983278149,IFITM2,CID4535,Hist2ST
TRIM22,0.4001442252581779,TRIM22,CID4535,Hist2ST
DKK3,0.308256601234788,DKK3,CID4535,Hist2ST
SAA1,0.2476891295187132,SAA1,CID4535,Hist2ST
TSG101,0.5001651363768742,TSG101,CID4535,Hist2ST
SVIP,0.4045547377767156,SVIP,CID4535,Hist2ST
CAPRIN1,0.651112088489124,CAPRIN1,CID4535,Hist2ST
API5,0.4773357246007066,API5,CID4535,Hist2ST
MTCH2,0.42519707052575884,MTCH2,CID4535,Hist2ST
UBE2L6,0.6000397879722548,UBE2L6,CID4535,Hist2ST
MPEG1,0.3101189562297682,MPEG1,CID4535,Hist2ST
MS4A7,0.22827927227067998,MS4A7,CID4535,Hist2ST
TMEM258,0.7836089569552754,TMEM258,CID4535,Hist2ST
CST6,0.11442361237825639,CST6,CID4535,Hist2ST
ALDH3B2,0.2926640528438345,ALDH3B2,CID4535,Hist2ST
TESMIN,0.4985425069570661,TESMIN,CID4535,Hist2ST
CCND1,0.784670058485076,CCND1,CID4535,Hist2ST
ANO1,0.5295739255268652,ANO1,CID4535,Hist2ST
FADD,0.491753951817419,FADD,CID4535,Hist2ST
CTTN,0.7314450969689217,CTTN,CID4535,Hist2ST
PRSS23,0.7184911107438386,PRSS23,CID4535,Hist2ST
BIRC3,0.2844187563696633,BIRC3,CID4535,Hist2ST
MMP1,0.05927056308940011,MMP1,CID4535,Hist2ST
CASP4,0.27798966247378926,CASP4,CID4535,Hist2ST
CD3D,0.34788298021190533,CD3D,CID4535,Hist2ST
THYN1,0.18583069530535504,THYN1,CID4535,Hist2ST
SCNN1A,0.22843622632570534,SCNN1A,CID4535,Hist2ST
MAGOHB,0.3129855467597977,MAGOHB,CID4535,Hist2ST
GPRC5A,0.7276184133660977,GPRC5A,CID4535,Hist2ST
MGP,0.7674699296631148,MGP,CID4535,Hist2ST
C12orf60,0.2815853620971361,C12orf60,CID4535,Hist2ST
ITPR2,0.31492905288860784,ITPR2,CID4535,Hist2ST
ZCRB1,0.47242931454950327,ZCRB1,CID4535,Hist2ST
FAIM2,0.07595658183599009,FAIM2,CID4535,Hist2ST
NR4A1,0.2769872917071983,NR4A1,CID4535,Hist2ST
KRT81,0.07997439265338764,KRT81,CID4535,Hist2ST
PPP1R1A,0.09502395937674372,PPP1R1A,CID4535,Hist2ST
MUCL1,0.13801609225503098,MUCL1,CID4535,Hist2ST
NUP107,0.3358115979147104,NUP107,CID4535,Hist2ST
LYZ,0.6552960482748198,LYZ,CID4535,Hist2ST
DUSP6,0.19835808243448025,DUSP6,CID4535,Hist2ST
ATP2B1,0.32842195758636833,ATP2B1,CID4535,Hist2ST
LUM,0.6520074885097088,LUM,CID4535,Hist2ST
DCN,0.6138838879225292,DCN,CID4535,Hist2ST
EEA1,0.2887008965081138,EEA1,CID4535,Hist2ST
NTN4,0.15358073536087796,NTN4,CID4535,Hist2ST
TMPO,0.4238325922402479,TMPO,CID4535,Hist2ST
ARL1,0.5092325079722759,ARL1,CID4535,Hist2ST
CHPT1,0.6663850074908679,CHPT1,CID4535,Hist2ST
SYCP3,-0.03596438116314209,SYCP3,CID4535,Hist2ST
PWP1,0.32470170423425815,PWP1,CID4535,Hist2ST
TCTN1,0.4395515264387075,TCTN1,CID4535,Hist2ST
MAPKAPK5,0.4423736683255981,MAPKAPK5,CID4535,Hist2ST
OAS1,0.49632094109990366,OAS1,CID4535,Hist2ST
OAS2,0.21135913875682835,OAS2,CID4535,Hist2ST
TBX3,0.6244631175757419,TBX3,CID4535,Hist2ST
OASL,0.16499001497959248,OASL,CID4535,Hist2ST
ZNF664,0.5505471457670212,ZNF664,CID4535,Hist2ST
ZNF84,0.2997189063695094,ZNF84,CID4535,Hist2ST
PSPC1,0.38442941984275036,PSPC1,CID4535,Hist2ST
HMGB1,0.7689653585545004,HMGB1,CID4535,Hist2ST
DCLK1,0.13203002136646017,DCLK1,CID4535,Hist2ST
DNAJC15,0.351858307686993,DNAJC15,CID4535,Hist2ST
RNASEH2B,0.27209135894039305,RNASEH2B,CID4535,Hist2ST
COMMD6,0.6030166032992501,COMMD6,CID4535,Hist2ST
FARP1,0.4082138787573155,FARP1,CID4535,Hist2ST
MCF2L,0.3013934467017012,MCF2L,CID4535,Hist2ST
NGDN,0.26252081840383307,NGDN,CID4535,Hist2ST
RABGGTA,0.2827170390487263,RABGGTA,CID4535,Hist2ST
SCFD1,0.3345532262019981,SCFD1,CID4535,Hist2ST
BAZ1A,0.22922413897625568,BAZ1A,CID4535,Hist2ST
KLHDC2,0.3907361116058167,KLHDC2,CID4535,Hist2ST
PSMA3,0.495684843427323,PSMA3,CID4535,Hist2ST
PCNX4,0.3315162863496338,PCNX4,CID4535,Hist2ST
DHRS7,0.5167969322331925,DHRS7,CID4535,Hist2ST
MTHFD1,0.4109461815930228,MTHFD1,CID4535,Hist2ST
FUT8,0.3687685161155802,FUT8,CID4535,Hist2ST
COQ6,0.33991359669347865,COQ6,CID4535,Hist2ST
FOS,0.488467800227505,FOS,CID4535,Hist2ST
ZC3H14,0.3168115662472355,ZC3H14,CID4535,Hist2ST
UBR7,0.285844677591971,UBR7,CID4535,Hist2ST
IFI27L2,0.44000458059218306,IFI27L2,CID4535,Hist2ST
IGHG4,0.2501608473400773,IGHG4,CID4535,Hist2ST
APBA2,0.0838370084629018,APBA2,CID4535,Hist2ST
EMC4,0.6695328602576294,EMC4,CID4535,Hist2ST
NUSAP1,0.2593718402943394,NUSAP1,CID4535,Hist2ST
TUBGCP4,0.14828351634803955,TUBGCP4,CID4535,Hist2ST
TP53BP1,0.30582366334991445,TP53BP1,CID4535,Hist2ST
SPG11,0.37088932703604605,SPG11,CID4535,Hist2ST
MYEF2,0.2705305900122441,MYEF2,CID4535,Hist2ST
TMOD3,0.3207415972028027,TMOD3,CID4535,Hist2ST
LEO1,0.2091338347817738,LEO1,CID4535,Hist2ST
MYO5C,0.43982626864435126,MYO5C,CID4535,Hist2ST
ARPP19,0.6480262211371094,ARPP19,CID4535,Hist2ST
ADAM10,0.3821962207453532,ADAM10,CID4535,Hist2ST
CCNB2,0.19015548159525938,CCNB2,CID4535,Hist2ST
GTF2A2,0.3774717316863064,GTF2A2,CID4535,Hist2ST
VPS13C,0.3121362994236713,VPS13C,CID4535,Hist2ST
C2CD4A,0.012475812136536124,C2CD4A,CID4535,Hist2ST
TPM1,0.5390857920239635,TPM1,CID4535,Hist2ST
CILP,0.23705566666191538,CILP,CID4535,Hist2ST
ITGA11,0.24958364957960838,ITGA11,CID4535,Hist2ST
UACA,0.28395657991840856,UACA,CID4535,Hist2ST
RCN2,0.267485522440973,RCN2,CID4535,Hist2ST
PSTPIP1,0.1534319920174305,PSTPIP1,CID4535,Hist2ST
LINGO1,0.3984158133563522,LINGO1,CID4535,Hist2ST
ISG20,0.3417894832576377,ISG20,CID4535,Hist2ST
PRC1,0.25372664488935787,PRC1,CID4535,Hist2ST
SNRPA1,0.3656570567670464,SNRPA1,CID4535,Hist2ST
SBK1,0.28500421557005484,SBK1,CID4535,Hist2ST
MT1G,-0.04456414151937404,MT1G,CID4535,Hist2ST
NUP93,0.26813070574508485,NUP93,CID4535,Hist2ST
CX3CL1,0.189643118807073,CX3CL1,CID4535,Hist2ST
CMTM3,0.2612167715362989,CMTM3,CID4535,Hist2ST
CBFB,0.35373564653919093,CBFB,CID4535,Hist2ST
PRMT7,0.28827663792024444,PRMT7,CID4535,Hist2ST
CDH1,0.6953165569776919,CDH1,CID4535,Hist2ST
ZFHX3,0.30394373108832035,ZFHX3,CID4535,Hist2ST
CFDP1,0.21491584991408916,CFDP1,CID4535,Hist2ST
TERF2IP,0.39532156613922836,TERF2IP,CID4535,Hist2ST
ITGAE,0.2522806199671411,ITGAE,CID4535,Hist2ST
ALOX15B,0.09242515201638977,ALOX15B,CID4535,Hist2ST
TRPV2,0.23762395744404452,TRPV2,CID4535,Hist2ST
B9D1,0.36112351759924655,B9D1,CID4535,Hist2ST
UNC119,0.471402302698034,UNC119,CID4535,Hist2ST
PIGS,0.4473009015461847,PIGS,CID4535,Hist2ST
SPAG5,0.3222337949869207,SPAG5,CID4535,Hist2ST
KIAA0100,0.47182840976014206,KIAA0100,CID4535,Hist2ST
SDF2,0.45558112325123595,SDF2,CID4535,Hist2ST
SUPT6H,0.5126638466940173,SUPT6H,CID4535,Hist2ST
TRAF4,0.6347093694980206,TRAF4,CID4535,Hist2ST
CPD,0.5619334720770744,CPD,CID4535,Hist2ST
GOSR1,0.39048068108706674,GOSR1,CID4535,Hist2ST
RNF135,0.22558462660658427,RNF135,CID4535,Hist2ST
CCL2,0.347199612091713,CCL2,CID4535,Hist2ST
SLFN5,0.2560206359484359,SLFN5,CID4535,Hist2ST
AP2B1,0.6125985879311868,AP2B1,CID4535,Hist2ST
ZNHIT3,0.45371792637396213,ZNHIT3,CID4535,Hist2ST
MYO19,0.3574743109273908,MYO19,CID4535,Hist2ST
GGNBP2,0.39561505722192103,GGNBP2,CID4535,Hist2ST
ACACA,0.3774476518676426,ACACA,CID4535,Hist2ST
DDX52,0.3783453874761551,DDX52,CID4535,Hist2ST
SOCS7,0.09498582847944341,SOCS7,CID4535,Hist2ST
SRCIN1,0.10704733912015049,SRCIN1,CID4535,Hist2ST
MLLT6,0.6779180548688056,MLLT6,CID4535,Hist2ST
PCGF2,0.45760453253569494,PCGF2,CID4535,Hist2ST
PIP4K2B,0.44432189428723856,PIP4K2B,CID4535,Hist2ST
CWC25,0.2553187192775577,CWC25,CID4535,Hist2ST
LASP1,0.685728405974781,LASP1,CID4535,Hist2ST
LINC00672,0.08917498701465017,LINC00672,CID4535,Hist2ST
MED1,0.2905387477047049,MED1,CID4535,Hist2ST
PPP1R1B,0.11985922232951106,PPP1R1B,CID4535,Hist2ST
PNMT,0.14532508768921013,PNMT,CID4535,Hist2ST
CASC3,0.46791882552665615,CASC3,CID4535,Hist2ST
CDC6,0.171417044784798,CDC6,CID4535,Hist2ST
RARA,0.6272460101601676,RARA,CID4535,Hist2ST
TOP2A,0.4719324051584498,TOP2A,CID4535,Hist2ST
CCR7,0.21951819196005368,CCR7,CID4535,Hist2ST
KRT15,0.19682909395807754,KRT15,CID4535,Hist2ST
HSD17B1,0.11597102522652303,HSD17B1,CID4535,Hist2ST
CNTD1,0.08399108213806444,CNTD1,CID4535,Hist2ST
BECN1,0.6578420314248341,BECN1,CID4535,Hist2ST
PSME3,0.5145158905187648,PSME3,CID4535,Hist2ST
HOXB2,0.1291651506032249,HOXB2,CID4535,Hist2ST
HOXB7,0.004836820074636476,HOXB7,CID4535,Hist2ST
UBE2Z,0.6675357407317417,UBE2Z,CID4535,Hist2ST
ZNF652,0.40550789462791836,ZNF652,CID4535,Hist2ST
SPOP,0.4504489621347391,SPOP,CID4535,Hist2ST
SLC35B1,0.44780081910650155,SLC35B1,CID4535,Hist2ST
FAM117A,0.3502121958749593,FAM117A,CID4535,Hist2ST
PDK2,0.3144823856286561,PDK2,CID4535,Hist2ST
EME1,0.006113453884549323,EME1,CID4535,Hist2ST
TOB1,0.6863575836396291,TOB1,CID4535,Hist2ST
TOM1L1,0.5658853177068193,TOM1L1,CID4535,Hist2ST
CUEDC1,0.5716512103999734,CUEDC1,CID4535,Hist2ST
VEZF1,0.5999399811874014,VEZF1,CID4535,Hist2ST
RAD51C,0.44099836186585756,RAD51C,CID4535,Hist2ST
CLTC,0.7826466518775659,CLTC,CID4535,Hist2ST
PTRH2,0.3575602320856789,PTRH2,CID4535,Hist2ST
DCAF7,0.5367483779589108,DCAF7,CID4535,Hist2ST
CCDC47,0.6495270090256454,CCDC47,CID4535,Hist2ST
DDX42,0.5709881155773349,DDX42,CID4535,Hist2ST
DDX5,0.6725514402906261,DDX5,CID4535,Hist2ST
CEP95,0.4710952100670285,CEP95,CID4535,Hist2ST
SMURF2,0.27788174568934815,SMURF2,CID4535,Hist2ST
CACNG4,0.6634247204838091,CACNG4,CID4535,Hist2ST
HELZ,0.4470750943386197,HELZ,CID4535,Hist2ST
PSMD12,0.5557020308276556,PSMD12,CID4535,Hist2ST
NOL11,0.5203708421729205,NOL11,CID4535,Hist2ST
KPNA2,0.5822526560050304,KPNA2,CID4535,Hist2ST
AMZ2,0.6687625658871297,AMZ2,CID4535,Hist2ST
ARSG,0.39030659046160654,ARSG,CID4535,Hist2ST
WIPI1,0.5624678922487689,WIPI1,CID4535,Hist2ST
SOX9,0.28367182033445115,SOX9,CID4535,Hist2ST
SLC16A5,0.07238604994638392,SLC16A5,CID4535,Hist2ST
QRICH2,0.22011287576189612,QRICH2,CID4535,Hist2ST
CANT1,0.7407328504641044,CANT1,CID4535,Hist2ST
SECTM1,0.310533111827076,SECTM1,CID4535,Hist2ST
WDR45B,0.6231384143525827,WDR45B,CID4535,Hist2ST
RAB31,0.5020601674166989,RAB31,CID4535,Hist2ST
RAB27B,0.3064239936796237,RAB27B,CID4535,Hist2ST
TXNL1,0.47864217394830977,TXNL1,CID4535,Hist2ST
SHC2,0.4102659989401679,SHC2,CID4535,Hist2ST
AMH,-0.03398405494793673,AMH,CID4535,Hist2ST
JSRP1,0.20488748672303003,JSRP1,CID4535,Hist2ST
TLE2,0.4077218861888406,TLE2,CID4535,Hist2ST
CAPS,0.5619673401210352,CAPS,CID4535,Hist2ST
ANGPTL4,0.07050041626961998,ANGPTL4,CID4535,Hist2ST
DNMT1,0.45921650290629373,DNMT1,CID4535,Hist2ST
LDLR,0.19481791086096864,LDLR,CID4535,Hist2ST
CILP2,0.14116593126446494,CILP2,CID4535,Hist2ST
POP4,0.3422256361683274,POP4,CID4535,Hist2ST
CCNE1,0.09469096224819284,CCNE1,CID4535,Hist2ST
PDCD5,0.5504164766363839,PDCD5,CID4535,Hist2ST
FXYD3,0.7740177891398271,FXYD3,CID4535,Hist2ST
SYNE4,0.3230035509582905,SYNE4,CID4535,Hist2ST
ZNF146,0.42972357820459445,ZNF146,CID4535,Hist2ST
SIPA1L3,0.5210373000840857,SIPA1L3,CID4535,Hist2ST
MAP4K1,0.2541468656410449,MAP4K1,CID4535,Hist2ST
GMFG,0.30424762458700244,GMFG,CID4535,Hist2ST
ZFP36,0.47159781799514844,ZFP36,CID4535,Hist2ST
LYPD3,0.36570567770901685,LYPD3,CID4535,Hist2ST
BCAM,0.7283735028194674,BCAM,CID4535,Hist2ST
FOSB,0.2471994383172779,FOSB,CID4535,Hist2ST
BCL2L12,0.21810234944773466,BCL2L12,CID4535,Hist2ST
ZNF480,0.1800443486797111,ZNF480,CID4535,Hist2ST
SH3YL1,0.3993057364998397,SH3YL1,CID4535,Hist2ST
RSAD2,0.11589000630254447,RSAD2,CID4535,Hist2ST
ID2,0.3988000430994218,ID2,CID4535,Hist2ST
ASAP2,0.36419197337641385,ASAP2,CID4535,Hist2ST
YWHAQ,0.6914761656602398,YWHAQ,CID4535,Hist2ST
RRM2,0.36865496391270314,RRM2,CID4535,Hist2ST
ODC1,0.2799446156984936,ODC1,CID4535,Hist2ST
TRIB2,0.18960523931323264,TRIB2,CID4535,Hist2ST
DDX1,0.4377358865232106,DDX1,CID4535,Hist2ST
SMC6,0.2290450131311703,SMC6,CID4535,Hist2ST
EIF2AK2,0.46811477759663866,EIF2AK2,CID4535,Hist2ST
CEBPZ,0.34811390708375417,CEBPZ,CID4535,Hist2ST
HNRNPLL,0.30958180330107204,HNRNPLL,CID4535,Hist2ST
SRSF7,0.5815114465373219,SRSF7,CID4535,Hist2ST
PKDCC,0.3097475986719783,PKDCC,CID4535,Hist2ST
EPAS1,0.30947736723778013,EPAS1,CID4535,Hist2ST
EPCAM,0.6883041093927528,EPCAM,CID4535,Hist2ST
MSH2,0.2879196765260372,MSH2,CID4535,Hist2ST
MTIF2,0.29732764047088334,MTIF2,CID4535,Hist2ST
COMMD1,0.3084466525618902,COMMD1,CID4535,Hist2ST
VPS54,0.25466360574322505,VPS54,CID4535,Hist2ST
ANTXR1,0.37676963535672037,ANTXR1,CID4535,Hist2ST
SNRPG,0.6472391858903791,SNRPG,CID4535,Hist2ST
MPHOSPH10,0.29491939658535166,MPHOSPH10,CID4535,Hist2ST
ZNF638,0.3856957081738213,ZNF638,CID4535,Hist2ST
BOLA3,0.386772256486535,BOLA3,CID4535,Hist2ST
COA5,0.36252892856018915,COA5,CID4535,Hist2ST
UNC50,0.4381649617768883,UNC50,CID4535,Hist2ST
MGAT4A,0.41508930183082804,MGAT4A,CID4535,Hist2ST
EIF5B,0.3838332589657191,EIF5B,CID4535,Hist2ST
REV1,0.2388432224965547,REV1,CID4535,Hist2ST
FHL2,0.20267515627934873,FHL2,CID4535,Hist2ST
GCC2,0.277642547260929,GCC2,CID4535,Hist2ST
LIMS1,0.3970289236907465,LIMS1,CID4535,Hist2ST
RANBP2,0.4242490228242936,RANBP2,CID4535,Hist2ST
SOWAHC,0.2956237322462703,SOWAHC,CID4535,Hist2ST
IL1RN,0.05189155044410879,IL1RN,CID4535,Hist2ST
NIFK,0.3039730344821616,NIFK,CID4535,Hist2ST
IWS1,0.2875501441785467,IWS1,CID4535,Hist2ST
HS6ST1,0.5041361605184799,HS6ST1,CID4535,Hist2ST
CXCR4,0.5082211334718049,CXCR4,CID4535,Hist2ST
KYNU,0.06308500215166754,KYNU,CID4535,Hist2ST
TANC1,0.1780538817151692,TANC1,CID4535,Hist2ST
ITGB6,0.1657810329449726,ITGB6,CID4535,Hist2ST
FAP,0.19295872397809258,FAP,CID4535,Hist2ST
ITGA6,0.5554689683273034,ITGA6,CID4535,Hist2ST
COL3A1,0.6681976996651938,COL3A1,CID4535,Hist2ST
COL5A2,0.4930229508544539,COL5A2,CID4535,Hist2ST
WDR75,0.29835470035674005,WDR75,CID4535,Hist2ST
SLC40A1,0.3652964389009855,SLC40A1,CID4535,Hist2ST
ASNSD1,0.3294403082669071,ASNSD1,CID4535,Hist2ST
ORMDL1,0.3696409516148423,ORMDL1,CID4535,Hist2ST
PMS1,0.19551114004624695,PMS1,CID4535,Hist2ST
STAT1,0.7221645324118956,STAT1,CID4535,Hist2ST
SPATS2L,0.371638015802074,SPATS2L,CID4535,Hist2ST
TMEM237,0.24793732969468313,TMEM237,CID4535,Hist2ST
FASTKD2,0.31419185578436404,FASTKD2,CID4535,Hist2ST
FN1,0.6934032903507183,FN1,CID4535,Hist2ST
SP110,0.2123007519187027,SP110,CID4535,Hist2ST
EFHD1,0.7015925794267303,EFHD1,CID4535,Hist2ST
GPCPD1,0.2705417699272525,GPCPD1,CID4535,Hist2ST
