,Pearson correlation,Gene,Slide,Method
SNX7,0.03686071514198619,SNX7,1142243F,Hist2ST
VCAM1,0.016060109898254744,VCAM1,1142243F,Hist2ST
PSMA5,0.038194568438451273,PSMA5,1142243F,Hist2ST
GSTM3,0.017189873936360543,GSTM3,1142243F,Hist2ST
CD53,0.0637825933144624,CD53,1142243F,Hist2ST
WDR3,0.040580970464097296,WDR3,1142243F,Hist2ST
PHGDH,0.05193420291552468,PHGDH,1142243F,Hist2ST
CTSS,0.08469246298141073,CTSS,1142243F,Hist2ST
CTSK,0.09769479654116367,CTSK,1142243F,Hist2ST
SCNM1,0.013016244762972121,SCNM1,1142243F,Hist2ST
S100A8,0.01634722070437488,S100A8,1142243F,Hist2ST
S100A14,-0.044345402465043204,S100A14,1142243F,Hist2ST
S100A1,0.006605982885607097,S100A1,1142243F,Hist2ST
CREB3L4,0.047663526962063996,CREB3L4,1142243F,Hist2ST
EFNA3,-0.013390191265044066,EFNA3,1142243F,Hist2ST
RIT1,0.03849217939640741,RIT1,1142243F,Hist2ST
CRABP2,0.020879183484862115,CRABP2,1142243F,Hist2ST
IFI16,0.024483839970258717,IFI16,1142243F,Hist2ST
USF1,-0.013356769620180255,USF1,1142243F,Hist2ST
OLFML2B,0.05648851637037509,OLFML2B,1142243F,Hist2ST
MPC2,0.06594540518013577,MPC2,1142243F,Hist2ST
ATP1B1,-0.041696011497217536,ATP1B1,1142243F,Hist2ST
RABGAP1L,0.04745641474872014,RABGAP1L,1142243F,Hist2ST
XPR1,0.016807082858387102,XPR1,1142243F,Hist2ST
LAMC1,0.030993829037294765,LAMC1,1142243F,Hist2ST
C1orf21,0.04705791531034538,C1orf21,1142243F,Hist2ST
TPR,-0.0101807841164313,TPR,1142243F,Hist2ST
PTPRC,0.04236307760430248,PTPRC,1142243F,Hist2ST
UBE2T,0.04739092967449926,UBE2T,1142243F,Hist2ST
NUCKS1,0.016359869073826343,NUCKS1,1142243F,Hist2ST
ATF3,-0.013867125834977099,ATF3,1142243F,Hist2ST
CENPF,0.04027959269794086,CENPF,1142243F,Hist2ST
KCTD3,0.06777457178580915,KCTD3,1142243F,Hist2ST
LYPLAL1,0.02213399731916417,LYPLAL1,1142243F,Hist2ST
IARS2,0.021542561205172645,IARS2,1142243F,Hist2ST
CNIH4,-0.019320969180864147,CNIH4,1142243F,Hist2ST
NUP133,0.02479358680938927,NUP133,1142243F,Hist2ST
ARID4B,-0.035580855284624874,ARID4B,1142243F,Hist2ST
CHML,-0.014198583630977826,CHML,1142243F,Hist2ST
SCCPDH,0.007038129723371576,SCCPDH,1142243F,Hist2ST
GATA3,0.011069011107854933,GATA3,1142243F,Hist2ST
FAM107B,0.029226936569261716,FAM107B,1142243F,Hist2ST
HSPA14,-0.00848010895935078,HSPA14,1142243F,Hist2ST
NEBL,-0.02091452868448619,NEBL,1142243F,Hist2ST
BAMBI,0.05041702790116759,BAMBI,1142243F,Hist2ST
ARHGAP12,0.028158470654131622,ARHGAP12,1142243F,Hist2ST
DKK1,0.012439351359271008,DKK1,1142243F,Hist2ST
ZWINT,0.03451151072012844,ZWINT,1142243F,Hist2ST
ANK3,-0.0014304673175314885,ANK3,1142243F,Hist2ST
CDK1,0.051999403512101555,CDK1,1142243F,Hist2ST
HERC4,0.00260407075090208,HERC4,1142243F,Hist2ST
SRGN,0.06663431081996454,SRGN,1142243F,Hist2ST
H2AFY2,0.01606024419982704,H2AFY2,1142243F,Hist2ST
ADK,0.021324460187328247,ADK,1142243F,Hist2ST
DLG5,0.04495632816790212,DLG5,1142243F,Hist2ST
PLAC9,0.03135185377260317,PLAC9,1142243F,Hist2ST
GHITM,0.0745844794345423,GHITM,1142243F,Hist2ST
SNCG,0.0038826313237625767,SNCG,1142243F,Hist2ST
ADIRF,-0.026138110130450726,ADIRF,1142243F,Hist2ST
IFIT3,0.019189952230422257,IFIT3,1142243F,Hist2ST
FRA10AC1,0.029655184625239615,FRA10AC1,1142243F,Hist2ST
EXOSC1,0.006928989761709631,EXOSC1,1142243F,Hist2ST
SCD,0.022592578882421086,SCD,1142243F,Hist2ST
ARL3,0.03371475022594225,ARL3,1142243F,Hist2ST
ADD3,-0.005122584563827985,ADD3,1142243F,Hist2ST
FAM204A,0.03111047633863904,FAM204A,1142243F,Hist2ST
NSMCE4A,0.03975440184772468,NSMCE4A,1142243F,Hist2ST
OAT,0.03180598208220865,OAT,1142243F,Hist2ST
GLRX3,0.013000884781547971,GLRX3,1142243F,Hist2ST
IFITM2,0.04551399536005846,IFITM2,1142243F,Hist2ST
TRIM22,0.036684843492870094,TRIM22,1142243F,Hist2ST
DKK3,0.00910235722945514,DKK3,1142243F,Hist2ST
SAA1,-0.15151176702394897,SAA1,1142243F,Hist2ST
TSG101,0.012914605484963721,TSG101,1142243F,Hist2ST
SVIP,0.013540903869137207,SVIP,1142243F,Hist2ST
CAPRIN1,0.03957012319202123,CAPRIN1,1142243F,Hist2ST
API5,0.00753819699127386,API5,1142243F,Hist2ST
MTCH2,0.018882221076440754,MTCH2,1142243F,Hist2ST
UBE2L6,0.039230565816230925,UBE2L6,1142243F,Hist2ST
MPEG1,0.02758466560743356,MPEG1,1142243F,Hist2ST
MS4A7,0.028077068548466436,MS4A7,1142243F,Hist2ST
TMEM258,0.08035789397914225,TMEM258,1142243F,Hist2ST
CST6,-0.023789897547857472,CST6,1142243F,Hist2ST
ALDH3B2,0.035318129094413606,ALDH3B2,1142243F,Hist2ST
TESMIN,0.060408862518811,TESMIN,1142243F,Hist2ST
CCND1,-0.019659746269669258,CCND1,1142243F,Hist2ST
ANO1,0.06739838051719177,ANO1,1142243F,Hist2ST
FADD,0.04613867506374132,FADD,1142243F,Hist2ST
CTTN,0.026260375374634156,CTTN,1142243F,Hist2ST
PRSS23,0.07046197514317178,PRSS23,1142243F,Hist2ST
BIRC3,0.021762190832162118,BIRC3,1142243F,Hist2ST
MMP1,-0.0032196154237857256,MMP1,1142243F,Hist2ST
CASP4,0.05228302990942155,CASP4,1142243F,Hist2ST
CD3D,0.026164662465052863,CD3D,1142243F,Hist2ST
THYN1,0.017854314952962944,THYN1,1142243F,Hist2ST
SCNN1A,-0.0007224569824700712,SCNN1A,1142243F,Hist2ST
MAGOHB,0.026665438137622427,MAGOHB,1142243F,Hist2ST
GPRC5A,-0.05951078396433704,GPRC5A,1142243F,Hist2ST
MGP,-0.07687600020666145,MGP,1142243F,Hist2ST
C12orf60,-0.0012341459596014199,C12orf60,1142243F,Hist2ST
ITPR2,-0.010783364820982539,ITPR2,1142243F,Hist2ST
ZCRB1,-0.002465500251116283,ZCRB1,1142243F,Hist2ST
FAIM2,0.01373814607126984,FAIM2,1142243F,Hist2ST
NR4A1,0.007256925667988947,NR4A1,1142243F,Hist2ST
KRT81,-0.09680683725447786,KRT81,1142243F,Hist2ST
PPP1R1A,0.08087671838902946,PPP1R1A,1142243F,Hist2ST
MUCL1,-0.0364020432195777,MUCL1,1142243F,Hist2ST
NUP107,0.038324253212164004,NUP107,1142243F,Hist2ST
LYZ,0.09288154200272063,LYZ,1142243F,Hist2ST
DUSP6,0.038096581337116325,DUSP6,1142243F,Hist2ST
ATP2B1,0.03598096987475957,ATP2B1,1142243F,Hist2ST
LUM,0.06910908680469648,LUM,1142243F,Hist2ST
DCN,0.06630982334051805,DCN,1142243F,Hist2ST
EEA1,-0.03872882299433292,EEA1,1142243F,Hist2ST
NTN4,0.01652051377640824,NTN4,1142243F,Hist2ST
TMPO,0.059198017723800025,TMPO,1142243F,Hist2ST
ARL1,-0.0011746136364062753,ARL1,1142243F,Hist2ST
CHPT1,-0.029556738135154005,CHPT1,1142243F,Hist2ST
SYCP3,-0.00395925905058884,SYCP3,1142243F,Hist2ST
PWP1,0.014224292399556327,PWP1,1142243F,Hist2ST
TCTN1,0.02656289910935177,TCTN1,1142243F,Hist2ST
MAPKAPK5,0.040707501582397464,MAPKAPK5,1142243F,Hist2ST
OAS1,-0.02171123936974666,OAS1,1142243F,Hist2ST
OAS2,0.015584478593502435,OAS2,1142243F,Hist2ST
TBX3,0.042878281597869994,TBX3,1142243F,Hist2ST
OASL,0.02093881975413992,OASL,1142243F,Hist2ST
ZNF664,0.019188259881938723,ZNF664,1142243F,Hist2ST
ZNF84,0.040910228249710565,ZNF84,1142243F,Hist2ST
PSPC1,0.05571166934431311,PSPC1,1142243F,Hist2ST
HMGB1,0.025042893160892733,HMGB1,1142243F,Hist2ST
DCLK1,0.019557212444024266,DCLK1,1142243F,Hist2ST
DNAJC15,0.01535053422275568,DNAJC15,1142243F,Hist2ST
RNASEH2B,0.01022714952038669,RNASEH2B,1142243F,Hist2ST
COMMD6,0.0583569224262895,COMMD6,1142243F,Hist2ST
FARP1,0.0400555756127786,FARP1,1142243F,Hist2ST
MCF2L,0.02588678972208488,MCF2L,1142243F,Hist2ST
NGDN,0.03208444495541404,NGDN,1142243F,Hist2ST
RABGGTA,0.01603978735525346,RABGGTA,1142243F,Hist2ST
SCFD1,0.0234942409573254,SCFD1,1142243F,Hist2ST
BAZ1A,0.0009476911683147134,BAZ1A,1142243F,Hist2ST
KLHDC2,0.017182882462815602,KLHDC2,1142243F,Hist2ST
PSMA3,0.07710985852706731,PSMA3,1142243F,Hist2ST
PCNX4,0.005865714468667894,PCNX4,1142243F,Hist2ST
DHRS7,-0.0015770221545163918,DHRS7,1142243F,Hist2ST
MTHFD1,0.0476027524396643,MTHFD1,1142243F,Hist2ST
FUT8,0.032666270903303284,FUT8,1142243F,Hist2ST
COQ6,-0.0052066031328654085,COQ6,1142243F,Hist2ST
FOS,0.03563767093731958,FOS,1142243F,Hist2ST
ZC3H14,0.024905332229199093,ZC3H14,1142243F,Hist2ST
UBR7,0.04779433069500924,UBR7,1142243F,Hist2ST
IFI27L2,0.031147941934199556,IFI27L2,1142243F,Hist2ST
IGHG4,0.09739477256894703,IGHG4,1142243F,Hist2ST
APBA2,-0.0017428028190777031,APBA2,1142243F,Hist2ST
EMC4,0.023391858203827595,EMC4,1142243F,Hist2ST
NUSAP1,0.04120516354806516,NUSAP1,1142243F,Hist2ST
TUBGCP4,0.03771694976443764,TUBGCP4,1142243F,Hist2ST
TP53BP1,-0.003962031750974768,TP53BP1,1142243F,Hist2ST
SPG11,0.009036039776553536,SPG11,1142243F,Hist2ST
MYEF2,0.03172876894513334,MYEF2,1142243F,Hist2ST
TMOD3,-0.000647121007713105,TMOD3,1142243F,Hist2ST
LEO1,0.007616108054677602,LEO1,1142243F,Hist2ST
MYO5C,0.0201963588245082,MYO5C,1142243F,Hist2ST
ARPP19,0.02953940445626272,ARPP19,1142243F,Hist2ST
ADAM10,0.006926373182556351,ADAM10,1142243F,Hist2ST
CCNB2,0.04894742141029719,CCNB2,1142243F,Hist2ST
GTF2A2,0.03893515183301296,GTF2A2,1142243F,Hist2ST
VPS13C,0.03489871218248273,VPS13C,1142243F,Hist2ST
C2CD4A,,C2CD4A,1142243F,Hist2ST
TPM1,-0.02447856806097222,TPM1,1142243F,Hist2ST
CILP,0.03508906244771837,CILP,1142243F,Hist2ST
ITGA11,0.030825594001177663,ITGA11,1142243F,Hist2ST
UACA,-0.02858943485929766,UACA,1142243F,Hist2ST
RCN2,0.022988275605552434,RCN2,1142243F,Hist2ST
PSTPIP1,0.023846211431453174,PSTPIP1,1142243F,Hist2ST
LINGO1,0.00817553414087591,LINGO1,1142243F,Hist2ST
ISG20,0.04283051083741947,ISG20,1142243F,Hist2ST
PRC1,0.041806577715030546,PRC1,1142243F,Hist2ST
SNRPA1,0.07157809162905474,SNRPA1,1142243F,Hist2ST
SBK1,0.004166081135062654,SBK1,1142243F,Hist2ST
MT1G,0.013072193676201499,MT1G,1142243F,Hist2ST
NUP93,0.021963192417099715,NUP93,1142243F,Hist2ST
CX3CL1,0.03350239741896929,CX3CL1,1142243F,Hist2ST
CMTM3,0.0022677121491076323,CMTM3,1142243F,Hist2ST
CBFB,0.031986284792315633,CBFB,1142243F,Hist2ST
PRMT7,0.03422360226519498,PRMT7,1142243F,Hist2ST
CDH1,-0.022625829234365638,CDH1,1142243F,Hist2ST
ZFHX3,-0.022388354746030438,ZFHX3,1142243F,Hist2ST
CFDP1,0.02490074088126609,CFDP1,1142243F,Hist2ST
TERF2IP,0.056512939260939296,TERF2IP,1142243F,Hist2ST
ITGAE,0.027599765651989645,ITGAE,1142243F,Hist2ST
ALOX15B,-0.03317531498006949,ALOX15B,1142243F,Hist2ST
TRPV2,0.04091905503780705,TRPV2,1142243F,Hist2ST
B9D1,0.0060372327119064375,B9D1,1142243F,Hist2ST
UNC119,0.03451367976103734,UNC119,1142243F,Hist2ST
PIGS,0.019566516076699434,PIGS,1142243F,Hist2ST
SPAG5,0.040765272758409,SPAG5,1142243F,Hist2ST
KIAA0100,0.04271018592976346,KIAA0100,1142243F,Hist2ST
SDF2,0.006115729283121565,SDF2,1142243F,Hist2ST
SUPT6H,0.018614396927728462,SUPT6H,1142243F,Hist2ST
TRAF4,0.019780271107331954,TRAF4,1142243F,Hist2ST
CPD,0.021131215143047295,CPD,1142243F,Hist2ST
GOSR1,0.025221465815810334,GOSR1,1142243F,Hist2ST
RNF135,0.023234720157513867,RNF135,1142243F,Hist2ST
CCL2,-0.01123476365197068,CCL2,1142243F,Hist2ST
SLFN5,-0.0005609356569281172,SLFN5,1142243F,Hist2ST
AP2B1,0.011540624184591213,AP2B1,1142243F,Hist2ST
ZNHIT3,0.03226955072600339,ZNHIT3,1142243F,Hist2ST
MYO19,0.022296967315508818,MYO19,1142243F,Hist2ST
GGNBP2,0.018403579543707298,GGNBP2,1142243F,Hist2ST
ACACA,0.01797667435671487,ACACA,1142243F,Hist2ST
DDX52,0.018899428939087047,DDX52,1142243F,Hist2ST
SOCS7,0.028241249196165386,SOCS7,1142243F,Hist2ST
SRCIN1,0.004931893913984932,SRCIN1,1142243F,Hist2ST
MLLT6,-0.005872690801065836,MLLT6,1142243F,Hist2ST
PCGF2,0.010821737945999823,PCGF2,1142243F,Hist2ST
PIP4K2B,0.0418834583544612,PIP4K2B,1142243F,Hist2ST
CWC25,-0.008364451062318624,CWC25,1142243F,Hist2ST
LASP1,0.027039063397822086,LASP1,1142243F,Hist2ST
LINC00672,0.01769240701590737,LINC00672,1142243F,Hist2ST
MED1,0.017836479040903554,MED1,1142243F,Hist2ST
PPP1R1B,0.09018306762100191,PPP1R1B,1142243F,Hist2ST
PNMT,-0.007792884277806321,PNMT,1142243F,Hist2ST
CASC3,0.03744143135219395,CASC3,1142243F,Hist2ST
CDC6,0.01745730627419089,CDC6,1142243F,Hist2ST
RARA,0.014467470449971634,RARA,1142243F,Hist2ST
TOP2A,0.04616288561479186,TOP2A,1142243F,Hist2ST
CCR7,0.02286534815517756,CCR7,1142243F,Hist2ST
KRT15,-0.06062569816779141,KRT15,1142243F,Hist2ST
HSD17B1,-0.019957241952008566,HSD17B1,1142243F,Hist2ST
CNTD1,0.028098352212156945,CNTD1,1142243F,Hist2ST
BECN1,0.027452975037959272,BECN1,1142243F,Hist2ST
PSME3,0.009174757946003614,PSME3,1142243F,Hist2ST
HOXB2,0.08051617942112813,HOXB2,1142243F,Hist2ST
HOXB7,0.034944532938069976,HOXB7,1142243F,Hist2ST
UBE2Z,-0.03896805246740946,UBE2Z,1142243F,Hist2ST
ZNF652,0.05191279815012344,ZNF652,1142243F,Hist2ST
SPOP,0.0054984253334723725,SPOP,1142243F,Hist2ST
SLC35B1,0.04933806019774645,SLC35B1,1142243F,Hist2ST
FAM117A,0.02981407010226757,FAM117A,1142243F,Hist2ST
PDK2,-0.01573538275343485,PDK2,1142243F,Hist2ST
EME1,0.03787363331948626,EME1,1142243F,Hist2ST
TOB1,-0.01363783291905863,TOB1,1142243F,Hist2ST
TOM1L1,0.029456374211252124,TOM1L1,1142243F,Hist2ST
CUEDC1,0.03246245713701242,CUEDC1,1142243F,Hist2ST
VEZF1,0.03836955433506052,VEZF1,1142243F,Hist2ST
RAD51C,0.06655756076528659,RAD51C,1142243F,Hist2ST
CLTC,0.038344779017344774,CLTC,1142243F,Hist2ST
PTRH2,0.010244912640485947,PTRH2,1142243F,Hist2ST
DCAF7,0.050931569289392103,DCAF7,1142243F,Hist2ST
CCDC47,-0.018347130532797108,CCDC47,1142243F,Hist2ST
DDX42,0.026657326922955506,DDX42,1142243F,Hist2ST
DDX5,0.024309087586782907,DDX5,1142243F,Hist2ST
CEP95,0.03543549791798794,CEP95,1142243F,Hist2ST
SMURF2,0.0022817099651729253,SMURF2,1142243F,Hist2ST
CACNG4,-0.004272062883198512,CACNG4,1142243F,Hist2ST
HELZ,0.00328703873511281,HELZ,1142243F,Hist2ST
PSMD12,0.012965816553481828,PSMD12,1142243F,Hist2ST
NOL11,0.061357391676594375,NOL11,1142243F,Hist2ST
KPNA2,0.0393139179691228,KPNA2,1142243F,Hist2ST
AMZ2,0.03870821845153109,AMZ2,1142243F,Hist2ST
ARSG,0.0006177098400484997,ARSG,1142243F,Hist2ST
WIPI1,0.006696137517090055,WIPI1,1142243F,Hist2ST
SOX9,-0.020908558190680132,SOX9,1142243F,Hist2ST
SLC16A5,0.021161508320375985,SLC16A5,1142243F,Hist2ST
QRICH2,0.016991274192377538,QRICH2,1142243F,Hist2ST
CANT1,0.0448207433038211,CANT1,1142243F,Hist2ST
SECTM1,0.004085178544992864,SECTM1,1142243F,Hist2ST
WDR45B,0.023645905738785687,WDR45B,1142243F,Hist2ST
RAB31,0.04053084114315494,RAB31,1142243F,Hist2ST
RAB27B,0.002893696714555684,RAB27B,1142243F,Hist2ST
TXNL1,0.05494713370315899,TXNL1,1142243F,Hist2ST
SHC2,-0.03776892603716011,SHC2,1142243F,Hist2ST
AMH,-0.0315543672079055,AMH,1142243F,Hist2ST
JSRP1,0.02119807953986208,JSRP1,1142243F,Hist2ST
TLE2,0.029941907525128285,TLE2,1142243F,Hist2ST
CAPS,0.03507922811555681,CAPS,1142243F,Hist2ST
ANGPTL4,-0.029192091573745735,ANGPTL4,1142243F,Hist2ST
DNMT1,0.056353447323250073,DNMT1,1142243F,Hist2ST
LDLR,0.060392621276615044,LDLR,1142243F,Hist2ST
CILP2,-0.005642498625690837,CILP2,1142243F,Hist2ST
POP4,0.08590173563989933,POP4,1142243F,Hist2ST
CCNE1,0.014031504258588215,CCNE1,1142243F,Hist2ST
PDCD5,0.06537475181943017,PDCD5,1142243F,Hist2ST
FXYD3,-0.07043213539783708,FXYD3,1142243F,Hist2ST
SYNE4,0.00938026479077722,SYNE4,1142243F,Hist2ST
ZNF146,0.049739159704583064,ZNF146,1142243F,Hist2ST
SIPA1L3,0.039327834084718016,SIPA1L3,1142243F,Hist2ST
MAP4K1,0.038220819239896175,MAP4K1,1142243F,Hist2ST
GMFG,0.0510888201497746,GMFG,1142243F,Hist2ST
ZFP36,-0.017534229418338015,ZFP36,1142243F,Hist2ST
LYPD3,-0.04303244416727092,LYPD3,1142243F,Hist2ST
BCAM,-0.04414090400230178,BCAM,1142243F,Hist2ST
FOSB,-0.0008248762073888461,FOSB,1142243F,Hist2ST
BCL2L12,0.03739678188971177,BCL2L12,1142243F,Hist2ST
ZNF480,0.044829019246923535,ZNF480,1142243F,Hist2ST
SH3YL1,0.023044602304787186,SH3YL1,1142243F,Hist2ST
RSAD2,-0.00815607493969886,RSAD2,1142243F,Hist2ST
ID2,-0.040136409077630074,ID2,1142243F,Hist2ST
ASAP2,0.023827304820618053,ASAP2,1142243F,Hist2ST
YWHAQ,0.03943920419581902,YWHAQ,1142243F,Hist2ST
RRM2,0.07979588834715548,RRM2,1142243F,Hist2ST
ODC1,0.06272156992184005,ODC1,1142243F,Hist2ST
TRIB2,0.04441273444467973,TRIB2,1142243F,Hist2ST
DDX1,0.009751861090051718,DDX1,1142243F,Hist2ST
SMC6,-0.013092364380679242,SMC6,1142243F,Hist2ST
EIF2AK2,-0.03791643405369128,EIF2AK2,1142243F,Hist2ST
CEBPZ,0.026605778704501037,CEBPZ,1142243F,Hist2ST
HNRNPLL,0.003841082998402863,HNRNPLL,1142243F,Hist2ST
SRSF7,0.07379990505762603,SRSF7,1142243F,Hist2ST
PKDCC,-0.004872897287816004,PKDCC,1142243F,Hist2ST
EPAS1,0.024957447274286736,EPAS1,1142243F,Hist2ST
EPCAM,0.0020481968358898855,EPCAM,1142243F,Hist2ST
MSH2,0.04099214417210056,MSH2,1142243F,Hist2ST
MTIF2,-0.005607715471501409,MTIF2,1142243F,Hist2ST
COMMD1,0.06817708549522816,COMMD1,1142243F,Hist2ST
VPS54,0.056797189903061505,VPS54,1142243F,Hist2ST
ANTXR1,0.05736330361911325,ANTXR1,1142243F,Hist2ST
SNRPG,0.11675103969891157,SNRPG,1142243F,Hist2ST
MPHOSPH10,0.038858039302348,MPHOSPH10,1142243F,Hist2ST
ZNF638,0.0245437196894423,ZNF638,1142243F,Hist2ST
BOLA3,0.05484037585772962,BOLA3,1142243F,Hist2ST
COA5,0.05058899094420735,COA5,1142243F,Hist2ST
UNC50,0.007158837295139367,UNC50,1142243F,Hist2ST
MGAT4A,0.04285619866975756,MGAT4A,1142243F,Hist2ST
EIF5B,-0.04826556413690539,EIF5B,1142243F,Hist2ST
REV1,0.022841627100215728,REV1,1142243F,Hist2ST
FHL2,-0.001567660893948163,FHL2,1142243F,Hist2ST
GCC2,-0.0010848212197926144,GCC2,1142243F,Hist2ST
LIMS1,-0.06873734794863331,LIMS1,1142243F,Hist2ST
RANBP2,0.004332527596422326,RANBP2,1142243F,Hist2ST
SOWAHC,0.01325773391699132,SOWAHC,1142243F,Hist2ST
IL1RN,-0.036530498631612895,IL1RN,1142243F,Hist2ST
NIFK,0.06076101707514201,NIFK,1142243F,Hist2ST
IWS1,0.025381558010478797,IWS1,1142243F,Hist2ST
HS6ST1,0.0219247195005148,HS6ST1,1142243F,Hist2ST
CXCR4,0.04231392732467753,CXCR4,1142243F,Hist2ST
KYNU,0.0022223560032167363,KYNU,1142243F,Hist2ST
TANC1,0.012937489047868097,TANC1,1142243F,Hist2ST
ITGB6,0.0024363811550233935,ITGB6,1142243F,Hist2ST
FAP,0.06157673134464228,FAP,1142243F,Hist2ST
ITGA6,0.09785681733886355,ITGA6,1142243F,Hist2ST
COL3A1,0.0660426634421673,COL3A1,1142243F,Hist2ST
COL5A2,0.03447722154351639,COL5A2,1142243F,Hist2ST
WDR75,0.031161872162530257,WDR75,1142243F,Hist2ST
SLC40A1,0.06769137533124346,SLC40A1,1142243F,Hist2ST
ASNSD1,0.05025736662904115,ASNSD1,1142243F,Hist2ST
ORMDL1,0.028885319298801157,ORMDL1,1142243F,Hist2ST
PMS1,0.019541543160300087,PMS1,1142243F,Hist2ST
STAT1,0.031146652886960505,STAT1,1142243F,Hist2ST
SPATS2L,0.02832904771883544,SPATS2L,1142243F,Hist2ST
TMEM237,0.026306486263252257,TMEM237,1142243F,Hist2ST
FASTKD2,0.002566378825312663,FASTKD2,1142243F,Hist2ST
