,Pearson correlation,Gene,Slide,Method
CHML,0.12734122260480354,CHML,block1,Hist2ST
SCCPDH,0.2209406695208057,SCCPDH,block1,Hist2ST
GATA3,0.18058308539217016,GATA3,block1,Hist2ST
FAM107B,0.16749630441410368,FAM107B,block1,Hist2ST
HSPA14,0.16165084560536006,HSPA14,block1,Hist2ST
NEBL,0.21253351495550216,NEBL,block1,Hist2ST
BAMBI,0.03506465830132603,BAMBI,block1,Hist2ST
ARHGAP12,0.18132896146221592,ARHGAP12,block1,Hist2ST
DKK1,0.022445407709325783,DKK1,block1,Hist2ST
ZWINT,0.18515196497704126,ZWINT,block1,Hist2ST
ANK3,0.10025257704878954,ANK3,block1,Hist2ST
CDK1,0.2291184942754442,CDK1,block1,Hist2ST
HERC4,0.14298059115706244,HERC4,block1,Hist2ST
SRGN,0.09504872155851449,SRGN,block1,Hist2ST
H2AFY2,0.1324819240737969,H2AFY2,block1,Hist2ST
ADK,0.14255836870196278,ADK,block1,Hist2ST
DLG5,0.17944392889717287,DLG5,block1,Hist2ST
PLAC9,0.13843128247881173,PLAC9,block1,Hist2ST
GHITM,0.17913494460515839,GHITM,block1,Hist2ST
SNCG,0.1829547613317565,SNCG,block1,Hist2ST
ADIRF,0.1698576281655189,ADIRF,block1,Hist2ST
IFIT3,0.08780093226834093,IFIT3,block1,Hist2ST
FRA10AC1,0.11640610225502113,FRA10AC1,block1,Hist2ST
EXOSC1,0.19094674308090834,EXOSC1,block1,Hist2ST
SCD,0.16341010111525492,SCD,block1,Hist2ST
ARL3,0.17472266882934429,ARL3,block1,Hist2ST
ADD3,0.10360148735946192,ADD3,block1,Hist2ST
FAM204A,0.14310206960743582,FAM204A,block1,Hist2ST
NSMCE4A,0.1428231037679819,NSMCE4A,block1,Hist2ST
OAT,0.047057184228587824,OAT,block1,Hist2ST
GLRX3,0.12494717480884011,GLRX3,block1,Hist2ST
IFITM2,-0.0004717996713895221,IFITM2,block1,Hist2ST
TRIM22,0.10184982848877024,TRIM22,block1,Hist2ST
DKK3,0.09096760995072407,DKK3,block1,Hist2ST
SAA1,0.023553245034396673,SAA1,block1,Hist2ST
TSG101,0.1943160857581321,TSG101,block1,Hist2ST
SVIP,0.13016756779417818,SVIP,block1,Hist2ST
CAPRIN1,0.1831356703363959,CAPRIN1,block1,Hist2ST
API5,0.1944657121314733,API5,block1,Hist2ST
MTCH2,0.18332611098584753,MTCH2,block1,Hist2ST
UBE2L6,0.12849690895341376,UBE2L6,block1,Hist2ST
MPEG1,0.16336109663087142,MPEG1,block1,Hist2ST
MS4A7,0.09978270671392765,MS4A7,block1,Hist2ST
TMEM258,0.18753056402998403,TMEM258,block1,Hist2ST
CST6,-0.021303091563032173,CST6,block1,Hist2ST
ALDH3B2,0.19974057383006177,ALDH3B2,block1,Hist2ST
TESMIN,0.1794693140570805,TESMIN,block1,Hist2ST
CCND1,0.11175249460172529,CCND1,block1,Hist2ST
ANO1,0.2466793135783401,ANO1,block1,Hist2ST
FADD,0.23396635262339296,FADD,block1,Hist2ST
CTTN,0.16130775745400555,CTTN,block1,Hist2ST
PRSS23,0.10525270587112186,PRSS23,block1,Hist2ST
BIRC3,0.09965554179042006,BIRC3,block1,Hist2ST
MMP1,0.03942601364110939,MMP1,block1,Hist2ST
CASP4,0.0862300019084914,CASP4,block1,Hist2ST
CD3D,0.13895888184905877,CD3D,block1,Hist2ST
THYN1,0.0720509876193291,THYN1,block1,Hist2ST
SCNN1A,0.09324710209254485,SCNN1A,block1,Hist2ST
MAGOHB,0.1735548585778231,MAGOHB,block1,Hist2ST
GPRC5A,0.12915716260922952,GPRC5A,block1,Hist2ST
MGP,0.16977449347657905,MGP,block1,Hist2ST
C12orf60,0.09341448492384385,C12orf60,block1,Hist2ST
ITPR2,0.07102936160925265,ITPR2,block1,Hist2ST
ZCRB1,0.14556948310098933,ZCRB1,block1,Hist2ST
FAIM2,0.10628115658804849,FAIM2,block1,Hist2ST
NR4A1,0.08653517135955732,NR4A1,block1,Hist2ST
KRT81,-0.021052650998077023,KRT81,block1,Hist2ST
PPP1R1A,0.006531361129040481,PPP1R1A,block1,Hist2ST
MUCL1,-0.007122369374802482,MUCL1,block1,Hist2ST
NUP107,0.2077582736597768,NUP107,block1,Hist2ST
LYZ,0.1874354833046965,LYZ,block1,Hist2ST
DUSP6,0.06254154862132726,DUSP6,block1,Hist2ST
ATP2B1,0.07689186384381022,ATP2B1,block1,Hist2ST
LUM,0.24313592886163432,LUM,block1,Hist2ST
DCN,0.30924055103748643,DCN,block1,Hist2ST
EEA1,0.08593734412303727,EEA1,block1,Hist2ST
NTN4,0.07147252708507051,NTN4,block1,Hist2ST
TMPO,0.1983395039723264,TMPO,block1,Hist2ST
ARL1,0.21215284023048897,ARL1,block1,Hist2ST
CHPT1,0.09231645700011189,CHPT1,block1,Hist2ST
SYCP3,0.027615677523510372,SYCP3,block1,Hist2ST
PWP1,0.15739288151130953,PWP1,block1,Hist2ST
TCTN1,0.16074801757068788,TCTN1,block1,Hist2ST
MAPKAPK5,0.176366840559577,MAPKAPK5,block1,Hist2ST
OAS1,0.1482531589420787,OAS1,block1,Hist2ST
OAS2,0.06704898524355461,OAS2,block1,Hist2ST
TBX3,0.1841840568597062,TBX3,block1,Hist2ST
OASL,0.05880008377963284,OASL,block1,Hist2ST
ZNF664,0.2326305219491689,ZNF664,block1,Hist2ST
ZNF84,0.11480255098450479,ZNF84,block1,Hist2ST
PSPC1,0.15198520531324186,PSPC1,block1,Hist2ST
HMGB1,0.12053435301035925,HMGB1,block1,Hist2ST
DCLK1,0.02022407121908776,DCLK1,block1,Hist2ST
DNAJC15,0.18855335396083134,DNAJC15,block1,Hist2ST
RNASEH2B,0.13924406692117985,RNASEH2B,block1,Hist2ST
COMMD6,0.19704810482377733,COMMD6,block1,Hist2ST
FARP1,0.11118900924958275,FARP1,block1,Hist2ST
MCF2L,0.1623417679373463,MCF2L,block1,Hist2ST
NGDN,0.17848975685168175,NGDN,block1,Hist2ST
RABGGTA,0.14074215898284712,RABGGTA,block1,Hist2ST
SCFD1,0.15791739084155468,SCFD1,block1,Hist2ST
BAZ1A,0.11979165722389434,BAZ1A,block1,Hist2ST
KLHDC2,0.19663978911411356,KLHDC2,block1,Hist2ST
PSMA3,0.17615298978075933,PSMA3,block1,Hist2ST
PCNX4,0.08750006415150398,PCNX4,block1,Hist2ST
DHRS7,0.1580784617910382,DHRS7,block1,Hist2ST
MTHFD1,0.17989955567769747,MTHFD1,block1,Hist2ST
FUT8,0.16442550044842624,FUT8,block1,Hist2ST
COQ6,0.14220956481517025,COQ6,block1,Hist2ST
FOS,0.08048645939507854,FOS,block1,Hist2ST
ZC3H14,0.15036991998377675,ZC3H14,block1,Hist2ST
UBR7,0.19386992177939466,UBR7,block1,Hist2ST
IFI27L2,0.024450389555254484,IFI27L2,block1,Hist2ST
IGHG4,0.25957203886282254,IGHG4,block1,Hist2ST
APBA2,0.07509279326346102,APBA2,block1,Hist2ST
EMC4,0.19484171471446993,EMC4,block1,Hist2ST
NUSAP1,0.17648085734313934,NUSAP1,block1,Hist2ST
TUBGCP4,0.09679271713212809,TUBGCP4,block1,Hist2ST
TP53BP1,0.14618668598451426,TP53BP1,block1,Hist2ST
SPG11,0.1601043554602944,SPG11,block1,Hist2ST
MYEF2,0.14836482033813272,MYEF2,block1,Hist2ST
TMOD3,0.1169594018503263,TMOD3,block1,Hist2ST
LEO1,0.18591055054096006,LEO1,block1,Hist2ST
MYO5C,0.13532650980947694,MYO5C,block1,Hist2ST
ARPP19,0.18179596499035738,ARPP19,block1,Hist2ST
ADAM10,0.1382009245031152,ADAM10,block1,Hist2ST
CCNB2,0.1594041726706542,CCNB2,block1,Hist2ST
GTF2A2,0.17534375463230312,GTF2A2,block1,Hist2ST
VPS13C,0.0785273436963769,VPS13C,block1,Hist2ST
C2CD4A,0.01950582498908617,C2CD4A,block1,Hist2ST
TPM1,0.1072260799905388,TPM1,block1,Hist2ST
CILP,0.08926572246743746,CILP,block1,Hist2ST
ITGA11,0.02243058129835659,ITGA11,block1,Hist2ST
UACA,0.058825306591380404,UACA,block1,Hist2ST
RCN2,0.15635496319667902,RCN2,block1,Hist2ST
PSTPIP1,0.1190110912158978,PSTPIP1,block1,Hist2ST
LINGO1,0.09878763347966182,LINGO1,block1,Hist2ST
ISG20,0.14224225185531147,ISG20,block1,Hist2ST
PRC1,0.13386397269274247,PRC1,block1,Hist2ST
SNRPA1,0.20174941122900616,SNRPA1,block1,Hist2ST
SBK1,0.14711011899742157,SBK1,block1,Hist2ST
MT1G,0.1615661603038162,MT1G,block1,Hist2ST
NUP93,0.11138452157236942,NUP93,block1,Hist2ST
CX3CL1,0.03505992920322215,CX3CL1,block1,Hist2ST
CMTM3,0.1185831619995382,CMTM3,block1,Hist2ST
CBFB,0.16929977355089174,CBFB,block1,Hist2ST
PRMT7,0.13372848406687127,PRMT7,block1,Hist2ST
CDH1,0.19181892376232254,CDH1,block1,Hist2ST
ZFHX3,0.08806919635493671,ZFHX3,block1,Hist2ST
CFDP1,0.17574822758309788,CFDP1,block1,Hist2ST
TERF2IP,0.17614628857867437,TERF2IP,block1,Hist2ST
ITGAE,0.19986725143003578,ITGAE,block1,Hist2ST
ALOX15B,0.013557459768820586,ALOX15B,block1,Hist2ST
TRPV2,0.07624987730664992,TRPV2,block1,Hist2ST
B9D1,0.07355147450455381,B9D1,block1,Hist2ST
UNC119,0.10242536090008646,UNC119,block1,Hist2ST
PIGS,0.18498683090073403,PIGS,block1,Hist2ST
SPAG5,0.18018561375616607,SPAG5,block1,Hist2ST
KIAA0100,0.16176986096547316,KIAA0100,block1,Hist2ST
SDF2,0.15917076881172956,SDF2,block1,Hist2ST
SUPT6H,0.120823243970718,SUPT6H,block1,Hist2ST
TRAF4,0.2042906100695919,TRAF4,block1,Hist2ST
CPD,0.18483282902333747,CPD,block1,Hist2ST
GOSR1,0.17768620479268685,GOSR1,block1,Hist2ST
RNF135,0.14878763023704697,RNF135,block1,Hist2ST
CCL2,0.031816711621022294,CCL2,block1,Hist2ST
SLFN5,0.1038482847928545,SLFN5,block1,Hist2ST
AP2B1,0.19044882894460208,AP2B1,block1,Hist2ST
ZNHIT3,0.23416979280278385,ZNHIT3,block1,Hist2ST
MYO19,0.17285184346290922,MYO19,block1,Hist2ST
GGNBP2,0.16810899205990248,GGNBP2,block1,Hist2ST
ACACA,0.19401194474508604,ACACA,block1,Hist2ST
DDX52,0.15743477817197102,DDX52,block1,Hist2ST
SOCS7,0.14227995296048587,SOCS7,block1,Hist2ST
SRCIN1,0.11202247211929867,SRCIN1,block1,Hist2ST
MLLT6,0.20324973073053165,MLLT6,block1,Hist2ST
PCGF2,0.1852020026928087,PCGF2,block1,Hist2ST
PIP4K2B,0.17121318421497259,PIP4K2B,block1,Hist2ST
CWC25,0.1041297170528033,CWC25,block1,Hist2ST
LASP1,0.14486574706365912,LASP1,block1,Hist2ST
LINC00672,0.07021015869235006,LINC00672,block1,Hist2ST
MED1,0.14373879180248894,MED1,block1,Hist2ST
PPP1R1B,0.10960181771154524,PPP1R1B,block1,Hist2ST
PNMT,0.007531596783925207,PNMT,block1,Hist2ST
CASC3,0.21026293715936742,CASC3,block1,Hist2ST
CDC6,0.17343428216714984,CDC6,block1,Hist2ST
RARA,0.16731596951739122,RARA,block1,Hist2ST
TOP2A,0.19295640277627735,TOP2A,block1,Hist2ST
CCR7,0.08246044926245502,CCR7,block1,Hist2ST
KRT15,0.027605639905343895,KRT15,block1,Hist2ST
HSD17B1,0.017411387611636894,HSD17B1,block1,Hist2ST
CNTD1,0.0942915616178823,CNTD1,block1,Hist2ST
BECN1,0.1996533963021478,BECN1,block1,Hist2ST
PSME3,0.17462572275735688,PSME3,block1,Hist2ST
HOXB2,0.09340342072545178,HOXB2,block1,Hist2ST
HOXB7,0.007454082459956929,HOXB7,block1,Hist2ST
UBE2Z,0.18531729649686057,UBE2Z,block1,Hist2ST
ZNF652,0.15126117125670913,ZNF652,block1,Hist2ST
SPOP,0.18869439083719777,SPOP,block1,Hist2ST
SLC35B1,0.21405205428930707,SLC35B1,block1,Hist2ST
FAM117A,0.10039006899229706,FAM117A,block1,Hist2ST
PDK2,0.11447798590479828,PDK2,block1,Hist2ST
EME1,0.09287457469444123,EME1,block1,Hist2ST
TOB1,0.18142385119063073,TOB1,block1,Hist2ST
TOM1L1,0.1769151461578329,TOM1L1,block1,Hist2ST
CUEDC1,0.19710790950024845,CUEDC1,block1,Hist2ST
VEZF1,0.19151524196471434,VEZF1,block1,Hist2ST
RAD51C,0.16681997800081882,RAD51C,block1,Hist2ST
CLTC,0.12294930008995665,CLTC,block1,Hist2ST
PTRH2,0.18412464420719205,PTRH2,block1,Hist2ST
DCAF7,0.19242601957167838,DCAF7,block1,Hist2ST
CCDC47,0.21456887433965027,CCDC47,block1,Hist2ST
DDX42,0.19324441793157165,DDX42,block1,Hist2ST
DDX5,0.11247944091247433,DDX5,block1,Hist2ST
CEP95,0.14478616669826164,CEP95,block1,Hist2ST
SMURF2,0.05934915434963596,SMURF2,block1,Hist2ST
CACNG4,0.09165198657172899,CACNG4,block1,Hist2ST
HELZ,0.17809362874543855,HELZ,block1,Hist2ST
PSMD12,0.2041359414616921,PSMD12,block1,Hist2ST
NOL11,0.2129234928371366,NOL11,block1,Hist2ST
KPNA2,0.2008489453941334,KPNA2,block1,Hist2ST
AMZ2,0.1805385915760937,AMZ2,block1,Hist2ST
ARSG,0.13459462392528398,ARSG,block1,Hist2ST
WIPI1,0.19813922784400123,WIPI1,block1,Hist2ST
SOX9,0.10562228282174581,SOX9,block1,Hist2ST
SLC16A5,0.059934284760715856,SLC16A5,block1,Hist2ST
QRICH2,0.09822040014662724,QRICH2,block1,Hist2ST
CANT1,0.1615069873733747,CANT1,block1,Hist2ST
SECTM1,0.13548057201400812,SECTM1,block1,Hist2ST
WDR45B,0.23616018820523066,WDR45B,block1,Hist2ST
RAB31,0.12806249025756147,RAB31,block1,Hist2ST
RAB27B,0.1668435553958994,RAB27B,block1,Hist2ST
TXNL1,0.1921061929491385,TXNL1,block1,Hist2ST
SHC2,0.11168359074309933,SHC2,block1,Hist2ST
AMH,0.07899751674957059,AMH,block1,Hist2ST
JSRP1,0.061675801016732076,JSRP1,block1,Hist2ST
TLE2,0.13967853344456285,TLE2,block1,Hist2ST
CAPS,0.2155009449652176,CAPS,block1,Hist2ST
ANGPTL4,-0.07546666551563704,ANGPTL4,block1,Hist2ST
DNMT1,0.17760271416389725,DNMT1,block1,Hist2ST
LDLR,0.14218631318608294,LDLR,block1,Hist2ST
CILP2,0.031928992919811106,CILP2,block1,Hist2ST
POP4,0.2320269279289232,POP4,block1,Hist2ST
CCNE1,0.06324484215065905,CCNE1,block1,Hist2ST
PDCD5,0.20944599799512864,PDCD5,block1,Hist2ST
FXYD3,0.06672157751666351,FXYD3,block1,Hist2ST
SYNE4,0.171213159171759,SYNE4,block1,Hist2ST
ZNF146,0.23633912150799433,ZNF146,block1,Hist2ST
SIPA1L3,0.20385121109301155,SIPA1L3,block1,Hist2ST
MAP4K1,0.11814987007145082,MAP4K1,block1,Hist2ST
GMFG,0.11073112653620065,GMFG,block1,Hist2ST
ZFP36,0.11323865530838134,ZFP36,block1,Hist2ST
LYPD3,0.12100109583974135,LYPD3,block1,Hist2ST
BCAM,0.12940895930412713,BCAM,block1,Hist2ST
FOSB,0.022654663508176742,FOSB,block1,Hist2ST
BCL2L12,0.1208376992221241,BCL2L12,block1,Hist2ST
ZNF480,0.13734108257513306,ZNF480,block1,Hist2ST
SH3YL1,0.1762560711667137,SH3YL1,block1,Hist2ST
RSAD2,0.019098944523626826,RSAD2,block1,Hist2ST
ID2,0.1244263923618049,ID2,block1,Hist2ST
ASAP2,0.12128140874410916,ASAP2,block1,Hist2ST
YWHAQ,0.14279560649621464,YWHAQ,block1,Hist2ST
RRM2,0.22077568315338605,RRM2,block1,Hist2ST
ODC1,0.1247853507510869,ODC1,block1,Hist2ST
TRIB2,0.2339483336413865,TRIB2,block1,Hist2ST
DDX1,0.17106821021009921,DDX1,block1,Hist2ST
SMC6,0.12193533994322787,SMC6,block1,Hist2ST
EIF2AK2,0.10591730979611108,EIF2AK2,block1,Hist2ST
CEBPZ,0.1008201806479992,CEBPZ,block1,Hist2ST
HNRNPLL,0.14062676233295848,HNRNPLL,block1,Hist2ST
SRSF7,0.19661490338975968,SRSF7,block1,Hist2ST
PKDCC,0.026610950354525563,PKDCC,block1,Hist2ST
EPAS1,0.1040545625242776,EPAS1,block1,Hist2ST
EPCAM,0.20563021325105094,EPCAM,block1,Hist2ST
MSH2,0.14250332452673034,MSH2,block1,Hist2ST
MTIF2,0.13758598624802992,MTIF2,block1,Hist2ST
COMMD1,0.15259195853811003,COMMD1,block1,Hist2ST
VPS54,0.10538544533754426,VPS54,block1,Hist2ST
ANTXR1,0.06938097432511808,ANTXR1,block1,Hist2ST
SNRPG,0.20191745454294502,SNRPG,block1,Hist2ST
MPHOSPH10,0.11523297532113827,MPHOSPH10,block1,Hist2ST
ZNF638,0.1770880878332458,ZNF638,block1,Hist2ST
BOLA3,0.21942538738977713,BOLA3,block1,Hist2ST
COA5,0.20311149268497986,COA5,block1,Hist2ST
UNC50,0.09028343785351246,UNC50,block1,Hist2ST
MGAT4A,0.08605387097800234,MGAT4A,block1,Hist2ST
EIF5B,0.017182000721485433,EIF5B,block1,Hist2ST
REV1,0.11620328471921508,REV1,block1,Hist2ST
FHL2,0.14294024040408726,FHL2,block1,Hist2ST
GCC2,0.021546392504257487,GCC2,block1,Hist2ST
LIMS1,0.07858525265334076,LIMS1,block1,Hist2ST
RANBP2,0.14389181364952675,RANBP2,block1,Hist2ST
SOWAHC,0.08908525436376741,SOWAHC,block1,Hist2ST
IL1RN,0.0688948261648052,IL1RN,block1,Hist2ST
NIFK,0.13094774707527615,NIFK,block1,Hist2ST
IWS1,0.12496929793211733,IWS1,block1,Hist2ST
HS6ST1,0.10363069726818465,HS6ST1,block1,Hist2ST
CXCR4,0.1073064908475593,CXCR4,block1,Hist2ST
KYNU,0.03516145683696516,KYNU,block1,Hist2ST
TANC1,0.10119374916307314,TANC1,block1,Hist2ST
ITGB6,0.06435171289865418,ITGB6,block1,Hist2ST
FAP,0.08647481414558414,FAP,block1,Hist2ST
ITGA6,0.06520109062615906,ITGA6,block1,Hist2ST
COL3A1,0.19620231751355982,COL3A1,block1,Hist2ST
COL5A2,0.15321063418371064,COL5A2,block1,Hist2ST
WDR75,0.12569167613512838,WDR75,block1,Hist2ST
SLC40A1,0.07778185756324028,SLC40A1,block1,Hist2ST
ASNSD1,0.09177215701598332,ASNSD1,block1,Hist2ST
ORMDL1,0.1621796839190329,ORMDL1,block1,Hist2ST
PMS1,0.03697624189232206,PMS1,block1,Hist2ST
STAT1,0.0674954640033954,STAT1,block1,Hist2ST
SPATS2L,0.07751547847415158,SPATS2L,block1,Hist2ST
TMEM237,0.06416415275823466,TMEM237,block1,Hist2ST
FASTKD2,0.14142889728167454,FASTKD2,block1,Hist2ST
FN1,0.2226026242028947,FN1,block1,Hist2ST
SP110,0.15362410413153907,SP110,block1,Hist2ST
EFHD1,0.1670840119626544,EFHD1,block1,Hist2ST
GPCPD1,0.13265239417278527,GPCPD1,block1,Hist2ST
NAA20,0.22996087016850644,NAA20,block1,Hist2ST
SAMHD1,0.14696766112014922,SAMHD1,block1,Hist2ST
SLPI,0.030986301875010225,SLPI,block1,Hist2ST
SLC2A10,0.23641174127819278,SLC2A10,block1,Hist2ST
SULF2,0.10583641997486916,SULF2,block1,Hist2ST
PREX1,0.12037309925256144,PREX1,block1,Hist2ST
ZNFX1,0.1301791288109055,ZNFX1,block1,Hist2ST
PFDN4,0.2009933619194147,PFDN4,block1,Hist2ST
BMP7,0.010188535890625806,BMP7,block1,Hist2ST
LAMA5,0.14131555785784014,LAMA5,block1,Hist2ST
EEF1A2,0.13716406969501319,EEF1A2,block1,Hist2ST
HELZ2,0.1405246028249505,HELZ2,block1,Hist2ST
STMN3,0.08102527230832761,STMN3,block1,Hist2ST
CXADR,0.13693316837054034,CXADR,block1,Hist2ST
ADAMTS1,0.09449439517227128,ADAMTS1,block1,Hist2ST
CCT8,0.2204331776318637,CCT8,block1,Hist2ST
MIS18A,0.15753154156080854,MIS18A,block1,Hist2ST
MX1,0.13618512344580136,MX1,block1,Hist2ST
TFF3,0.11120188976515145,TFF3,block1,Hist2ST
TRPM2,0.07268067378383102,TRPM2,block1,Hist2ST
SUMO3,0.15042067392603703,SUMO3,block1,Hist2ST
PTTG1IP,0.18633241359082223,PTTG1IP,block1,Hist2ST
FAM207A,0.06313989917526107,FAM207A,block1,Hist2ST
SPATC1L,0.09087050566649009,SPATC1L,block1,Hist2ST
TBX1,0.08878089020972982,TBX1,block1,Hist2ST
IGLC7,0.13514472455684493,IGLC7,block1,Hist2ST
MMP11,0.12063882929500966,MMP11,block1,Hist2ST
