,Pearson correlation,Gene,Slide,Method
GNG5,0.01664739064998539,GNG5,FFPE,Hist2ST
LMO4,0.1699802880038252,LMO4,FFPE,Hist2ST
GTF2B,0.08200367255077218,GTF2B,FFPE,Hist2ST
GBP1,0.09999240116673914,GBP1,FFPE,Hist2ST
GBP2,0.1831677189452772,GBP2,FFPE,Hist2ST
GBP5,0.147140793476178,GBP5,FFPE,Hist2ST
LRRC8B,0.10340928760934427,LRRC8B,FFPE,Hist2ST
LRRC8D,0.03792383506681787,LRRC8D,FFPE,Hist2ST
CDC7,0.06733612600813531,CDC7,FFPE,Hist2ST
GLMN,0.08961901796473526,GLMN,FFPE,Hist2ST
MTF2,0.09321756400451132,MTF2,FFPE,Hist2ST
TMED5,0.0710950564541116,TMED5,FFPE,Hist2ST
CCDC18,0.03608918084741025,CCDC18,FFPE,Hist2ST
DR1,0.1436502310869543,DR1,FFPE,Hist2ST
FNBP1L,0.15467658701629994,FNBP1L,FFPE,Hist2ST
BCAR3,0.10294504198525285,BCAR3,FFPE,Hist2ST
DNTTIP2,0.08484833627333743,DNTTIP2,FFPE,Hist2ST
GCLM,0.054143909406096674,GCLM,FFPE,Hist2ST
ARHGAP29,0.10420794194276148,ARHGAP29,FFPE,Hist2ST
ABCD3,0.20293527324750218,ABCD3,FFPE,Hist2ST
CNN3,0.07466009474816394,CNN3,FFPE,Hist2ST
ALG14,0.052343617564882844,ALG14,FFPE,Hist2ST
SNX7,0.07266401409699018,SNX7,FFPE,Hist2ST
VCAM1,0.07817787458957208,VCAM1,FFPE,Hist2ST
PSMA5,0.12235073387305068,PSMA5,FFPE,Hist2ST
GSTM3,0.1854507652100775,GSTM3,FFPE,Hist2ST
CD53,0.1602252874117432,CD53,FFPE,Hist2ST
WDR3,0.07754262081649177,WDR3,FFPE,Hist2ST
PHGDH,0.13980964174870758,PHGDH,FFPE,Hist2ST
CTSS,0.07348649204662304,CTSS,FFPE,Hist2ST
CTSK,0.05397984911477226,CTSK,FFPE,Hist2ST
SCNM1,0.09180155544631254,SCNM1,FFPE,Hist2ST
S100A8,0.16240392682169977,S100A8,FFPE,Hist2ST
S100A14,0.19123710035690158,S100A14,FFPE,Hist2ST
S100A1,0.050564937130855594,S100A1,FFPE,Hist2ST
CREB3L4,0.20825296950318506,CREB3L4,FFPE,Hist2ST
EFNA3,0.10258927153632168,EFNA3,FFPE,Hist2ST
RIT1,0.16151718792475295,RIT1,FFPE,Hist2ST
CRABP2,0.2158750732127861,CRABP2,FFPE,Hist2ST
IFI16,0.08888434959677195,IFI16,FFPE,Hist2ST
USF1,0.10568597779716368,USF1,FFPE,Hist2ST
OLFML2B,0.0678236040728033,OLFML2B,FFPE,Hist2ST
MPC2,0.18416144845525717,MPC2,FFPE,Hist2ST
ATP1B1,0.17751975102570822,ATP1B1,FFPE,Hist2ST
RABGAP1L,0.07698220845528544,RABGAP1L,FFPE,Hist2ST
XPR1,0.09230089243100116,XPR1,FFPE,Hist2ST
LAMC1,-0.0010234367886489829,LAMC1,FFPE,Hist2ST
C1orf21,0.017855151359133275,C1orf21,FFPE,Hist2ST
TPR,0.09386881629669545,TPR,FFPE,Hist2ST
PTPRC,0.22557001423052436,PTPRC,FFPE,Hist2ST
UBE2T,0.061353413541732495,UBE2T,FFPE,Hist2ST
NUCKS1,0.12550008665903187,NUCKS1,FFPE,Hist2ST
ATF3,0.04578230474220459,ATF3,FFPE,Hist2ST
CENPF,0.09416248813833966,CENPF,FFPE,Hist2ST
KCTD3,0.19620176806085837,KCTD3,FFPE,Hist2ST
LYPLAL1,0.08201339402740396,LYPLAL1,FFPE,Hist2ST
IARS2,0.0688599674035788,IARS2,FFPE,Hist2ST
CNIH4,0.1020964449379982,CNIH4,FFPE,Hist2ST
NUP133,0.06435992521590284,NUP133,FFPE,Hist2ST
ARID4B,0.1205067484343816,ARID4B,FFPE,Hist2ST
CHML,0.07910820811971472,CHML,FFPE,Hist2ST
SCCPDH,0.09293949566884736,SCCPDH,FFPE,Hist2ST
GATA3,0.16857058891624246,GATA3,FFPE,Hist2ST
FAM107B,0.11005491441148602,FAM107B,FFPE,Hist2ST
HSPA14,0.06379726582002374,HSPA14,FFPE,Hist2ST
NEBL,0.1670873077109932,NEBL,FFPE,Hist2ST
BAMBI,0.19625947214548475,BAMBI,FFPE,Hist2ST
ARHGAP12,0.09576746354366003,ARHGAP12,FFPE,Hist2ST
DKK1,-0.03196233584215543,DKK1,FFPE,Hist2ST
ZWINT,0.10438577372785217,ZWINT,FFPE,Hist2ST
ANK3,0.1902500095443194,ANK3,FFPE,Hist2ST
CDK1,0.1308412496577633,CDK1,FFPE,Hist2ST
HERC4,0.051297269533520755,HERC4,FFPE,Hist2ST
SRGN,0.08142205242342282,SRGN,FFPE,Hist2ST
H2AFY2,0.03470938066746462,H2AFY2,FFPE,Hist2ST
ADK,0.06119395143284465,ADK,FFPE,Hist2ST
DLG5,0.12065077997583719,DLG5,FFPE,Hist2ST
PLAC9,0.05345115099588332,PLAC9,FFPE,Hist2ST
GHITM,0.15002162584337744,GHITM,FFPE,Hist2ST
SNCG,0.21019321023157006,SNCG,FFPE,Hist2ST
ADIRF,0.0012100707488538415,ADIRF,FFPE,Hist2ST
IFIT3,0.08691484985340574,IFIT3,FFPE,Hist2ST
FRA10AC1,0.028585723423278336,FRA10AC1,FFPE,Hist2ST
EXOSC1,0.05365746246084458,EXOSC1,FFPE,Hist2ST
SCD,-0.04229155315214895,SCD,FFPE,Hist2ST
ARL3,0.10612525496448338,ARL3,FFPE,Hist2ST
ADD3,0.047740918181767046,ADD3,FFPE,Hist2ST
FAM204A,0.13384066810803336,FAM204A,FFPE,Hist2ST
NSMCE4A,0.06451503992289302,NSMCE4A,FFPE,Hist2ST
OAT,0.15547742256195207,OAT,FFPE,Hist2ST
GLRX3,0.055434057961720844,GLRX3,FFPE,Hist2ST
IFITM2,0.16078806328315623,IFITM2,FFPE,Hist2ST
TRIM22,0.1685519682031556,TRIM22,FFPE,Hist2ST
DKK3,-0.010981995665534284,DKK3,FFPE,Hist2ST
SAA1,0.11138397688836905,SAA1,FFPE,Hist2ST
TSG101,0.12666790126207958,TSG101,FFPE,Hist2ST
SVIP,0.08640686637184834,SVIP,FFPE,Hist2ST
CAPRIN1,0.1676732384936797,CAPRIN1,FFPE,Hist2ST
API5,0.10952403074108023,API5,FFPE,Hist2ST
MTCH2,0.14425210629084984,MTCH2,FFPE,Hist2ST
UBE2L6,0.12435079929355237,UBE2L6,FFPE,Hist2ST
MPEG1,0.12140028178879556,MPEG1,FFPE,Hist2ST
MS4A7,0.11763037061703181,MS4A7,FFPE,Hist2ST
TMEM258,0.15531260987816436,TMEM258,FFPE,Hist2ST
CST6,0.022679470616914787,CST6,FFPE,Hist2ST
ALDH3B2,0.150548236986489,ALDH3B2,FFPE,Hist2ST
TESMIN,0.1340700496976177,TESMIN,FFPE,Hist2ST
CCND1,0.02471097981898122,CCND1,FFPE,Hist2ST
ANO1,0.13047650433099942,ANO1,FFPE,Hist2ST
FADD,0.08404474041174008,FADD,FFPE,Hist2ST
CTTN,0.15866902492651636,CTTN,FFPE,Hist2ST
PRSS23,-0.021525753479452084,PRSS23,FFPE,Hist2ST
BIRC3,0.18908843126592037,BIRC3,FFPE,Hist2ST
MMP1,0.03315437522042914,MMP1,FFPE,Hist2ST
CASP4,0.1345552317496406,CASP4,FFPE,Hist2ST
CD3D,0.22865211061986365,CD3D,FFPE,Hist2ST
THYN1,0.08806510253220626,THYN1,FFPE,Hist2ST
SCNN1A,0.1749442566560752,SCNN1A,FFPE,Hist2ST
MAGOHB,0.02864262196090322,MAGOHB,FFPE,Hist2ST
GPRC5A,0.14899654942012971,GPRC5A,FFPE,Hist2ST
MGP,0.07054411303548941,MGP,FFPE,Hist2ST
C12orf60,0.005825718673603111,C12orf60,FFPE,Hist2ST
ITPR2,0.05154466945933504,ITPR2,FFPE,Hist2ST
ZCRB1,0.12449709323137713,ZCRB1,FFPE,Hist2ST
FAIM2,0.01037027676277756,FAIM2,FFPE,Hist2ST
NR4A1,-0.0023581326641089564,NR4A1,FFPE,Hist2ST
KRT81,0.02130936763856418,KRT81,FFPE,Hist2ST
PPP1R1A,0.294286791978482,PPP1R1A,FFPE,Hist2ST
MUCL1,-0.0625583479611628,MUCL1,FFPE,Hist2ST
NUP107,0.04822676817960071,NUP107,FFPE,Hist2ST
LYZ,0.07427104698772859,LYZ,FFPE,Hist2ST
DUSP6,0.06271313466596576,DUSP6,FFPE,Hist2ST
ATP2B1,0.06885921814944015,ATP2B1,FFPE,Hist2ST
LUM,0.03833809341116746,LUM,FFPE,Hist2ST
DCN,0.09320727625396613,DCN,FFPE,Hist2ST
EEA1,0.04224004181315086,EEA1,FFPE,Hist2ST
NTN4,0.0783492540885073,NTN4,FFPE,Hist2ST
TMPO,0.04329477879538955,TMPO,FFPE,Hist2ST
ARL1,0.13234901040681665,ARL1,FFPE,Hist2ST
CHPT1,0.08238845732622894,CHPT1,FFPE,Hist2ST
SYCP3,0.01974758168728366,SYCP3,FFPE,Hist2ST
PWP1,0.050580060115010116,PWP1,FFPE,Hist2ST
TCTN1,0.031615425425849664,TCTN1,FFPE,Hist2ST
MAPKAPK5,0.047108579007946,MAPKAPK5,FFPE,Hist2ST
OAS1,0.08542435957783344,OAS1,FFPE,Hist2ST
OAS2,0.14990732205474952,OAS2,FFPE,Hist2ST
TBX3,0.13550901514096633,TBX3,FFPE,Hist2ST
OASL,0.12929946839526194,OASL,FFPE,Hist2ST
ZNF664,0.13108864615813917,ZNF664,FFPE,Hist2ST
ZNF84,0.08179333271462007,ZNF84,FFPE,Hist2ST
PSPC1,0.14626369350318613,PSPC1,FFPE,Hist2ST
HMGB1,0.19363123821767467,HMGB1,FFPE,Hist2ST
DCLK1,0.11816879195591433,DCLK1,FFPE,Hist2ST
DNAJC15,0.10195263294088745,DNAJC15,FFPE,Hist2ST
RNASEH2B,0.05701899539806027,RNASEH2B,FFPE,Hist2ST
COMMD6,0.1336742567327929,COMMD6,FFPE,Hist2ST
FARP1,0.20718407703994784,FARP1,FFPE,Hist2ST
MCF2L,0.171929994917024,MCF2L,FFPE,Hist2ST
NGDN,0.05602139880902917,NGDN,FFPE,Hist2ST
RABGGTA,0.037056041078259834,RABGGTA,FFPE,Hist2ST
SCFD1,0.10242047481453975,SCFD1,FFPE,Hist2ST
BAZ1A,0.07341787375585188,BAZ1A,FFPE,Hist2ST
KLHDC2,0.07425154451514751,KLHDC2,FFPE,Hist2ST
PSMA3,0.11097052831507,PSMA3,FFPE,Hist2ST
PCNX4,0.0351095456443,PCNX4,FFPE,Hist2ST
DHRS7,0.038520104435756736,DHRS7,FFPE,Hist2ST
MTHFD1,0.09374291586619658,MTHFD1,FFPE,Hist2ST
FUT8,0.03478576065264049,FUT8,FFPE,Hist2ST
COQ6,0.09726602887060347,COQ6,FFPE,Hist2ST
FOS,0.13653773774421551,FOS,FFPE,Hist2ST
ZC3H14,0.06513785662091263,ZC3H14,FFPE,Hist2ST
UBR7,0.03766481561207283,UBR7,FFPE,Hist2ST
IFI27L2,0.02665741669329025,IFI27L2,FFPE,Hist2ST
IGHG4,0.09426230856341503,IGHG4,FFPE,Hist2ST
APBA2,0.06759884369984534,APBA2,FFPE,Hist2ST
EMC4,0.11337955983542726,EMC4,FFPE,Hist2ST
NUSAP1,0.09949457544933514,NUSAP1,FFPE,Hist2ST
TUBGCP4,0.03669322160791942,TUBGCP4,FFPE,Hist2ST
TP53BP1,0.08013798619611472,TP53BP1,FFPE,Hist2ST
SPG11,0.09575300179304408,SPG11,FFPE,Hist2ST
MYEF2,0.1606493212900552,MYEF2,FFPE,Hist2ST
TMOD3,0.09684268064282422,TMOD3,FFPE,Hist2ST
LEO1,0.10824711643248272,LEO1,FFPE,Hist2ST
MYO5C,0.10949195428351254,MYO5C,FFPE,Hist2ST
ARPP19,0.13579108155158434,ARPP19,FFPE,Hist2ST
ADAM10,0.05842804172525756,ADAM10,FFPE,Hist2ST
CCNB2,0.10675756119251402,CCNB2,FFPE,Hist2ST
GTF2A2,0.0048476106167764516,GTF2A2,FFPE,Hist2ST
VPS13C,0.08018293050978054,VPS13C,FFPE,Hist2ST
C2CD4A,-0.015609205285103117,C2CD4A,FFPE,Hist2ST
TPM1,0.11892195465912421,TPM1,FFPE,Hist2ST
CILP,0.022339690667114102,CILP,FFPE,Hist2ST
ITGA11,0.010802954075329408,ITGA11,FFPE,Hist2ST
UACA,-0.005956568339114003,UACA,FFPE,Hist2ST
RCN2,0.16217508458367177,RCN2,FFPE,Hist2ST
PSTPIP1,0.2005706205267698,PSTPIP1,FFPE,Hist2ST
LINGO1,0.10357101211814951,LINGO1,FFPE,Hist2ST
ISG20,0.16097397230191465,ISG20,FFPE,Hist2ST
PRC1,0.10985135977392166,PRC1,FFPE,Hist2ST
SNRPA1,0.013395844915284647,SNRPA1,FFPE,Hist2ST
SBK1,0.09120706889339034,SBK1,FFPE,Hist2ST
MT1G,0.008869748743038018,MT1G,FFPE,Hist2ST
NUP93,0.08541468875923779,NUP93,FFPE,Hist2ST
CX3CL1,0.1532160492374389,CX3CL1,FFPE,Hist2ST
CMTM3,0.02057300474749451,CMTM3,FFPE,Hist2ST
CBFB,0.100966364369275,CBFB,FFPE,Hist2ST
PRMT7,0.00584205138381955,PRMT7,FFPE,Hist2ST
CDH1,0.24921287833697756,CDH1,FFPE,Hist2ST
ZFHX3,-0.002228997413718937,ZFHX3,FFPE,Hist2ST
CFDP1,0.06414328135738435,CFDP1,FFPE,Hist2ST
TERF2IP,0.04970501190969536,TERF2IP,FFPE,Hist2ST
ITGAE,-0.005860661125979832,ITGAE,FFPE,Hist2ST
ALOX15B,,ALOX15B,FFPE,Hist2ST
TRPV2,0.09302820824334167,TRPV2,FFPE,Hist2ST
B9D1,0.018256865683538147,B9D1,FFPE,Hist2ST
UNC119,0.15910406823530684,UNC119,FFPE,Hist2ST
PIGS,0.11958811137052629,PIGS,FFPE,Hist2ST
SPAG5,0.11882404691562728,SPAG5,FFPE,Hist2ST
KIAA0100,0.1823893297673075,KIAA0100,FFPE,Hist2ST
SDF2,0.1700385377185433,SDF2,FFPE,Hist2ST
SUPT6H,0.11044679275647963,SUPT6H,FFPE,Hist2ST
TRAF4,0.20982958997484297,TRAF4,FFPE,Hist2ST
CPD,0.186532553444075,CPD,FFPE,Hist2ST
GOSR1,0.2044991597748738,GOSR1,FFPE,Hist2ST
RNF135,0.060374594600332204,RNF135,FFPE,Hist2ST
CCL2,0.02597775949061195,CCL2,FFPE,Hist2ST
SLFN5,0.15344605808780912,SLFN5,FFPE,Hist2ST
AP2B1,0.09860429168573505,AP2B1,FFPE,Hist2ST
ZNHIT3,0.027501651595262803,ZNHIT3,FFPE,Hist2ST
MYO19,0.08728428702624101,MYO19,FFPE,Hist2ST
GGNBP2,0.025865978957891316,GGNBP2,FFPE,Hist2ST
ACACA,0.11671832476988357,ACACA,FFPE,Hist2ST
DDX52,0.1600998061348612,DDX52,FFPE,Hist2ST
SOCS7,0.11656235800130776,SOCS7,FFPE,Hist2ST
SRCIN1,0.24746333002514131,SRCIN1,FFPE,Hist2ST
MLLT6,0.167478794273748,MLLT6,FFPE,Hist2ST
PCGF2,0.22470490006548885,PCGF2,FFPE,Hist2ST
PIP4K2B,0.20316004624030307,PIP4K2B,FFPE,Hist2ST
CWC25,0.12751731444759212,CWC25,FFPE,Hist2ST
LASP1,0.12830256563641146,LASP1,FFPE,Hist2ST
LINC00672,0.0121215714201299,LINC00672,FFPE,Hist2ST
MED1,0.07648928827780681,MED1,FFPE,Hist2ST
PPP1R1B,0.31088809362925907,PPP1R1B,FFPE,Hist2ST
PNMT,0.03790459263394024,PNMT,FFPE,Hist2ST
CASC3,0.1758674469450445,CASC3,FFPE,Hist2ST
CDC6,0.18254316418110236,CDC6,FFPE,Hist2ST
RARA,0.22706961971327297,RARA,FFPE,Hist2ST
TOP2A,0.2215564797378476,TOP2A,FFPE,Hist2ST
CCR7,0.207686882321572,CCR7,FFPE,Hist2ST
KRT15,0.07643882077730904,KRT15,FFPE,Hist2ST
HSD17B1,0.10493494937583099,HSD17B1,FFPE,Hist2ST
CNTD1,-0.02103139858923836,CNTD1,FFPE,Hist2ST
BECN1,0.11936958214873998,BECN1,FFPE,Hist2ST
PSME3,0.08250448594413103,PSME3,FFPE,Hist2ST
HOXB2,0.11974113860364524,HOXB2,FFPE,Hist2ST
HOXB7,-0.014108909864404749,HOXB7,FFPE,Hist2ST
UBE2Z,0.10084604000961238,UBE2Z,FFPE,Hist2ST
ZNF652,0.0689871448474927,ZNF652,FFPE,Hist2ST
SPOP,0.03383683912616532,SPOP,FFPE,Hist2ST
SLC35B1,0.08796565181873947,SLC35B1,FFPE,Hist2ST
FAM117A,0.011814233752414811,FAM117A,FFPE,Hist2ST
PDK2,0.09313135161194319,PDK2,FFPE,Hist2ST
EME1,0.0248572278259742,EME1,FFPE,Hist2ST
TOB1,0.1380649430971939,TOB1,FFPE,Hist2ST
TOM1L1,0.1839270639355649,TOM1L1,FFPE,Hist2ST
CUEDC1,0.055224605669603945,CUEDC1,FFPE,Hist2ST
VEZF1,0.12092182040797118,VEZF1,FFPE,Hist2ST
RAD51C,0.0764506051964573,RAD51C,FFPE,Hist2ST
CLTC,0.14006882687116226,CLTC,FFPE,Hist2ST
PTRH2,0.14012070101832141,PTRH2,FFPE,Hist2ST
DCAF7,0.08754542668347538,DCAF7,FFPE,Hist2ST
CCDC47,0.1318955038423939,CCDC47,FFPE,Hist2ST
DDX42,0.09855509238081835,DDX42,FFPE,Hist2ST
DDX5,0.12571811831317398,DDX5,FFPE,Hist2ST
CEP95,0.13625883007776557,CEP95,FFPE,Hist2ST
SMURF2,0.11972766389091036,SMURF2,FFPE,Hist2ST
CACNG4,0.13594617232293693,CACNG4,FFPE,Hist2ST
HELZ,0.027398767107850604,HELZ,FFPE,Hist2ST
PSMD12,0.07380282323878158,PSMD12,FFPE,Hist2ST
NOL11,0.07178032601352735,NOL11,FFPE,Hist2ST
KPNA2,0.14001891170290195,KPNA2,FFPE,Hist2ST
AMZ2,0.08404184038672795,AMZ2,FFPE,Hist2ST
ARSG,0.06806774811501129,ARSG,FFPE,Hist2ST
WIPI1,0.07041248230397251,WIPI1,FFPE,Hist2ST
SOX9,0.221471783640631,SOX9,FFPE,Hist2ST
SLC16A5,-0.006404746507739135,SLC16A5,FFPE,Hist2ST
QRICH2,0.04936981104681895,QRICH2,FFPE,Hist2ST
CANT1,0.20518072313441468,CANT1,FFPE,Hist2ST
SECTM1,0.020411625372339516,SECTM1,FFPE,Hist2ST
WDR45B,0.18496840482716806,WDR45B,FFPE,Hist2ST
RAB31,0.02518805945880325,RAB31,FFPE,Hist2ST
RAB27B,0.1486311060354364,RAB27B,FFPE,Hist2ST
TXNL1,0.11502551059158453,TXNL1,FFPE,Hist2ST
SHC2,-0.0008820866860257234,SHC2,FFPE,Hist2ST
AMH,0.045942430759968136,AMH,FFPE,Hist2ST
JSRP1,0.034333751362829644,JSRP1,FFPE,Hist2ST
TLE2,0.15014462403912232,TLE2,FFPE,Hist2ST
CAPS,0.09704758392565531,CAPS,FFPE,Hist2ST
ANGPTL4,-0.100351300408946,ANGPTL4,FFPE,Hist2ST
DNMT1,0.13850748470025565,DNMT1,FFPE,Hist2ST
LDLR,0.07640443930053711,LDLR,FFPE,Hist2ST
CILP2,0.030146133636018063,CILP2,FFPE,Hist2ST
POP4,0.05524011196454407,POP4,FFPE,Hist2ST
CCNE1,0.03381596447383068,CCNE1,FFPE,Hist2ST
PDCD5,0.12800918229761316,PDCD5,FFPE,Hist2ST
FXYD3,0.2005376783148964,FXYD3,FFPE,Hist2ST
SYNE4,0.1064859711976257,SYNE4,FFPE,Hist2ST
ZNF146,0.13639167586370862,ZNF146,FFPE,Hist2ST
SIPA1L3,0.13894768988053852,SIPA1L3,FFPE,Hist2ST
MAP4K1,0.19149905168167217,MAP4K1,FFPE,Hist2ST
GMFG,0.15290513589126453,GMFG,FFPE,Hist2ST
ZFP36,0.09739973748753347,ZFP36,FFPE,Hist2ST
LYPD3,0.09095133827545075,LYPD3,FFPE,Hist2ST
BCAM,0.15109199178190078,BCAM,FFPE,Hist2ST
FOSB,0.02789586023297909,FOSB,FFPE,Hist2ST
BCL2L12,0.06984689757248481,BCL2L12,FFPE,Hist2ST
ZNF480,0.029623574700990613,ZNF480,FFPE,Hist2ST
SH3YL1,0.1499110502942105,SH3YL1,FFPE,Hist2ST
RSAD2,0.04194796278624459,RSAD2,FFPE,Hist2ST
ID2,0.13295499044772102,ID2,FFPE,Hist2ST
ASAP2,0.04537425864931063,ASAP2,FFPE,Hist2ST
YWHAQ,0.16690332197933727,YWHAQ,FFPE,Hist2ST
RRM2,0.09586010610235045,RRM2,FFPE,Hist2ST
ODC1,0.15262592280606285,ODC1,FFPE,Hist2ST
TRIB2,0.0442576486860848,TRIB2,FFPE,Hist2ST
DDX1,0.1327467709650703,DDX1,FFPE,Hist2ST
SMC6,0.07011107622898227,SMC6,FFPE,Hist2ST
EIF2AK2,0.1513711875898344,EIF2AK2,FFPE,Hist2ST
CEBPZ,0.0780268448816355,CEBPZ,FFPE,Hist2ST
HNRNPLL,0.0852426452880781,HNRNPLL,FFPE,Hist2ST
SRSF7,0.11758075263855453,SRSF7,FFPE,Hist2ST
PKDCC,0.03310340806754978,PKDCC,FFPE,Hist2ST
EPAS1,0.1296222753268028,EPAS1,FFPE,Hist2ST
EPCAM,0.21817684288260253,EPCAM,FFPE,Hist2ST
MSH2,0.10088444367229983,MSH2,FFPE,Hist2ST
MTIF2,0.06610672622801872,MTIF2,FFPE,Hist2ST
COMMD1,0.12894335539057725,COMMD1,FFPE,Hist2ST
VPS54,0.13592459480797678,VPS54,FFPE,Hist2ST
ANTXR1,0.02368574523782963,ANTXR1,FFPE,Hist2ST
SNRPG,0.1209539294154856,SNRPG,FFPE,Hist2ST
MPHOSPH10,0.09442353191914496,MPHOSPH10,FFPE,Hist2ST
ZNF638,0.09990883494342155,ZNF638,FFPE,Hist2ST
BOLA3,0.0976865442397397,BOLA3,FFPE,Hist2ST
COA5,0.030422285819195028,COA5,FFPE,Hist2ST
UNC50,0.10587406501937391,UNC50,FFPE,Hist2ST
MGAT4A,0.09008864846787465,MGAT4A,FFPE,Hist2ST
EIF5B,0.11718167659207042,EIF5B,FFPE,Hist2ST
REV1,0.044282872871925456,REV1,FFPE,Hist2ST
FHL2,-0.015084909357089981,FHL2,FFPE,Hist2ST
GCC2,0.13441144539765762,GCC2,FFPE,Hist2ST
LIMS1,0.06366481451821195,LIMS1,FFPE,Hist2ST
RANBP2,0.12898503060998098,RANBP2,FFPE,Hist2ST
SOWAHC,0.07451084328838703,SOWAHC,FFPE,Hist2ST
IL1RN,0.08971607681466841,IL1RN,FFPE,Hist2ST
NIFK,0.08714041667156183,NIFK,FFPE,Hist2ST
IWS1,0.1698614927008773,IWS1,FFPE,Hist2ST
HS6ST1,0.11822508518998191,HS6ST1,FFPE,Hist2ST
CXCR4,0.2631723107380257,CXCR4,FFPE,Hist2ST
KYNU,0.1611793875582489,KYNU,FFPE,Hist2ST
TANC1,0.11225667721177797,TANC1,FFPE,Hist2ST
ITGB6,0.14266945161449163,ITGB6,FFPE,Hist2ST
FAP,0.043597879458124066,FAP,FFPE,Hist2ST
ITGA6,0.03015881148448768,ITGA6,FFPE,Hist2ST
COL3A1,0.03426905121198305,COL3A1,FFPE,Hist2ST
COL5A2,0.0038202078233488825,COL5A2,FFPE,Hist2ST
WDR75,0.10070665366385537,WDR75,FFPE,Hist2ST
SLC40A1,0.1197188114312472,SLC40A1,FFPE,Hist2ST
ASNSD1,0.1294965924810268,ASNSD1,FFPE,Hist2ST
ORMDL1,0.16032531483606727,ORMDL1,FFPE,Hist2ST
PMS1,0.028805749294171075,PMS1,FFPE,Hist2ST
STAT1,0.16589288470377664,STAT1,FFPE,Hist2ST
SPATS2L,0.08360952365616138,SPATS2L,FFPE,Hist2ST
TMEM237,0.13351757688002444,TMEM237,FFPE,Hist2ST
FASTKD2,0.11365706966666442,FASTKD2,FFPE,Hist2ST
FN1,0.02821704934040011,FN1,FFPE,Hist2ST
SP110,0.1843797431407073,SP110,FFPE,Hist2ST
EFHD1,0.24492869051723826,EFHD1,FFPE,Hist2ST
