,Pearson correlation,Gene,Slide,Method
S100A14,0.33365317486010165,S100A14,FFPE,HisToGene
S100A1,0.09059781335043794,S100A1,FFPE,HisToGene
CREB3L4,0.31022953528901,CREB3L4,FFPE,HisToGene
EFNA3,0.16740836174222742,EFNA3,FFPE,HisToGene
RIT1,0.002544867395854018,RIT1,FFPE,HisToGene
CRABP2,0.32495580883759795,CRABP2,FFPE,HisToGene
IFI16,0.13822002877850253,IFI16,FFPE,HisToGene
USF1,-0.1331586888282743,USF1,FFPE,HisToGene
OLFML2B,0.09783981390833923,OLFML2B,FFPE,HisToGene
MPC2,0.26337980199618294,MPC2,FFPE,HisToGene
ATP1B1,-0.22277149214461092,ATP1B1,FFPE,HisToGene
RABGAP1L,0.24986071305718305,RABGAP1L,FFPE,HisToGene
XPR1,0.056172539418261065,XPR1,FFPE,HisToGene
LAMC1,0.13860421689994437,LAMC1,FFPE,HisToGene
C1orf21,-0.03715837873342553,C1orf21,FFPE,HisToGene
TPR,0.2055025118207081,TPR,FFPE,HisToGene
PTPRC,0.10953778900499263,PTPRC,FFPE,HisToGene
UBE2T,0.15210808041755192,UBE2T,FFPE,HisToGene
NUCKS1,0.24214748028101418,NUCKS1,FFPE,HisToGene
ATF3,0.020703233242357594,ATF3,FFPE,HisToGene
CENPF,0.14867623083093895,CENPF,FFPE,HisToGene
KCTD3,0.28874652145565993,KCTD3,FFPE,HisToGene
LYPLAL1,0.16661111880478022,LYPLAL1,FFPE,HisToGene
IARS2,0.19875807599885503,IARS2,FFPE,HisToGene
CNIH4,0.1810580897724074,CNIH4,FFPE,HisToGene
NUP133,0.14772642628805258,NUP133,FFPE,HisToGene
ARID4B,0.2677327211819619,ARID4B,FFPE,HisToGene
CHML,0.18845511440901713,CHML,FFPE,HisToGene
SCCPDH,0.20183001907909912,SCCPDH,FFPE,HisToGene
GATA3,0.2789630758332782,GATA3,FFPE,HisToGene
FAM107B,0.18999873841669299,FAM107B,FFPE,HisToGene
HSPA14,0.1746224460975183,HSPA14,FFPE,HisToGene
NEBL,0.2085249746974963,NEBL,FFPE,HisToGene
BAMBI,0.2976316796101596,BAMBI,FFPE,HisToGene
ARHGAP12,0.19642805622675927,ARHGAP12,FFPE,HisToGene
DKK1,0.021234051880917527,DKK1,FFPE,HisToGene
ZWINT,0.18775277423311265,ZWINT,FFPE,HisToGene
ANK3,0.14733287262470096,ANK3,FFPE,HisToGene
CDK1,0.2051792670524977,CDK1,FFPE,HisToGene
HERC4,0.13331348395678838,HERC4,FFPE,HisToGene
SRGN,0.14015045372415033,SRGN,FFPE,HisToGene
H2AFY2,0.03094430562751875,H2AFY2,FFPE,HisToGene
ADK,0.15674368460290242,ADK,FFPE,HisToGene
DLG5,0.257882551332693,DLG5,FFPE,HisToGene
PLAC9,0.11941837811680289,PLAC9,FFPE,HisToGene
GHITM,0.27115944641227424,GHITM,FFPE,HisToGene
SNCG,0.24171396730229652,SNCG,FFPE,HisToGene
ADIRF,0.22578717888033334,ADIRF,FFPE,HisToGene
IFIT3,0.15117878466487508,IFIT3,FFPE,HisToGene
FRA10AC1,0.18023501092326394,FRA10AC1,FFPE,HisToGene
EXOSC1,0.10188925446632409,EXOSC1,FFPE,HisToGene
SCD,-0.011625060519602012,SCD,FFPE,HisToGene
ARL3,0.21144370436162163,ARL3,FFPE,HisToGene
ADD3,0.021968512452661453,ADD3,FFPE,HisToGene
FAM204A,0.23532554398820277,FAM204A,FFPE,HisToGene
NSMCE4A,0.19293666645297466,NSMCE4A,FFPE,HisToGene
OAT,-0.27364061210820195,OAT,FFPE,HisToGene
GLRX3,0.15478198135976107,GLRX3,FFPE,HisToGene
IFITM2,0.1335450640106019,IFITM2,FFPE,HisToGene
TRIM22,0.011394869499104567,TRIM22,FFPE,HisToGene
DKK3,-0.03518943750600372,DKK3,FFPE,HisToGene
SAA1,0.03954441536897522,SAA1,FFPE,HisToGene
TSG101,0.24915250560312904,TSG101,FFPE,HisToGene
SVIP,0.1998320257147989,SVIP,FFPE,HisToGene
CAPRIN1,0.28248638191874675,CAPRIN1,FFPE,HisToGene
API5,0.2558912922845,API5,FFPE,HisToGene
MTCH2,0.29196537744505385,MTCH2,FFPE,HisToGene
UBE2L6,0.24242713957418704,UBE2L6,FFPE,HisToGene
MPEG1,0.1701967744169871,MPEG1,FFPE,HisToGene
MS4A7,0.11175810148276426,MS4A7,FFPE,HisToGene
TMEM258,0.20429583073845614,TMEM258,FFPE,HisToGene
CST6,0.04108785592804621,CST6,FFPE,HisToGene
ALDH3B2,0.21236261851829932,ALDH3B2,FFPE,HisToGene
TESMIN,0.23892983994926656,TESMIN,FFPE,HisToGene
CCND1,0.170586066374297,CCND1,FFPE,HisToGene
ANO1,0.2695959744593515,ANO1,FFPE,HisToGene
FADD,0.18733332702175276,FADD,FFPE,HisToGene
CTTN,0.229070297819001,CTTN,FFPE,HisToGene
PRSS23,0.0008116470463199798,PRSS23,FFPE,HisToGene
BIRC3,-0.0874048147815436,BIRC3,FFPE,HisToGene
MMP1,-0.004192377956255782,MMP1,FFPE,HisToGene
CASP4,-0.14184906283894924,CASP4,FFPE,HisToGene
CD3D,0.10059678449700299,CD3D,FFPE,HisToGene
THYN1,0.09612545742274167,THYN1,FFPE,HisToGene
SCNN1A,0.003006047601365217,SCNN1A,FFPE,HisToGene
MAGOHB,0.13599448652724008,MAGOHB,FFPE,HisToGene
GPRC5A,0.16347002045989162,GPRC5A,FFPE,HisToGene
MGP,0.11656108000713924,MGP,FFPE,HisToGene
C12orf60,0.012282811988828026,C12orf60,FFPE,HisToGene
ITPR2,0.14828531639961706,ITPR2,FFPE,HisToGene
ZCRB1,0.2644153281514005,ZCRB1,FFPE,HisToGene
FAIM2,0.014155987539966884,FAIM2,FFPE,HisToGene
NR4A1,0.09037229698636039,NR4A1,FFPE,HisToGene
KRT81,0.06068414912067022,KRT81,FFPE,HisToGene
PPP1R1A,-0.2907068676947788,PPP1R1A,FFPE,HisToGene
MUCL1,-0.33610485951193936,MUCL1,FFPE,HisToGene
NUP107,0.14151448856973287,NUP107,FFPE,HisToGene
LYZ,-0.0062470261242844405,LYZ,FFPE,HisToGene
DUSP6,-0.10223447922190299,DUSP6,FFPE,HisToGene
ATP2B1,0.15543566827378505,ATP2B1,FFPE,HisToGene
LUM,0.22191761857789125,LUM,FFPE,HisToGene
DCN,0.22457414111547294,DCN,FFPE,HisToGene
EEA1,0.1495393811530335,EEA1,FFPE,HisToGene
NTN4,-0.21806535842290933,NTN4,FFPE,HisToGene
TMPO,0.13482238131853605,TMPO,FFPE,HisToGene
ARL1,0.23288455869981775,ARL1,FFPE,HisToGene
CHPT1,0.11923950931765082,CHPT1,FFPE,HisToGene
SYCP3,0.0504913168490285,SYCP3,FFPE,HisToGene
PWP1,0.20761448847137415,PWP1,FFPE,HisToGene
TCTN1,0.20137956003758586,TCTN1,FFPE,HisToGene
MAPKAPK5,0.19045104961792172,MAPKAPK5,FFPE,HisToGene
OAS1,0.16385544435742735,OAS1,FFPE,HisToGene
OAS2,0.18263155631894973,OAS2,FFPE,HisToGene
TBX3,0.2801360724708889,TBX3,FFPE,HisToGene
OASL,0.2061301682718052,OASL,FFPE,HisToGene
ZNF664,0.2440886023122283,ZNF664,FFPE,HisToGene
ZNF84,0.155233455307615,ZNF84,FFPE,HisToGene
PSPC1,0.231344978641329,PSPC1,FFPE,HisToGene
HMGB1,0.3315670359044761,HMGB1,FFPE,HisToGene
DCLK1,-0.1768194154203167,DCLK1,FFPE,HisToGene
DNAJC15,0.21831166780716954,DNAJC15,FFPE,HisToGene
RNASEH2B,0.1643434200219507,RNASEH2B,FFPE,HisToGene
COMMD6,0.3019218224307441,COMMD6,FFPE,HisToGene
FARP1,0.32413138022143345,FARP1,FFPE,HisToGene
MCF2L,0.22435100704307268,MCF2L,FFPE,HisToGene
NGDN,0.13581661230849842,NGDN,FFPE,HisToGene
RABGGTA,0.14404987038449912,RABGGTA,FFPE,HisToGene
SCFD1,0.21247402744072522,SCFD1,FFPE,HisToGene
BAZ1A,0.23290379757447405,BAZ1A,FFPE,HisToGene
KLHDC2,0.15810853612829603,KLHDC2,FFPE,HisToGene
PSMA3,0.2106878919242802,PSMA3,FFPE,HisToGene
PCNX4,0.12903659465314993,PCNX4,FFPE,HisToGene
DHRS7,0.11404152396364237,DHRS7,FFPE,HisToGene
MTHFD1,0.15368516453038103,MTHFD1,FFPE,HisToGene
FUT8,0.1788853288575887,FUT8,FFPE,HisToGene
COQ6,0.12892505799130874,COQ6,FFPE,HisToGene
FOS,0.2266012510739146,FOS,FFPE,HisToGene
ZC3H14,0.2270380369178379,ZC3H14,FFPE,HisToGene
UBR7,0.17480294826447776,UBR7,FFPE,HisToGene
IFI27L2,0.08363603202869811,IFI27L2,FFPE,HisToGene
IGHG4,0.014952631242314263,IGHG4,FFPE,HisToGene
APBA2,0.09636763795479902,APBA2,FFPE,HisToGene
EMC4,0.244734980866642,EMC4,FFPE,HisToGene
NUSAP1,0.18827350309267776,NUSAP1,FFPE,HisToGene
TUBGCP4,0.11132519762486971,TUBGCP4,FFPE,HisToGene
TP53BP1,0.1703856109682232,TP53BP1,FFPE,HisToGene
SPG11,0.21751698196692132,SPG11,FFPE,HisToGene
MYEF2,0.2782220221418393,MYEF2,FFPE,HisToGene
TMOD3,0.23329196000659852,TMOD3,FFPE,HisToGene
LEO1,0.19263014087466124,LEO1,FFPE,HisToGene
MYO5C,0.20595804903822523,MYO5C,FFPE,HisToGene
ARPP19,0.25335752619212487,ARPP19,FFPE,HisToGene
ADAM10,0.15374075910844226,ADAM10,FFPE,HisToGene
CCNB2,0.20930986839379412,CCNB2,FFPE,HisToGene
GTF2A2,0.05700338310666325,GTF2A2,FFPE,HisToGene
VPS13C,0.13436337491215875,VPS13C,FFPE,HisToGene
C2CD4A,0.03757593125594801,C2CD4A,FFPE,HisToGene
TPM1,-0.1239676772871459,TPM1,FFPE,HisToGene
CILP,0.04783658657633922,CILP,FFPE,HisToGene
ITGA11,-0.030381696938738573,ITGA11,FFPE,HisToGene
UACA,0.008927148061160177,UACA,FFPE,HisToGene
RCN2,0.27193896793601263,RCN2,FFPE,HisToGene
PSTPIP1,0.1493019635372688,PSTPIP1,FFPE,HisToGene
LINGO1,0.15695768305861818,LINGO1,FFPE,HisToGene
ISG20,0.20917912732153354,ISG20,FFPE,HisToGene
PRC1,0.1783919816944995,PRC1,FFPE,HisToGene
SNRPA1,0.140127448886871,SNRPA1,FFPE,HisToGene
SBK1,0.18367709155380263,SBK1,FFPE,HisToGene
MT1G,-0.009753700425594033,MT1G,FFPE,HisToGene
NUP93,0.16744038408806483,NUP93,FFPE,HisToGene
CX3CL1,-0.1769267443689701,CX3CL1,FFPE,HisToGene
CMTM3,-0.046842446233292784,CMTM3,FFPE,HisToGene
CBFB,0.1843312111603903,CBFB,FFPE,HisToGene
PRMT7,0.11688550944476257,PRMT7,FFPE,HisToGene
CDH1,0.34206298073841046,CDH1,FFPE,HisToGene
ZFHX3,0.052554702358690336,ZFHX3,FFPE,HisToGene
CFDP1,0.17780609262042724,CFDP1,FFPE,HisToGene
TERF2IP,0.14658989992401708,TERF2IP,FFPE,HisToGene
ITGAE,0.01418325103367524,ITGAE,FFPE,HisToGene
ALOX15B,,ALOX15B,FFPE,HisToGene
TRPV2,0.08533537323188976,TRPV2,FFPE,HisToGene
B9D1,0.10956209872499825,B9D1,FFPE,HisToGene
UNC119,0.23633056012554288,UNC119,FFPE,HisToGene
PIGS,0.25077214850556245,PIGS,FFPE,HisToGene
SPAG5,0.21992102419883094,SPAG5,FFPE,HisToGene
KIAA0100,0.26281705623747487,KIAA0100,FFPE,HisToGene
SDF2,0.28711594055545353,SDF2,FFPE,HisToGene
SUPT6H,0.2354134873615842,SUPT6H,FFPE,HisToGene
TRAF4,0.2983485313174354,TRAF4,FFPE,HisToGene
CPD,0.2455494345568763,CPD,FFPE,HisToGene
GOSR1,0.2267795362656311,GOSR1,FFPE,HisToGene
RNF135,0.04499196989514863,RNF135,FFPE,HisToGene
CCL2,0.11124281783724606,CCL2,FFPE,HisToGene
SLFN5,-0.14343685285165136,SLFN5,FFPE,HisToGene
AP2B1,0.1810236357460957,AP2B1,FFPE,HisToGene
ZNHIT3,0.11801513840802103,ZNHIT3,FFPE,HisToGene
MYO19,0.1311692948095292,MYO19,FFPE,HisToGene
GGNBP2,0.11522311178662839,GGNBP2,FFPE,HisToGene
ACACA,0.22964920717092097,ACACA,FFPE,HisToGene
DDX52,0.31483099312449364,DDX52,FFPE,HisToGene
SOCS7,0.23530938488923217,SOCS7,FFPE,HisToGene
SRCIN1,0.0033074704151435847,SRCIN1,FFPE,HisToGene
MLLT6,0.2897521801427022,MLLT6,FFPE,HisToGene
PCGF2,0.33507072539556,PCGF2,FFPE,HisToGene
PIP4K2B,0.33927520436845526,PIP4K2B,FFPE,HisToGene
CWC25,0.24195150598874926,CWC25,FFPE,HisToGene
LASP1,0.257250742142493,LASP1,FFPE,HisToGene
LINC00672,0.0977479959644655,LINC00672,FFPE,HisToGene
MED1,0.14041071734559565,MED1,FFPE,HisToGene
PPP1R1B,-0.19566115377846943,PPP1R1B,FFPE,HisToGene
PNMT,0.09392714433671749,PNMT,FFPE,HisToGene
CASC3,0.06136775189917332,CASC3,FFPE,HisToGene
CDC6,0.2638832381832822,CDC6,FFPE,HisToGene
RARA,0.32549753527854947,RARA,FFPE,HisToGene
TOP2A,0.34031814708733304,TOP2A,FFPE,HisToGene
CCR7,0.1769448399729508,CCR7,FFPE,HisToGene
KRT15,0.08071490869527939,KRT15,FFPE,HisToGene
HSD17B1,0.1732933902022585,HSD17B1,FFPE,HisToGene
CNTD1,0.04114257279899848,CNTD1,FFPE,HisToGene
BECN1,0.2837936649118699,BECN1,FFPE,HisToGene
PSME3,0.17105434301636463,PSME3,FFPE,HisToGene
HOXB2,-0.2094590482615301,HOXB2,FFPE,HisToGene
HOXB7,0.020426550849925347,HOXB7,FFPE,HisToGene
UBE2Z,0.21237951751494816,UBE2Z,FFPE,HisToGene
ZNF652,0.19767473032650482,ZNF652,FFPE,HisToGene
SPOP,0.13192790334194768,SPOP,FFPE,HisToGene
SLC35B1,0.17948888103552602,SLC35B1,FFPE,HisToGene
FAM117A,0.13884524606667487,FAM117A,FFPE,HisToGene
PDK2,0.1013763249024453,PDK2,FFPE,HisToGene
EME1,0.06571457861631594,EME1,FFPE,HisToGene
TOB1,0.3015163258351631,TOB1,FFPE,HisToGene
TOM1L1,0.3166693681917714,TOM1L1,FFPE,HisToGene
CUEDC1,0.1489210811508169,CUEDC1,FFPE,HisToGene
VEZF1,0.2944931113268222,VEZF1,FFPE,HisToGene
RAD51C,0.19300383105264526,RAD51C,FFPE,HisToGene
CLTC,0.24410348788612013,CLTC,FFPE,HisToGene
PTRH2,0.24232157111073324,PTRH2,FFPE,HisToGene
DCAF7,0.16806053770940765,DCAF7,FFPE,HisToGene
CCDC47,0.2411709045936286,CCDC47,FFPE,HisToGene
DDX42,0.22217934317189508,DDX42,FFPE,HisToGene
DDX5,0.13372850524817698,DDX5,FFPE,HisToGene
CEP95,0.23814576223142409,CEP95,FFPE,HisToGene
SMURF2,0.22244285420944845,SMURF2,FFPE,HisToGene
CACNG4,0.008271332226143287,CACNG4,FFPE,HisToGene
HELZ,0.1434275427301397,HELZ,FFPE,HisToGene
PSMD12,0.1723187459210008,PSMD12,FFPE,HisToGene
NOL11,0.11392545886210627,NOL11,FFPE,HisToGene
KPNA2,0.2529019772253798,KPNA2,FFPE,HisToGene
AMZ2,0.2000565875748652,AMZ2,FFPE,HisToGene
ARSG,0.1572083751405356,ARSG,FFPE,HisToGene
WIPI1,0.18237652021163633,WIPI1,FFPE,HisToGene
SOX9,0.08562952593052603,SOX9,FFPE,HisToGene
SLC16A5,0.01707817132240902,SLC16A5,FFPE,HisToGene
QRICH2,0.20497836381857648,QRICH2,FFPE,HisToGene
CANT1,0.3566306469164188,CANT1,FFPE,HisToGene
SECTM1,0.07176991810016768,SECTM1,FFPE,HisToGene
WDR45B,0.30628208971322246,WDR45B,FFPE,HisToGene
RAB31,0.04742079585414394,RAB31,FFPE,HisToGene
RAB27B,0.22796616466893435,RAB27B,FFPE,HisToGene
TXNL1,0.15007325079529574,TXNL1,FFPE,HisToGene
SHC2,0.05011960344780831,SHC2,FFPE,HisToGene
AMH,0.04888844098981203,AMH,FFPE,HisToGene
JSRP1,0.0900975595663414,JSRP1,FFPE,HisToGene
TLE2,0.15851284758695275,TLE2,FFPE,HisToGene
CAPS,0.20746145896869525,CAPS,FFPE,HisToGene
ANGPTL4,-0.03327894778157655,ANGPTL4,FFPE,HisToGene
DNMT1,0.21532868640652972,DNMT1,FFPE,HisToGene
LDLR,0.18071734427300162,LDLR,FFPE,HisToGene
CILP2,0.09037477581455194,CILP2,FFPE,HisToGene
POP4,0.14672912558070134,POP4,FFPE,HisToGene
CCNE1,0.0662132088011669,CCNE1,FFPE,HisToGene
PDCD5,0.24573409783545164,PDCD5,FFPE,HisToGene
FXYD3,0.2830062640691334,FXYD3,FFPE,HisToGene
SYNE4,0.1567223920681272,SYNE4,FFPE,HisToGene
ZNF146,0.2651722676699654,ZNF146,FFPE,HisToGene
SIPA1L3,0.30577387872623635,SIPA1L3,FFPE,HisToGene
MAP4K1,0.11431056917381649,MAP4K1,FFPE,HisToGene
GMFG,0.1847165236251817,GMFG,FFPE,HisToGene
ZFP36,0.09839073580191961,ZFP36,FFPE,HisToGene
LYPD3,0.14957990501910667,LYPD3,FFPE,HisToGene
BCAM,0.31740636327535754,BCAM,FFPE,HisToGene
FOSB,0.039287792766989946,FOSB,FFPE,HisToGene
BCL2L12,0.1540636054918111,BCL2L12,FFPE,HisToGene
ZNF480,0.054640078725237434,ZNF480,FFPE,HisToGene
SH3YL1,0.2927151392761856,SH3YL1,FFPE,HisToGene
RSAD2,0.03823308388446525,RSAD2,FFPE,HisToGene
ID2,0.2590212453445203,ID2,FFPE,HisToGene
ASAP2,0.15204723757310093,ASAP2,FFPE,HisToGene
YWHAQ,0.25932710200864384,YWHAQ,FFPE,HisToGene
RRM2,0.17787331109611204,RRM2,FFPE,HisToGene
ODC1,-0.03586846939747402,ODC1,FFPE,HisToGene
TRIB2,0.1293862502658024,TRIB2,FFPE,HisToGene
DDX1,0.2983046571879253,DDX1,FFPE,HisToGene
SMC6,0.16508277426539208,SMC6,FFPE,HisToGene
EIF2AK2,0.26678706461780965,EIF2AK2,FFPE,HisToGene
CEBPZ,0.14722875612574238,CEBPZ,FFPE,HisToGene
HNRNPLL,0.08081086693219273,HNRNPLL,FFPE,HisToGene
SRSF7,0.23437785820653947,SRSF7,FFPE,HisToGene
PKDCC,0.042873754201188816,PKDCC,FFPE,HisToGene
EPAS1,0.0253803967023385,EPAS1,FFPE,HisToGene
EPCAM,0.36440569145643065,EPCAM,FFPE,HisToGene
MSH2,0.1504201966600587,MSH2,FFPE,HisToGene
MTIF2,0.18118024927979903,MTIF2,FFPE,HisToGene
COMMD1,0.22958012502920022,COMMD1,FFPE,HisToGene
VPS54,0.1281304895378817,VPS54,FFPE,HisToGene
ANTXR1,-0.06481886469504736,ANTXR1,FFPE,HisToGene
SNRPG,0.22593487741986676,SNRPG,FFPE,HisToGene
MPHOSPH10,0.22947855295390754,MPHOSPH10,FFPE,HisToGene
ZNF638,0.2384971190353418,ZNF638,FFPE,HisToGene
BOLA3,0.221480513644954,BOLA3,FFPE,HisToGene
COA5,0.12722949621477983,COA5,FFPE,HisToGene
UNC50,0.20844912972749532,UNC50,FFPE,HisToGene
MGAT4A,0.030635095026157105,MGAT4A,FFPE,HisToGene
EIF5B,0.21605925667654932,EIF5B,FFPE,HisToGene
REV1,0.1275718193784995,REV1,FFPE,HisToGene
FHL2,0.10100050360078237,FHL2,FFPE,HisToGene
GCC2,0.19456756601887867,GCC2,FFPE,HisToGene
LIMS1,0.18011451847686402,LIMS1,FFPE,HisToGene
RANBP2,0.16763311282481128,RANBP2,FFPE,HisToGene
SOWAHC,0.11330781230733503,SOWAHC,FFPE,HisToGene
IL1RN,-0.02761434353864023,IL1RN,FFPE,HisToGene
NIFK,0.19742567948758194,NIFK,FFPE,HisToGene
IWS1,0.0760601128855443,IWS1,FFPE,HisToGene
HS6ST1,0.2121681223592284,HS6ST1,FFPE,HisToGene
CXCR4,-0.0974939305598576,CXCR4,FFPE,HisToGene
KYNU,-0.15527053542057795,KYNU,FFPE,HisToGene
TANC1,0.08741473529769506,TANC1,FFPE,HisToGene
ITGB6,-0.22105662689936148,ITGB6,FFPE,HisToGene
FAP,0.11851114223451356,FAP,FFPE,HisToGene
ITGA6,-0.02052812642838514,ITGA6,FFPE,HisToGene
COL3A1,0.3467108767071716,COL3A1,FFPE,HisToGene
COL5A2,0.0532020153852053,COL5A2,FFPE,HisToGene
WDR75,0.235238688945472,WDR75,FFPE,HisToGene
SLC40A1,-0.038999644172336256,SLC40A1,FFPE,HisToGene
ASNSD1,0.009581555299891884,ASNSD1,FFPE,HisToGene
ORMDL1,0.25284107706243975,ORMDL1,FFPE,HisToGene
PMS1,0.12673990466779095,PMS1,FFPE,HisToGene
STAT1,0.24948216836388876,STAT1,FFPE,HisToGene
SPATS2L,-0.03366589923712376,SPATS2L,FFPE,HisToGene
TMEM237,0.07599361259297419,TMEM237,FFPE,HisToGene
FASTKD2,0.24202730272095088,FASTKD2,FFPE,HisToGene
FN1,0.13568546613550098,FN1,FFPE,HisToGene
SP110,0.20572668375445463,SP110,FFPE,HisToGene
EFHD1,0.37941022692957127,EFHD1,FFPE,HisToGene
GPCPD1,-0.07973420345488721,GPCPD1,FFPE,HisToGene
NAA20,0.2718149265497801,NAA20,FFPE,HisToGene
SAMHD1,0.1743367957923238,SAMHD1,FFPE,HisToGene
SLPI,-0.2365828207482532,SLPI,FFPE,HisToGene
SLC2A10,0.0935732314035574,SLC2A10,FFPE,HisToGene
SULF2,-0.03976354304159106,SULF2,FFPE,HisToGene
PREX1,0.2337426093959983,PREX1,FFPE,HisToGene
ZNFX1,0.2258636926017057,ZNFX1,FFPE,HisToGene
PFDN4,0.020634488850874717,PFDN4,FFPE,HisToGene
BMP7,0.03135941718516793,BMP7,FFPE,HisToGene
LAMA5,0.2669328332566998,LAMA5,FFPE,HisToGene
EEF1A2,0.02098097196162676,EEF1A2,FFPE,HisToGene
HELZ2,0.22258477943895558,HELZ2,FFPE,HisToGene
