,Pearson correlation,Gene,Slide,Method
NUCKS1,0.30479479432619133,NUCKS1,block1,HisToGene
ATF3,-0.07100206315905963,ATF3,block1,HisToGene
CENPF,0.29043312471391863,CENPF,block1,HisToGene
KCTD3,0.40792104564759474,KCTD3,block1,HisToGene
LYPLAL1,0.3017414939453441,LYPLAL1,block1,HisToGene
IARS2,0.42166875912226076,IARS2,block1,HisToGene
CNIH4,0.390853032763308,CNIH4,block1,HisToGene
NUP133,0.3326357642557778,NUP133,block1,HisToGene
ARID4B,0.27391380650461933,ARID4B,block1,HisToGene
CHML,0.21266802310096308,CHML,block1,HisToGene
SCCPDH,0.3480918214889753,SCCPDH,block1,HisToGene
GATA3,0.35971596217300655,GATA3,block1,HisToGene
FAM107B,0.32109605776024774,FAM107B,block1,HisToGene
HSPA14,0.18789882820006093,HSPA14,block1,HisToGene
NEBL,0.3716180550888517,NEBL,block1,HisToGene
BAMBI,0.22961160973807399,BAMBI,block1,HisToGene
ARHGAP12,0.21750212532046045,ARHGAP12,block1,HisToGene
DKK1,0.045284650968695155,DKK1,block1,HisToGene
ZWINT,0.3174336510919822,ZWINT,block1,HisToGene
ANK3,0.13908410539856403,ANK3,block1,HisToGene
CDK1,0.3348467558388577,CDK1,block1,HisToGene
HERC4,-0.012215185135232348,HERC4,block1,HisToGene
SRGN,0.007949068884351412,SRGN,block1,HisToGene
H2AFY2,0.22803693971775357,H2AFY2,block1,HisToGene
ADK,0.24239946744333318,ADK,block1,HisToGene
DLG5,0.32024017343546,DLG5,block1,HisToGene
PLAC9,0.14648873175521646,PLAC9,block1,HisToGene
GHITM,0.3598599357794615,GHITM,block1,HisToGene
SNCG,-0.08362123134558833,SNCG,block1,HisToGene
ADIRF,-0.14782712213229876,ADIRF,block1,HisToGene
IFIT3,-0.13795567154736382,IFIT3,block1,HisToGene
FRA10AC1,0.22014909942441072,FRA10AC1,block1,HisToGene
EXOSC1,0.31794259470931785,EXOSC1,block1,HisToGene
SCD,0.3459820174291206,SCD,block1,HisToGene
ARL3,0.2942357403196943,ARL3,block1,HisToGene
ADD3,0.047221278419629885,ADD3,block1,HisToGene
FAM204A,0.26964445561844924,FAM204A,block1,HisToGene
NSMCE4A,0.23015269046825718,NSMCE4A,block1,HisToGene
OAT,0.0077649648891006985,OAT,block1,HisToGene
GLRX3,0.2716077682151076,GLRX3,block1,HisToGene
IFITM2,-0.03540780961084605,IFITM2,block1,HisToGene
TRIM22,-0.0843512988344924,TRIM22,block1,HisToGene
DKK3,0.05481665416541687,DKK3,block1,HisToGene
SAA1,0.15400850074640604,SAA1,block1,HisToGene
TSG101,0.35463510333806547,TSG101,block1,HisToGene
SVIP,0.26246231090225797,SVIP,block1,HisToGene
CAPRIN1,0.35022573639409643,CAPRIN1,block1,HisToGene
API5,0.28621516821467546,API5,block1,HisToGene
MTCH2,0.32536914692729846,MTCH2,block1,HisToGene
UBE2L6,0.21283852081603405,UBE2L6,block1,HisToGene
MPEG1,0.015993965987377054,MPEG1,block1,HisToGene
MS4A7,0.07135231370188579,MS4A7,block1,HisToGene
TMEM258,0.31306932977584756,TMEM258,block1,HisToGene
CST6,0.035472562762279246,CST6,block1,HisToGene
ALDH3B2,0.323678917355365,ALDH3B2,block1,HisToGene
TESMIN,0.2713867497039518,TESMIN,block1,HisToGene
CCND1,0.32696634242212563,CCND1,block1,HisToGene
ANO1,0.4335267896102805,ANO1,block1,HisToGene
FADD,0.35098955145127936,FADD,block1,HisToGene
CTTN,0.3637729984744739,CTTN,block1,HisToGene
PRSS23,0.04633929190649751,PRSS23,block1,HisToGene
BIRC3,-0.020358971701234022,BIRC3,block1,HisToGene
MMP1,0.11426015205042835,MMP1,block1,HisToGene
CASP4,-0.03836060590873764,CASP4,block1,HisToGene
CD3D,0.014998400610923791,CD3D,block1,HisToGene
THYN1,0.05310083741361766,THYN1,block1,HisToGene
SCNN1A,0.15611706952512588,SCNN1A,block1,HisToGene
MAGOHB,0.2870321728262666,MAGOHB,block1,HisToGene
GPRC5A,0.29162007796839967,GPRC5A,block1,HisToGene
MGP,-0.3453915728138104,MGP,block1,HisToGene
C12orf60,0.1272304253094225,C12orf60,block1,HisToGene
ITPR2,0.005926613224597786,ITPR2,block1,HisToGene
ZCRB1,0.27934681389341026,ZCRB1,block1,HisToGene
FAIM2,0.13680251118964307,FAIM2,block1,HisToGene
NR4A1,0.22320951872711425,NR4A1,block1,HisToGene
KRT81,0.045887132125335954,KRT81,block1,HisToGene
PPP1R1A,-0.021649481677812953,PPP1R1A,block1,HisToGene
MUCL1,-0.06675274593536443,MUCL1,block1,HisToGene
NUP107,0.3182654450247542,NUP107,block1,HisToGene
LYZ,0.20172161142768866,LYZ,block1,HisToGene
DUSP6,0.012820417173619366,DUSP6,block1,HisToGene
ATP2B1,0.14917589174329052,ATP2B1,block1,HisToGene
LUM,0.060546273491530134,LUM,block1,HisToGene
DCN,0.21457099430526475,DCN,block1,HisToGene
EEA1,0.09246455506254864,EEA1,block1,HisToGene
NTN4,-0.00037827110599165156,NTN4,block1,HisToGene
TMPO,0.3216702819036381,TMPO,block1,HisToGene
ARL1,0.3548021772176775,ARL1,block1,HisToGene
CHPT1,0.16860914185630227,CHPT1,block1,HisToGene
SYCP3,0.018838384950859974,SYCP3,block1,HisToGene
PWP1,0.2711326562104442,PWP1,block1,HisToGene
TCTN1,0.31275897737388275,TCTN1,block1,HisToGene
MAPKAPK5,0.283381751606974,MAPKAPK5,block1,HisToGene
OAS1,-0.15160879282886588,OAS1,block1,HisToGene
OAS2,-0.11934644982897692,OAS2,block1,HisToGene
TBX3,0.28648412598198625,TBX3,block1,HisToGene
OASL,-0.08571167072270201,OASL,block1,HisToGene
ZNF664,0.3718134845160405,ZNF664,block1,HisToGene
ZNF84,0.24682943067037813,ZNF84,block1,HisToGene
PSPC1,0.0881988055690096,PSPC1,block1,HisToGene
HMGB1,0.28836425270344995,HMGB1,block1,HisToGene
DCLK1,0.047615477182716165,DCLK1,block1,HisToGene
DNAJC15,0.37486001490470816,DNAJC15,block1,HisToGene
RNASEH2B,0.24013882178896054,RNASEH2B,block1,HisToGene
COMMD6,0.3731235920304561,COMMD6,block1,HisToGene
FARP1,0.31648349794087255,FARP1,block1,HisToGene
MCF2L,0.1972674480119971,MCF2L,block1,HisToGene
NGDN,0.30626250161628493,NGDN,block1,HisToGene
RABGGTA,0.25977104441930415,RABGGTA,block1,HisToGene
SCFD1,0.29891244434551806,SCFD1,block1,HisToGene
BAZ1A,0.20908631433216626,BAZ1A,block1,HisToGene
KLHDC2,0.3427921334045116,KLHDC2,block1,HisToGene
PSMA3,0.3675539825441533,PSMA3,block1,HisToGene
PCNX4,0.21595897523303814,PCNX4,block1,HisToGene
DHRS7,0.33394254903397425,DHRS7,block1,HisToGene
MTHFD1,0.3229914542252472,MTHFD1,block1,HisToGene
FUT8,0.26253776275870006,FUT8,block1,HisToGene
COQ6,0.26188099462571734,COQ6,block1,HisToGene
FOS,0.04625799933529919,FOS,block1,HisToGene
ZC3H14,0.27147526810897127,ZC3H14,block1,HisToGene
UBR7,0.2838358128403426,UBR7,block1,HisToGene
IFI27L2,0.06172078056523033,IFI27L2,block1,HisToGene
IGHG4,0.15215863041739222,IGHG4,block1,HisToGene
APBA2,0.06756998132827537,APBA2,block1,HisToGene
EMC4,0.3221114754505851,EMC4,block1,HisToGene
NUSAP1,0.3239802946291191,NUSAP1,block1,HisToGene
TUBGCP4,0.20659404154595282,TUBGCP4,block1,HisToGene
TP53BP1,0.2946706940130368,TP53BP1,block1,HisToGene
SPG11,0.2140913670419488,SPG11,block1,HisToGene
MYEF2,0.30268558465521206,MYEF2,block1,HisToGene
TMOD3,0.21685281946579643,TMOD3,block1,HisToGene
LEO1,0.3446168844567907,LEO1,block1,HisToGene
MYO5C,0.24559099114479108,MYO5C,block1,HisToGene
ARPP19,0.29829426844814844,ARPP19,block1,HisToGene
ADAM10,0.22833393691750362,ADAM10,block1,HisToGene
CCNB2,0.26873641198591747,CCNB2,block1,HisToGene
GTF2A2,0.3337987834265543,GTF2A2,block1,HisToGene
VPS13C,-0.08270453450446247,VPS13C,block1,HisToGene
C2CD4A,0.018197881458503287,C2CD4A,block1,HisToGene
TPM1,-0.12856655466433342,TPM1,block1,HisToGene
CILP,0.08210287613475838,CILP,block1,HisToGene
ITGA11,0.03429609768105787,ITGA11,block1,HisToGene
UACA,0.009182703002431816,UACA,block1,HisToGene
RCN2,0.30586941889506286,RCN2,block1,HisToGene
PSTPIP1,0.10773851451177699,PSTPIP1,block1,HisToGene
LINGO1,0.17655617220743816,LINGO1,block1,HisToGene
ISG20,-0.00596975501771384,ISG20,block1,HisToGene
PRC1,0.26423235998292516,PRC1,block1,HisToGene
SNRPA1,0.30699465637721146,SNRPA1,block1,HisToGene
SBK1,0.14788286467467235,SBK1,block1,HisToGene
MT1G,0.34223902320167965,MT1G,block1,HisToGene
NUP93,0.256497402338517,NUP93,block1,HisToGene
CX3CL1,0.019770533907743457,CX3CL1,block1,HisToGene
CMTM3,-0.03637434674752816,CMTM3,block1,HisToGene
CBFB,0.2637714464436471,CBFB,block1,HisToGene
PRMT7,0.27450772095842896,PRMT7,block1,HisToGene
CDH1,0.4038171769495085,CDH1,block1,HisToGene
ZFHX3,0.22104180138547738,ZFHX3,block1,HisToGene
CFDP1,0.32694908322976834,CFDP1,block1,HisToGene
TERF2IP,0.31695298408303724,TERF2IP,block1,HisToGene
ITGAE,0.286469439850044,ITGAE,block1,HisToGene
ALOX15B,0.042716102971017446,ALOX15B,block1,HisToGene
TRPV2,0.03518335216921273,TRPV2,block1,HisToGene
B9D1,0.13641813862969093,B9D1,block1,HisToGene
UNC119,0.24175188757402657,UNC119,block1,HisToGene
PIGS,0.30735325344811515,PIGS,block1,HisToGene
SPAG5,0.3149304856548047,SPAG5,block1,HisToGene
KIAA0100,0.21832311175441765,KIAA0100,block1,HisToGene
SDF2,0.3232234962120027,SDF2,block1,HisToGene
SUPT6H,0.2028495305550526,SUPT6H,block1,HisToGene
TRAF4,0.32909366431298775,TRAF4,block1,HisToGene
CPD,0.28397831509440485,CPD,block1,HisToGene
GOSR1,-0.15408763984218912,GOSR1,block1,HisToGene
RNF135,0.3418332851819064,RNF135,block1,HisToGene
CCL2,0.14232755751879417,CCL2,block1,HisToGene
SLFN5,0.006028688134330908,SLFN5,block1,HisToGene
AP2B1,0.34232095051741973,AP2B1,block1,HisToGene
ZNHIT3,0.36007355452499074,ZNHIT3,block1,HisToGene
MYO19,0.28648553088616313,MYO19,block1,HisToGene
GGNBP2,0.3172705874275908,GGNBP2,block1,HisToGene
ACACA,0.3457108485017503,ACACA,block1,HisToGene
DDX52,0.26424317726390556,DDX52,block1,HisToGene
SOCS7,0.23784803807099833,SOCS7,block1,HisToGene
SRCIN1,-0.14182450070469108,SRCIN1,block1,HisToGene
MLLT6,0.03301363087737229,MLLT6,block1,HisToGene
PCGF2,0.28337149830750713,PCGF2,block1,HisToGene
PIP4K2B,0.2760857664286918,PIP4K2B,block1,HisToGene
CWC25,0.2155014199759941,CWC25,block1,HisToGene
LASP1,0.2746723029566769,LASP1,block1,HisToGene
LINC00672,0.10823635832939951,LINC00672,block1,HisToGene
MED1,0.2681009277240618,MED1,block1,HisToGene
PPP1R1B,0.013808766186251105,PPP1R1B,block1,HisToGene
PNMT,0.03402167188934239,PNMT,block1,HisToGene
CASC3,-0.26142761210552,CASC3,block1,HisToGene
CDC6,0.2279243829380033,CDC6,block1,HisToGene
RARA,0.26604521913146023,RARA,block1,HisToGene
TOP2A,0.34498409506197386,TOP2A,block1,HisToGene
CCR7,0.054583273816113595,CCR7,block1,HisToGene
KRT15,0.16623179098634566,KRT15,block1,HisToGene
HSD17B1,0.14810477406397649,HSD17B1,block1,HisToGene
CNTD1,0.18138017857582572,CNTD1,block1,HisToGene
BECN1,0.38268994239347215,BECN1,block1,HisToGene
PSME3,0.34752714065015794,PSME3,block1,HisToGene
HOXB2,-0.08491100286349214,HOXB2,block1,HisToGene
HOXB7,0.10658411673148693,HOXB7,block1,HisToGene
UBE2Z,0.33683921482581863,UBE2Z,block1,HisToGene
ZNF652,0.3093403723878155,ZNF652,block1,HisToGene
SPOP,0.2480945122964313,SPOP,block1,HisToGene
SLC35B1,0.36004308109553385,SLC35B1,block1,HisToGene
FAM117A,0.12503080329798116,FAM117A,block1,HisToGene
PDK2,0.16368782497043036,PDK2,block1,HisToGene
EME1,0.160357085236223,EME1,block1,HisToGene
TOB1,0.33800897473392716,TOB1,block1,HisToGene
TOM1L1,0.3081550305608289,TOM1L1,block1,HisToGene
CUEDC1,0.28080738098414865,CUEDC1,block1,HisToGene
VEZF1,0.3059940357071736,VEZF1,block1,HisToGene
RAD51C,0.27842085575417114,RAD51C,block1,HisToGene
CLTC,0.3181821723920506,CLTC,block1,HisToGene
PTRH2,0.3016690295810122,PTRH2,block1,HisToGene
DCAF7,0.3268070216565015,DCAF7,block1,HisToGene
CCDC47,0.35025415091756756,CCDC47,block1,HisToGene
DDX42,0.31281646910984406,DDX42,block1,HisToGene
DDX5,-0.06191245088906536,DDX5,block1,HisToGene
CEP95,0.1504039459573485,CEP95,block1,HisToGene
SMURF2,0.13747465935498268,SMURF2,block1,HisToGene
CACNG4,0.0696495125213502,CACNG4,block1,HisToGene
HELZ,0.2487321530370342,HELZ,block1,HisToGene
PSMD12,0.317311371420442,PSMD12,block1,HisToGene
NOL11,0.3381014293241279,NOL11,block1,HisToGene
KPNA2,0.3559439353415286,KPNA2,block1,HisToGene
AMZ2,0.32880820974650193,AMZ2,block1,HisToGene
ARSG,0.21243355434960934,ARSG,block1,HisToGene
WIPI1,0.2610822046586872,WIPI1,block1,HisToGene
SOX9,0.23050854024813236,SOX9,block1,HisToGene
SLC16A5,0.21635233479484717,SLC16A5,block1,HisToGene
QRICH2,0.1280248398697078,QRICH2,block1,HisToGene
CANT1,0.30674704813384546,CANT1,block1,HisToGene
SECTM1,0.2720244245635211,SECTM1,block1,HisToGene
WDR45B,0.3524550095490717,WDR45B,block1,HisToGene
RAB31,-0.04267490915286689,RAB31,block1,HisToGene
RAB27B,0.30527808677211754,RAB27B,block1,HisToGene
TXNL1,0.3604455112866043,TXNL1,block1,HisToGene
SHC2,0.1791002784108982,SHC2,block1,HisToGene
AMH,0.1903425711526324,AMH,block1,HisToGene
JSRP1,0.05953465443287219,JSRP1,block1,HisToGene
TLE2,-0.07084886886907954,TLE2,block1,HisToGene
CAPS,0.27140640543161954,CAPS,block1,HisToGene
ANGPTL4,0.016860038797873084,ANGPTL4,block1,HisToGene
DNMT1,0.2565927458901181,DNMT1,block1,HisToGene
LDLR,0.280925778050873,LDLR,block1,HisToGene
CILP2,0.04005924248194807,CILP2,block1,HisToGene
POP4,0.3472084435335124,POP4,block1,HisToGene
CCNE1,0.11169976982667029,CCNE1,block1,HisToGene
PDCD5,0.38464223624146104,PDCD5,block1,HisToGene
FXYD3,0.25882410491362123,FXYD3,block1,HisToGene
SYNE4,0.285900767957967,SYNE4,block1,HisToGene
ZNF146,0.3640306958842986,ZNF146,block1,HisToGene
SIPA1L3,0.37539216047516205,SIPA1L3,block1,HisToGene
MAP4K1,0.028464510399400317,MAP4K1,block1,HisToGene
GMFG,0.03882942805504626,GMFG,block1,HisToGene
ZFP36,-0.07911228995020159,ZFP36,block1,HisToGene
LYPD3,0.22339568168180104,LYPD3,block1,HisToGene
BCAM,0.23662578319659022,BCAM,block1,HisToGene
FOSB,0.022255487322372314,FOSB,block1,HisToGene
BCL2L12,0.24019814050566426,BCL2L12,block1,HisToGene
ZNF480,0.25581616159794046,ZNF480,block1,HisToGene
SH3YL1,0.3306225036840857,SH3YL1,block1,HisToGene
RSAD2,-0.10217327567515384,RSAD2,block1,HisToGene
ID2,0.2864224254807264,ID2,block1,HisToGene
ASAP2,0.19441500865284395,ASAP2,block1,HisToGene
YWHAQ,0.31727807842796285,YWHAQ,block1,HisToGene
RRM2,0.3615294824702082,RRM2,block1,HisToGene
ODC1,-0.08817992456461374,ODC1,block1,HisToGene
TRIB2,0.3753511197467751,TRIB2,block1,HisToGene
DDX1,0.31025042196553954,DDX1,block1,HisToGene
SMC6,0.16034981449980826,SMC6,block1,HisToGene
EIF2AK2,0.1337458321052616,EIF2AK2,block1,HisToGene
CEBPZ,0.03449666096529419,CEBPZ,block1,HisToGene
HNRNPLL,-0.1573631359528438,HNRNPLL,block1,HisToGene
SRSF7,0.34231160289135115,SRSF7,block1,HisToGene
PKDCC,0.034399368755163466,PKDCC,block1,HisToGene
EPAS1,-0.03119622092252023,EPAS1,block1,HisToGene
EPCAM,0.37815208538733924,EPCAM,block1,HisToGene
MSH2,0.125392626916739,MSH2,block1,HisToGene
MTIF2,0.20045863117422386,MTIF2,block1,HisToGene
COMMD1,0.2730023220497024,COMMD1,block1,HisToGene
VPS54,0.08250736986639311,VPS54,block1,HisToGene
ANTXR1,-0.010813840181963554,ANTXR1,block1,HisToGene
SNRPG,0.3851743849177295,SNRPG,block1,HisToGene
MPHOSPH10,0.21948973638483196,MPHOSPH10,block1,HisToGene
ZNF638,0.2754711299243946,ZNF638,block1,HisToGene
BOLA3,0.3649229288092121,BOLA3,block1,HisToGene
COA5,0.3336890326365607,COA5,block1,HisToGene
UNC50,0.25376908531966125,UNC50,block1,HisToGene
MGAT4A,0.01773496664927759,MGAT4A,block1,HisToGene
EIF5B,0.10817321188695442,EIF5B,block1,HisToGene
REV1,0.15139540010102673,REV1,block1,HisToGene
FHL2,0.14504284385083163,FHL2,block1,HisToGene
GCC2,0.09272449225443848,GCC2,block1,HisToGene
LIMS1,0.05733508807643706,LIMS1,block1,HisToGene
RANBP2,0.2168275669668027,RANBP2,block1,HisToGene
SOWAHC,0.15295098288498557,SOWAHC,block1,HisToGene
IL1RN,-0.04661890761243911,IL1RN,block1,HisToGene
NIFK,0.2568806348991967,NIFK,block1,HisToGene
IWS1,-0.01861304546150387,IWS1,block1,HisToGene
HS6ST1,0.28544009219223415,HS6ST1,block1,HisToGene
CXCR4,-0.09714306728794236,CXCR4,block1,HisToGene
KYNU,-0.040697862140241285,KYNU,block1,HisToGene
TANC1,0.014212261080465268,TANC1,block1,HisToGene
ITGB6,-0.07931786717448701,ITGB6,block1,HisToGene
FAP,0.015519247539678852,FAP,block1,HisToGene
ITGA6,0.05107042322434877,ITGA6,block1,HisToGene
COL3A1,0.07681956671312254,COL3A1,block1,HisToGene
COL5A2,-0.05085607896574228,COL5A2,block1,HisToGene
WDR75,0.20486310049586662,WDR75,block1,HisToGene
SLC40A1,-0.034412995435737864,SLC40A1,block1,HisToGene
ASNSD1,-0.061363138434054276,ASNSD1,block1,HisToGene
ORMDL1,0.2265354813449346,ORMDL1,block1,HisToGene
PMS1,0.16312144860053637,PMS1,block1,HisToGene
STAT1,0.23984085633298705,STAT1,block1,HisToGene
SPATS2L,-0.047957069883802404,SPATS2L,block1,HisToGene
TMEM237,0.17961507243540376,TMEM237,block1,HisToGene
FASTKD2,0.24812156787260417,FASTKD2,block1,HisToGene
FN1,0.022570778189087228,FN1,block1,HisToGene
SP110,-0.015038717694140028,SP110,block1,HisToGene
EFHD1,0.3641318055289484,EFHD1,block1,HisToGene
GPCPD1,-0.14709153850370313,GPCPD1,block1,HisToGene
NAA20,0.4224532987937414,NAA20,block1,HisToGene
SAMHD1,0.12005028467142545,SAMHD1,block1,HisToGene
SLPI,-0.0019405351375578728,SLPI,block1,HisToGene
SLC2A10,0.3993022760220221,SLC2A10,block1,HisToGene
SULF2,-0.0016183847196933798,SULF2,block1,HisToGene
PREX1,0.2380361106530735,PREX1,block1,HisToGene
ZNFX1,-0.03205417252461273,ZNFX1,block1,HisToGene
PFDN4,0.30856480292408445,PFDN4,block1,HisToGene
BMP7,0.03900091912834866,BMP7,block1,HisToGene
LAMA5,0.29930385170605395,LAMA5,block1,HisToGene
EEF1A2,0.2591017531010818,EEF1A2,block1,HisToGene
HELZ2,0.1996612077743321,HELZ2,block1,HisToGene
STMN3,0.014401818676187122,STMN3,block1,HisToGene
CXADR,0.17732839141735152,CXADR,block1,HisToGene
ADAMTS1,0.05998049347102596,ADAMTS1,block1,HisToGene
CCT8,0.40171800857628315,CCT8,block1,HisToGene
MIS18A,0.24595031961040337,MIS18A,block1,HisToGene
MX1,-0.07460504240454567,MX1,block1,HisToGene
TFF3,-0.12102761181947463,TFF3,block1,HisToGene
TRPM2,0.01226240314692158,TRPM2,block1,HisToGene
SUMO3,-0.13647126814030788,SUMO3,block1,HisToGene
PTTG1IP,0.27680406729389906,PTTG1IP,block1,HisToGene
FAM207A,0.20857636630057022,FAM207A,block1,HisToGene
SPATC1L,0.19970347492110063,SPATC1L,block1,HisToGene
TBX1,0.18574801301055652,TBX1,block1,HisToGene
IGLC7,0.10749986851832767,IGLC7,block1,HisToGene
MMP11,0.265273388404306,MMP11,block1,HisToGene
CHEK2,0.1508346518912763,CHEK2,block1,HisToGene
XBP1,0.1538886137804064,XBP1,block1,HisToGene
SEC14L2,0.10790121161655619,SEC14L2,block1,HisToGene
APOL6,0.27056593822998215,APOL6,block1,HisToGene
APOL3,0.23730907251741928,APOL3,block1,HisToGene
APOL1,0.1925162881080954,APOL1,block1,HisToGene
C1QTNF6,-0.051072464505073016,C1QTNF6,block1,HisToGene
ADSL,0.24545543826943553,ADSL,block1,HisToGene
RBX1,0.35876292626014966,RBX1,block1,HisToGene
LSM3,0.3805308373955334,LSM3,block1,HisToGene
TOP2B,0.34020935382421713,TOP2B,block1,HisToGene
EXOSC7,0.32328498732770516,EXOSC7,block1,HisToGene
LTF,-0.04313605880624884,LTF,block1,HisToGene
GNL3,0.3993969650000971,GNL3,block1,HisToGene
