,Pearson correlation,Gene,Slide,Method
DKK1,-0.007622424827534118,DKK1,CID4535,HisToGene
ZWINT,0.06205365719312355,ZWINT,CID4535,HisToGene
ANK3,0.023830433716576203,ANK3,CID4535,HisToGene
CDK1,0.024351156768895838,CDK1,CID4535,HisToGene
HERC4,0.014971280585088195,HERC4,CID4535,HisToGene
SRGN,0.04803976046660406,SRGN,CID4535,HisToGene
H2AFY2,0.03775347835452356,H2AFY2,CID4535,HisToGene
ADK,0.03613415562786685,ADK,CID4535,HisToGene
DLG5,0.06994694024219876,DLG5,CID4535,HisToGene
PLAC9,0.047428373429330546,PLAC9,CID4535,HisToGene
GHITM,0.10300499974851875,GHITM,CID4535,HisToGene
SNCG,0.006858681708802314,SNCG,CID4535,HisToGene
ADIRF,-0.10130112003436495,ADIRF,CID4535,HisToGene
IFIT3,0.02407554516880325,IFIT3,CID4535,HisToGene
FRA10AC1,0.06331309526129006,FRA10AC1,CID4535,HisToGene
EXOSC1,0.05157519868127262,EXOSC1,CID4535,HisToGene
SCD,0.14434216393244473,SCD,CID4535,HisToGene
ARL3,0.08955607617819954,ARL3,CID4535,HisToGene
ADD3,-0.06954521631605604,ADD3,CID4535,HisToGene
FAM204A,0.04959461745092781,FAM204A,CID4535,HisToGene
NSMCE4A,0.08878881504683518,NSMCE4A,CID4535,HisToGene
OAT,-0.09964149510753885,OAT,CID4535,HisToGene
GLRX3,0.05715245829963655,GLRX3,CID4535,HisToGene
IFITM2,0.0908414795368464,IFITM2,CID4535,HisToGene
TRIM22,-0.025890409683621166,TRIM22,CID4535,HisToGene
DKK3,0.023138606163649714,DKK3,CID4535,HisToGene
SAA1,0.11164835337913591,SAA1,CID4535,HisToGene
TSG101,0.09027897635986702,TSG101,CID4535,HisToGene
SVIP,0.05602454377883591,SVIP,CID4535,HisToGene
CAPRIN1,0.10777116933417918,CAPRIN1,CID4535,HisToGene
API5,0.06972790248536555,API5,CID4535,HisToGene
MTCH2,0.061990969302874205,MTCH2,CID4535,HisToGene
UBE2L6,0.06805636353230404,UBE2L6,CID4535,HisToGene
MPEG1,0.00432026373142585,MPEG1,CID4535,HisToGene
MS4A7,0.1368992070099697,MS4A7,CID4535,HisToGene
TMEM258,0.06032944610801565,TMEM258,CID4535,HisToGene
CST6,0.024140213596199913,CST6,CID4535,HisToGene
ALDH3B2,0.11292005829450437,ALDH3B2,CID4535,HisToGene
TESMIN,0.11306149691441407,TESMIN,CID4535,HisToGene
CCND1,0.12275022169437069,CCND1,CID4535,HisToGene
ANO1,0.1323459919441574,ANO1,CID4535,HisToGene
FADD,0.11811314055632795,FADD,CID4535,HisToGene
CTTN,0.13063815436232423,CTTN,CID4535,HisToGene
PRSS23,-0.06848170728037857,PRSS23,CID4535,HisToGene
BIRC3,0.05557688207984213,BIRC3,CID4535,HisToGene
MMP1,-0.027990046154805524,MMP1,CID4535,HisToGene
CASP4,0.03222260664344089,CASP4,CID4535,HisToGene
CD3D,0.02135737600055249,CD3D,CID4535,HisToGene
THYN1,0.02676829118285169,THYN1,CID4535,HisToGene
SCNN1A,0.016717751386868658,SCNN1A,CID4535,HisToGene
MAGOHB,0.03329147826295227,MAGOHB,CID4535,HisToGene
GPRC5A,0.16207505000149966,GPRC5A,CID4535,HisToGene
MGP,0.17121241371871973,MGP,CID4535,HisToGene
C12orf60,0.06692463896360176,C12orf60,CID4535,HisToGene
ITPR2,0.06533500877697143,ITPR2,CID4535,HisToGene
ZCRB1,0.1022741574986845,ZCRB1,CID4535,HisToGene
FAIM2,-0.003994246112857991,FAIM2,CID4535,HisToGene
NR4A1,0.02099172250159614,NR4A1,CID4535,HisToGene
KRT81,0.017277899149879507,KRT81,CID4535,HisToGene
PPP1R1A,0.1507094408588944,PPP1R1A,CID4535,HisToGene
MUCL1,-0.04257094263230403,MUCL1,CID4535,HisToGene
NUP107,0.08846860476932072,NUP107,CID4535,HisToGene
LYZ,0.04562284435487691,LYZ,CID4535,HisToGene
DUSP6,0.084955542332341,DUSP6,CID4535,HisToGene
ATP2B1,0.034876526291639814,ATP2B1,CID4535,HisToGene
LUM,0.19643143946843045,LUM,CID4535,HisToGene
DCN,0.1662173882359782,DCN,CID4535,HisToGene
EEA1,0.0397733417188153,EEA1,CID4535,HisToGene
NTN4,0.015433471119355918,NTN4,CID4535,HisToGene
TMPO,0.08840937835145639,TMPO,CID4535,HisToGene
ARL1,0.09161542086350179,ARL1,CID4535,HisToGene
CHPT1,0.057411264958399974,CHPT1,CID4535,HisToGene
SYCP3,-0.0007635353805989788,SYCP3,CID4535,HisToGene
PWP1,0.060917796511313765,PWP1,CID4535,HisToGene
TCTN1,0.09980386344554702,TCTN1,CID4535,HisToGene
MAPKAPK5,0.11247999136397056,MAPKAPK5,CID4535,HisToGene
OAS1,0.0038153456729355393,OAS1,CID4535,HisToGene
OAS2,0.034728740166045116,OAS2,CID4535,HisToGene
TBX3,0.11974921599974898,TBX3,CID4535,HisToGene
OASL,-0.005074753109684581,OASL,CID4535,HisToGene
ZNF664,0.11495903997144719,ZNF664,CID4535,HisToGene
ZNF84,0.07419343331727235,ZNF84,CID4535,HisToGene
PSPC1,0.035905597717260145,PSPC1,CID4535,HisToGene
HMGB1,0.10442045998750484,HMGB1,CID4535,HisToGene
DCLK1,0.04216435153031672,DCLK1,CID4535,HisToGene
DNAJC15,0.018577608771695724,DNAJC15,CID4535,HisToGene
RNASEH2B,0.02507690851450786,RNASEH2B,CID4535,HisToGene
COMMD6,0.05088973006937026,COMMD6,CID4535,HisToGene
FARP1,0.0668433845845746,FARP1,CID4535,HisToGene
MCF2L,0.09253519319612472,MCF2L,CID4535,HisToGene
NGDN,0.08120452280722111,NGDN,CID4535,HisToGene
RABGGTA,0.0413446512743455,RABGGTA,CID4535,HisToGene
SCFD1,0.05733791822105463,SCFD1,CID4535,HisToGene
BAZ1A,0.05520663251174388,BAZ1A,CID4535,HisToGene
KLHDC2,0.08380400356236845,KLHDC2,CID4535,HisToGene
PSMA3,0.06791926732540839,PSMA3,CID4535,HisToGene
PCNX4,0.10306326095682959,PCNX4,CID4535,HisToGene
DHRS7,0.07423625922993354,DHRS7,CID4535,HisToGene
MTHFD1,0.08979687836155037,MTHFD1,CID4535,HisToGene
FUT8,0.11567738119581383,FUT8,CID4535,HisToGene
COQ6,0.1266616762822231,COQ6,CID4535,HisToGene
FOS,0.10178287676915407,FOS,CID4535,HisToGene
ZC3H14,0.06052713131543968,ZC3H14,CID4535,HisToGene
UBR7,0.05247257243110455,UBR7,CID4535,HisToGene
IFI27L2,0.05220506528986407,IFI27L2,CID4535,HisToGene
IGHG4,0.03257663244008535,IGHG4,CID4535,HisToGene
APBA2,0.03164369387562723,APBA2,CID4535,HisToGene
EMC4,0.15496689292997406,EMC4,CID4535,HisToGene
NUSAP1,0.05079641879440365,NUSAP1,CID4535,HisToGene
TUBGCP4,0.0019372272728504021,TUBGCP4,CID4535,HisToGene
TP53BP1,0.06327747599915477,TP53BP1,CID4535,HisToGene
SPG11,0.045851606938601894,SPG11,CID4535,HisToGene
MYEF2,0.11482432652652462,MYEF2,CID4535,HisToGene
TMOD3,0.04658366352857152,TMOD3,CID4535,HisToGene
LEO1,0.04793124967850413,LEO1,CID4535,HisToGene
MYO5C,0.11768838255272063,MYO5C,CID4535,HisToGene
ARPP19,0.13734021962181436,ARPP19,CID4535,HisToGene
ADAM10,0.04144525270223058,ADAM10,CID4535,HisToGene
CCNB2,0.052483533157260245,CCNB2,CID4535,HisToGene
GTF2A2,0.04400412007963263,GTF2A2,CID4535,HisToGene
VPS13C,-0.007832085069424028,VPS13C,CID4535,HisToGene
C2CD4A,0.008042043539315638,C2CD4A,CID4535,HisToGene
TPM1,0.0294722574249159,TPM1,CID4535,HisToGene
CILP,-0.07159138012489077,CILP,CID4535,HisToGene
ITGA11,0.004464293987989741,ITGA11,CID4535,HisToGene
UACA,0.07733174442624928,UACA,CID4535,HisToGene
RCN2,0.021952413647819555,RCN2,CID4535,HisToGene
PSTPIP1,-0.016848736497421423,PSTPIP1,CID4535,HisToGene
LINGO1,0.0633290266701406,LINGO1,CID4535,HisToGene
ISG20,-0.0006127407008650069,ISG20,CID4535,HisToGene
PRC1,0.012825583620430443,PRC1,CID4535,HisToGene
SNRPA1,0.06965138316789703,SNRPA1,CID4535,HisToGene
SBK1,0.07459642354530115,SBK1,CID4535,HisToGene
MT1G,-0.009345856323271626,MT1G,CID4535,HisToGene
NUP93,0.027761207581943628,NUP93,CID4535,HisToGene
CX3CL1,0.03059387898850416,CX3CL1,CID4535,HisToGene
CMTM3,0.024551764135743972,CMTM3,CID4535,HisToGene
CBFB,0.11194831073919631,CBFB,CID4535,HisToGene
PRMT7,0.03842573210428344,PRMT7,CID4535,HisToGene
CDH1,0.17264245791460434,CDH1,CID4535,HisToGene
ZFHX3,0.04603253942726443,ZFHX3,CID4535,HisToGene
CFDP1,0.03721454862247137,CFDP1,CID4535,HisToGene
TERF2IP,0.024696592884879468,TERF2IP,CID4535,HisToGene
ITGAE,-0.00922575741323781,ITGAE,CID4535,HisToGene
ALOX15B,-0.0064903861804069445,ALOX15B,CID4535,HisToGene
TRPV2,-0.027365092432186853,TRPV2,CID4535,HisToGene
B9D1,0.08249339014337632,B9D1,CID4535,HisToGene
UNC119,0.1349238390609381,UNC119,CID4535,HisToGene
PIGS,0.08259179463072193,PIGS,CID4535,HisToGene
SPAG5,0.08607311186335748,SPAG5,CID4535,HisToGene
KIAA0100,0.09190910996827466,KIAA0100,CID4535,HisToGene
SDF2,0.11225506114122036,SDF2,CID4535,HisToGene
SUPT6H,0.08804288740378835,SUPT6H,CID4535,HisToGene
TRAF4,0.14972827470242747,TRAF4,CID4535,HisToGene
CPD,0.10301114417509287,CPD,CID4535,HisToGene
GOSR1,0.004088974013068851,GOSR1,CID4535,HisToGene
RNF135,0.040370437805982956,RNF135,CID4535,HisToGene
CCL2,0.054924597600327814,CCL2,CID4535,HisToGene
SLFN5,0.058947057861744034,SLFN5,CID4535,HisToGene
AP2B1,0.1001088698030685,AP2B1,CID4535,HisToGene
ZNHIT3,0.04638768701939304,ZNHIT3,CID4535,HisToGene
MYO19,0.16696862955806527,MYO19,CID4535,HisToGene
GGNBP2,0.07832348762225616,GGNBP2,CID4535,HisToGene
ACACA,0.10314990105419787,ACACA,CID4535,HisToGene
DDX52,0.09370372867255908,DDX52,CID4535,HisToGene
SOCS7,0.04153155852864949,SOCS7,CID4535,HisToGene
SRCIN1,-0.013991025052976747,SRCIN1,CID4535,HisToGene
MLLT6,0.06619029481843472,MLLT6,CID4535,HisToGene
PCGF2,0.0675857907665499,PCGF2,CID4535,HisToGene
PIP4K2B,0.10270381315762352,PIP4K2B,CID4535,HisToGene
CWC25,0.05350470377764368,CWC25,CID4535,HisToGene
LASP1,0.08463175554132978,LASP1,CID4535,HisToGene
LINC00672,0.02426484953253989,LINC00672,CID4535,HisToGene
MED1,0.061583536879900674,MED1,CID4535,HisToGene
PPP1R1B,-0.03524300705355414,PPP1R1B,CID4535,HisToGene
PNMT,0.004039780268633763,PNMT,CID4535,HisToGene
CASC3,-0.05178326589094935,CASC3,CID4535,HisToGene
CDC6,0.06424393357467767,CDC6,CID4535,HisToGene
RARA,0.1078507121938813,RARA,CID4535,HisToGene
TOP2A,0.07100176857584876,TOP2A,CID4535,HisToGene
CCR7,0.03090217643279389,CCR7,CID4535,HisToGene
KRT15,0.017250943876549647,KRT15,CID4535,HisToGene
HSD17B1,0.025200921788808558,HSD17B1,CID4535,HisToGene
CNTD1,0.031858612589192994,CNTD1,CID4535,HisToGene
BECN1,0.13105577720943934,BECN1,CID4535,HisToGene
PSME3,0.1327239612497257,PSME3,CID4535,HisToGene
HOXB2,-0.015298990468574728,HOXB2,CID4535,HisToGene
HOXB7,-0.024508035453302397,HOXB7,CID4535,HisToGene
UBE2Z,0.14083626774678693,UBE2Z,CID4535,HisToGene
ZNF652,0.07935936321050176,ZNF652,CID4535,HisToGene
SPOP,0.05095749357331272,SPOP,CID4535,HisToGene
SLC35B1,0.1109342386354331,SLC35B1,CID4535,HisToGene
FAM117A,0.01926877351733365,FAM117A,CID4535,HisToGene
PDK2,0.05380330606031046,PDK2,CID4535,HisToGene
EME1,0.019668742411822718,EME1,CID4535,HisToGene
TOB1,0.1755571399002854,TOB1,CID4535,HisToGene
TOM1L1,0.12437154450216173,TOM1L1,CID4535,HisToGene
CUEDC1,0.14415157552991095,CUEDC1,CID4535,HisToGene
VEZF1,0.12856620145533876,VEZF1,CID4535,HisToGene
RAD51C,0.08747830381807659,RAD51C,CID4535,HisToGene
CLTC,0.14382224183354292,CLTC,CID4535,HisToGene
PTRH2,0.10394084078284727,PTRH2,CID4535,HisToGene
DCAF7,0.1277148279781801,DCAF7,CID4535,HisToGene
CCDC47,0.10859737337518933,CCDC47,CID4535,HisToGene
DDX42,0.13183005470730663,DDX42,CID4535,HisToGene
DDX5,-0.016126100322712174,DDX5,CID4535,HisToGene
CEP95,0.0313011007821772,CEP95,CID4535,HisToGene
SMURF2,0.013601962859195176,SMURF2,CID4535,HisToGene
CACNG4,-0.06752235771619056,CACNG4,CID4535,HisToGene
HELZ,0.12379423865015471,HELZ,CID4535,HisToGene
PSMD12,0.09754851216074142,PSMD12,CID4535,HisToGene
NOL11,0.1471053171757603,NOL11,CID4535,HisToGene
KPNA2,0.09870928255646777,KPNA2,CID4535,HisToGene
AMZ2,0.11904698542467339,AMZ2,CID4535,HisToGene
ARSG,0.10046991451303634,ARSG,CID4535,HisToGene
WIPI1,0.12870009887687836,WIPI1,CID4535,HisToGene
SOX9,0.020957054973300897,SOX9,CID4535,HisToGene
SLC16A5,0.006725821756163098,SLC16A5,CID4535,HisToGene
QRICH2,0.10350327770681034,QRICH2,CID4535,HisToGene
CANT1,0.1310168752107476,CANT1,CID4535,HisToGene
SECTM1,-0.022392616189222756,SECTM1,CID4535,HisToGene
WDR45B,0.11682211941947035,WDR45B,CID4535,HisToGene
RAB31,-0.05749291656515313,RAB31,CID4535,HisToGene
RAB27B,0.05817286779462924,RAB27B,CID4535,HisToGene
TXNL1,0.07221682901961085,TXNL1,CID4535,HisToGene
SHC2,0.09956762754961934,SHC2,CID4535,HisToGene
AMH,-0.01705081385067804,AMH,CID4535,HisToGene
JSRP1,0.1331856636277767,JSRP1,CID4535,HisToGene
TLE2,-0.01820997768481412,TLE2,CID4535,HisToGene
CAPS,0.13270164025860526,CAPS,CID4535,HisToGene
ANGPTL4,0.09058043377795728,ANGPTL4,CID4535,HisToGene
DNMT1,0.0803112876191949,DNMT1,CID4535,HisToGene
LDLR,-0.007259688532846425,LDLR,CID4535,HisToGene
CILP2,-0.009761928952674775,CILP2,CID4535,HisToGene
POP4,0.048856571870899416,POP4,CID4535,HisToGene
CCNE1,0.03907411061095078,CCNE1,CID4535,HisToGene
PDCD5,0.09130700633989869,PDCD5,CID4535,HisToGene
FXYD3,0.1317354000501589,FXYD3,CID4535,HisToGene
SYNE4,0.0582137395191306,SYNE4,CID4535,HisToGene
ZNF146,0.07611633081991907,ZNF146,CID4535,HisToGene
SIPA1L3,0.15337371128393906,SIPA1L3,CID4535,HisToGene
MAP4K1,-0.018253296403888435,MAP4K1,CID4535,HisToGene
GMFG,0.021389101181669288,GMFG,CID4535,HisToGene
ZFP36,0.05182921582147044,ZFP36,CID4535,HisToGene
LYPD3,0.08311884332810922,LYPD3,CID4535,HisToGene
BCAM,0.17425521566676494,BCAM,CID4535,HisToGene
FOSB,0.035038036217564024,FOSB,CID4535,HisToGene
BCL2L12,0.06637063218035706,BCL2L12,CID4535,HisToGene
ZNF480,0.05412511764288721,ZNF480,CID4535,HisToGene
SH3YL1,0.08313109166595799,SH3YL1,CID4535,HisToGene
RSAD2,0.028567718284521707,RSAD2,CID4535,HisToGene
ID2,0.026510651691179284,ID2,CID4535,HisToGene
ASAP2,0.04962322015925613,ASAP2,CID4535,HisToGene
YWHAQ,0.13203166492714474,YWHAQ,CID4535,HisToGene
RRM2,0.06590050353457723,RRM2,CID4535,HisToGene
ODC1,-0.026603832085154655,ODC1,CID4535,HisToGene
TRIB2,0.02870874934133416,TRIB2,CID4535,HisToGene
DDX1,0.07751037531786802,DDX1,CID4535,HisToGene
SMC6,0.022457567239661837,SMC6,CID4535,HisToGene
EIF2AK2,0.05258522373216782,EIF2AK2,CID4535,HisToGene
CEBPZ,0.032558791760652475,CEBPZ,CID4535,HisToGene
HNRNPLL,-0.05273119156700277,HNRNPLL,CID4535,HisToGene
SRSF7,0.08359157383614664,SRSF7,CID4535,HisToGene
PKDCC,-0.06765418700755896,PKDCC,CID4535,HisToGene
EPAS1,0.06509587617906265,EPAS1,CID4535,HisToGene
EPCAM,0.142298361310031,EPCAM,CID4535,HisToGene
MSH2,0.06514748256577448,MSH2,CID4535,HisToGene
MTIF2,0.048430939202869144,MTIF2,CID4535,HisToGene
COMMD1,0.08343502678935634,COMMD1,CID4535,HisToGene
VPS54,0.02825460101214928,VPS54,CID4535,HisToGene
ANTXR1,0.03784423212548549,ANTXR1,CID4535,HisToGene
SNRPG,0.06962738444680568,SNRPG,CID4535,HisToGene
MPHOSPH10,0.019758085221819474,MPHOSPH10,CID4535,HisToGene
ZNF638,0.10414753634419502,ZNF638,CID4535,HisToGene
BOLA3,0.11887964712574871,BOLA3,CID4535,HisToGene
COA5,0.043597301207937006,COA5,CID4535,HisToGene
UNC50,0.06503133425458835,UNC50,CID4535,HisToGene
MGAT4A,-0.03907959001682796,MGAT4A,CID4535,HisToGene
EIF5B,0.01992935911016837,EIF5B,CID4535,HisToGene
REV1,0.0657237632438603,REV1,CID4535,HisToGene
FHL2,-0.049204068968132716,FHL2,CID4535,HisToGene
GCC2,-0.0043025751059971645,GCC2,CID4535,HisToGene
LIMS1,0.08806600791796212,LIMS1,CID4535,HisToGene
RANBP2,0.03332267815149596,RANBP2,CID4535,HisToGene
SOWAHC,0.04387141829865747,SOWAHC,CID4535,HisToGene
IL1RN,0.005222370003283386,IL1RN,CID4535,HisToGene
NIFK,0.05709172719836794,NIFK,CID4535,HisToGene
IWS1,-0.007762458039286556,IWS1,CID4535,HisToGene
HS6ST1,0.0757678502430273,HS6ST1,CID4535,HisToGene
CXCR4,0.0305262588193192,CXCR4,CID4535,HisToGene
KYNU,0.005195396362646757,KYNU,CID4535,HisToGene
TANC1,-0.014200948625983478,TANC1,CID4535,HisToGene
ITGB6,-0.012543840933350658,ITGB6,CID4535,HisToGene
FAP,0.07872500723752578,FAP,CID4535,HisToGene
ITGA6,-0.0006458741738915124,ITGA6,CID4535,HisToGene
COL3A1,0.13233192290103596,COL3A1,CID4535,HisToGene
COL5A2,0.06221786089746255,COL5A2,CID4535,HisToGene
WDR75,0.10706135943799364,WDR75,CID4535,HisToGene
SLC40A1,0.05682730818999186,SLC40A1,CID4535,HisToGene
ASNSD1,-0.0650453018648847,ASNSD1,CID4535,HisToGene
ORMDL1,0.05191563056033776,ORMDL1,CID4535,HisToGene
PMS1,0.0722671993693577,PMS1,CID4535,HisToGene
STAT1,0.08129884702713414,STAT1,CID4535,HisToGene
SPATS2L,0.03427483896465865,SPATS2L,CID4535,HisToGene
TMEM237,0.008456676226139504,TMEM237,CID4535,HisToGene
FASTKD2,0.02540851039180562,FASTKD2,CID4535,HisToGene
FN1,0.13617269105006014,FN1,CID4535,HisToGene
SP110,0.03614913234863277,SP110,CID4535,HisToGene
EFHD1,0.12731233764368963,EFHD1,CID4535,HisToGene
GPCPD1,-0.06292128422034908,GPCPD1,CID4535,HisToGene
NAA20,0.14613242103375854,NAA20,CID4535,HisToGene
SAMHD1,0.04937277105300802,SAMHD1,CID4535,HisToGene
SLPI,-0.026826489196235075,SLPI,CID4535,HisToGene
SLC2A10,0.17249843981900154,SLC2A10,CID4535,HisToGene
SULF2,0.01801287897635243,SULF2,CID4535,HisToGene
PREX1,0.1438305996447477,PREX1,CID4535,HisToGene
ZNFX1,0.032644676230886946,ZNFX1,CID4535,HisToGene
PFDN4,0.056254874057946526,PFDN4,CID4535,HisToGene
BMP7,0.01643349649729219,BMP7,CID4535,HisToGene
LAMA5,0.12981929407980614,LAMA5,CID4535,HisToGene
