,Pearson correlation,Gene,Slide,Method
NSMCE4A,0.13658405969947662,NSMCE4A,CID4290,HisToGene
OAT,-0.031123126991913875,OAT,CID4290,HisToGene
GLRX3,0.10224821794800663,GLRX3,CID4290,HisToGene
IFITM2,-0.10556469199499462,IFITM2,CID4290,HisToGene
TRIM22,-0.06481056931370739,TRIM22,CID4290,HisToGene
DKK3,-0.02161218209096781,DKK3,CID4290,HisToGene
SAA1,0.024868146410156878,SAA1,CID4290,HisToGene
TSG101,0.08784669742641095,TSG101,CID4290,HisToGene
SVIP,0.18941560300224453,SVIP,CID4290,HisToGene
CAPRIN1,0.14612273141101811,CAPRIN1,CID4290,HisToGene
API5,0.12396280902136014,API5,CID4290,HisToGene
MTCH2,0.16717899297141475,MTCH2,CID4290,HisToGene
UBE2L6,-0.04703199745951163,UBE2L6,CID4290,HisToGene
MPEG1,-0.05079397819393693,MPEG1,CID4290,HisToGene
MS4A7,-0.08283237937960897,MS4A7,CID4290,HisToGene
TMEM258,0.22479650778753751,TMEM258,CID4290,HisToGene
CST6,0.07203406464263269,CST6,CID4290,HisToGene
ALDH3B2,0.17993165643518558,ALDH3B2,CID4290,HisToGene
TESMIN,0.0810116141366225,TESMIN,CID4290,HisToGene
CCND1,0.21487414152557793,CCND1,CID4290,HisToGene
ANO1,0.03994474909304162,ANO1,CID4290,HisToGene
FADD,0.05598934060416848,FADD,CID4290,HisToGene
CTTN,0.1448160009723595,CTTN,CID4290,HisToGene
PRSS23,-0.07427045116529764,PRSS23,CID4290,HisToGene
BIRC3,0.025830307508562408,BIRC3,CID4290,HisToGene
MMP1,0.05408622266796099,MMP1,CID4290,HisToGene
CASP4,-0.030900035347046436,CASP4,CID4290,HisToGene
CD3D,0.016030976247979615,CD3D,CID4290,HisToGene
THYN1,-0.00743872046046145,THYN1,CID4290,HisToGene
SCNN1A,0.010883056343183005,SCNN1A,CID4290,HisToGene
MAGOHB,0.15086524890282194,MAGOHB,CID4290,HisToGene
GPRC5A,0.07022840201422778,GPRC5A,CID4290,HisToGene
MGP,0.051621149555098333,MGP,CID4290,HisToGene
C12orf60,0.012184330773438572,C12orf60,CID4290,HisToGene
ITPR2,0.005462222089937019,ITPR2,CID4290,HisToGene
ZCRB1,0.13951872678127455,ZCRB1,CID4290,HisToGene
FAIM2,0.11091007654301438,FAIM2,CID4290,HisToGene
NR4A1,0.027751242391704723,NR4A1,CID4290,HisToGene
KRT81,0.09380233393369278,KRT81,CID4290,HisToGene
PPP1R1A,-0.026529639402781986,PPP1R1A,CID4290,HisToGene
MUCL1,-0.16158492791229365,MUCL1,CID4290,HisToGene
NUP107,0.10719621121968319,NUP107,CID4290,HisToGene
LYZ,-0.042052080531378926,LYZ,CID4290,HisToGene
DUSP6,-0.01229507612769347,DUSP6,CID4290,HisToGene
ATP2B1,0.03467950585734166,ATP2B1,CID4290,HisToGene
LUM,-0.10450936427529071,LUM,CID4290,HisToGene
DCN,-0.06747339672770991,DCN,CID4290,HisToGene
EEA1,-0.009163732223626746,EEA1,CID4290,HisToGene
NTN4,-0.09424821980280797,NTN4,CID4290,HisToGene
TMPO,0.12223425638651225,TMPO,CID4290,HisToGene
ARL1,0.16306861813909596,ARL1,CID4290,HisToGene
CHPT1,0.11255354152739741,CHPT1,CID4290,HisToGene
SYCP3,-0.00746612319284529,SYCP3,CID4290,HisToGene
PWP1,0.10120223403289876,PWP1,CID4290,HisToGene
TCTN1,0.12314854662399163,TCTN1,CID4290,HisToGene
MAPKAPK5,0.12839520385439498,MAPKAPK5,CID4290,HisToGene
OAS1,-0.09172010794827805,OAS1,CID4290,HisToGene
OAS2,-0.05262782261252948,OAS2,CID4290,HisToGene
TBX3,0.08197449074326323,TBX3,CID4290,HisToGene
OASL,0.03412285239182652,OASL,CID4290,HisToGene
ZNF664,0.17361960241861535,ZNF664,CID4290,HisToGene
ZNF84,0.09493850026765478,ZNF84,CID4290,HisToGene
PSPC1,-0.0007011216979556339,PSPC1,CID4290,HisToGene
HMGB1,0.08284432973280027,HMGB1,CID4290,HisToGene
DCLK1,-0.0002527967070264536,DCLK1,CID4290,HisToGene
DNAJC15,0.0878909433750186,DNAJC15,CID4290,HisToGene
RNASEH2B,0.10869366684375899,RNASEH2B,CID4290,HisToGene
COMMD6,0.20275338619653085,COMMD6,CID4290,HisToGene
FARP1,0.1447195020176821,FARP1,CID4290,HisToGene
MCF2L,0.07844413596713697,MCF2L,CID4290,HisToGene
NGDN,0.057417296648641605,NGDN,CID4290,HisToGene
RABGGTA,0.06883671026687035,RABGGTA,CID4290,HisToGene
SCFD1,0.11251062681639987,SCFD1,CID4290,HisToGene
BAZ1A,0.09013826193829581,BAZ1A,CID4290,HisToGene
KLHDC2,0.16696168668190697,KLHDC2,CID4290,HisToGene
PSMA3,0.09589901036862988,PSMA3,CID4290,HisToGene
PCNX4,0.08951412350707891,PCNX4,CID4290,HisToGene
DHRS7,0.17584218653194164,DHRS7,CID4290,HisToGene
MTHFD1,0.09487156238225816,MTHFD1,CID4290,HisToGene
FUT8,0.07928914618699943,FUT8,CID4290,HisToGene
COQ6,0.10188417025323888,COQ6,CID4290,HisToGene
FOS,-0.06273970582176008,FOS,CID4290,HisToGene
ZC3H14,0.07031717138912495,ZC3H14,CID4290,HisToGene
UBR7,0.06790226356738235,UBR7,CID4290,HisToGene
IFI27L2,0.09676060245912653,IFI27L2,CID4290,HisToGene
IGHG4,0.1107137524845491,IGHG4,CID4290,HisToGene
APBA2,-0.012933199867234275,APBA2,CID4290,HisToGene
EMC4,0.15600642995572422,EMC4,CID4290,HisToGene
NUSAP1,0.032812597630697105,NUSAP1,CID4290,HisToGene
TUBGCP4,0.06210801941379668,TUBGCP4,CID4290,HisToGene
TP53BP1,0.11356772812593946,TP53BP1,CID4290,HisToGene
SPG11,0.05959710498635466,SPG11,CID4290,HisToGene
MYEF2,0.09171272245830633,MYEF2,CID4290,HisToGene
TMOD3,0.08950913451479514,TMOD3,CID4290,HisToGene
LEO1,0.10808829473375645,LEO1,CID4290,HisToGene
MYO5C,0.1215580711006432,MYO5C,CID4290,HisToGene
ARPP19,0.12482219120792985,ARPP19,CID4290,HisToGene
ADAM10,0.14689671440001453,ADAM10,CID4290,HisToGene
CCNB2,0.00802741669225628,CCNB2,CID4290,HisToGene
GTF2A2,0.14074032824303487,GTF2A2,CID4290,HisToGene
VPS13C,-0.06829506057029149,VPS13C,CID4290,HisToGene
C2CD4A,0.009701632250695846,C2CD4A,CID4290,HisToGene
TPM1,-0.11468028419768647,TPM1,CID4290,HisToGene
CILP,0.0994522203678114,CILP,CID4290,HisToGene
ITGA11,0.006214149038849926,ITGA11,CID4290,HisToGene
UACA,-0.0828751037974965,UACA,CID4290,HisToGene
RCN2,0.11321242644145668,RCN2,CID4290,HisToGene
PSTPIP1,0.010671719682164167,PSTPIP1,CID4290,HisToGene
LINGO1,0.0694731594089359,LINGO1,CID4290,HisToGene
ISG20,-0.05017309263590082,ISG20,CID4290,HisToGene
PRC1,0.01833124067783166,PRC1,CID4290,HisToGene
SNRPA1,0.06843981934471158,SNRPA1,CID4290,HisToGene
SBK1,0.07741167607241817,SBK1,CID4290,HisToGene
MT1G,0.006304396425674181,MT1G,CID4290,HisToGene
NUP93,0.08068838615810328,NUP93,CID4290,HisToGene
CX3CL1,-0.0013850892830800648,CX3CL1,CID4290,HisToGene
CMTM3,-0.07832463334136472,CMTM3,CID4290,HisToGene
CBFB,0.09836175880375653,CBFB,CID4290,HisToGene
PRMT7,0.053051621324958366,PRMT7,CID4290,HisToGene
CDH1,0.12152871892887454,CDH1,CID4290,HisToGene
ZFHX3,0.06610261078380764,ZFHX3,CID4290,HisToGene
CFDP1,0.07051891893936361,CFDP1,CID4290,HisToGene
TERF2IP,0.05974365683396028,TERF2IP,CID4290,HisToGene
ITGAE,0.1802924053684684,ITGAE,CID4290,HisToGene
ALOX15B,0.05255971884937046,ALOX15B,CID4290,HisToGene
TRPV2,0.013390394168588863,TRPV2,CID4290,HisToGene
B9D1,0.11356901805199741,B9D1,CID4290,HisToGene
UNC119,0.1339699387822153,UNC119,CID4290,HisToGene
PIGS,0.10269167344154646,PIGS,CID4290,HisToGene
SPAG5,0.04870625011529762,SPAG5,CID4290,HisToGene
KIAA0100,0.0032699313112434353,KIAA0100,CID4290,HisToGene
SDF2,0.03607856133296638,SDF2,CID4290,HisToGene
SUPT6H,-0.028052133979615437,SUPT6H,CID4290,HisToGene
TRAF4,0.03606186009243671,TRAF4,CID4290,HisToGene
CPD,0.015320016631500013,CPD,CID4290,HisToGene
GOSR1,-0.052447809574719555,GOSR1,CID4290,HisToGene
RNF135,0.06651883965939118,RNF135,CID4290,HisToGene
CCL2,0.01737451100105596,CCL2,CID4290,HisToGene
SLFN5,-0.06991103548478238,SLFN5,CID4290,HisToGene
AP2B1,0.08174748645468928,AP2B1,CID4290,HisToGene
ZNHIT3,0.1558797274120531,ZNHIT3,CID4290,HisToGene
MYO19,0.0657639080314348,MYO19,CID4290,HisToGene
GGNBP2,0.15546033156416914,GGNBP2,CID4290,HisToGene
ACACA,0.09342492551167832,ACACA,CID4290,HisToGene
DDX52,0.022550042982716484,DDX52,CID4290,HisToGene
SOCS7,0.061756224386636784,SOCS7,CID4290,HisToGene
SRCIN1,-0.05132931710680795,SRCIN1,CID4290,HisToGene
MLLT6,0.036357397271377136,MLLT6,CID4290,HisToGene
PCGF2,-0.008728198774280606,PCGF2,CID4290,HisToGene
PIP4K2B,0.06086100306103882,PIP4K2B,CID4290,HisToGene
CWC25,0.027374033992594218,CWC25,CID4290,HisToGene
LASP1,0.08035837014977162,LASP1,CID4290,HisToGene
LINC00672,0.0390205242294811,LINC00672,CID4290,HisToGene
MED1,0.08054316186727446,MED1,CID4290,HisToGene
PPP1R1B,0.024699120960104393,PPP1R1B,CID4290,HisToGene
PNMT,0.04175873669626332,PNMT,CID4290,HisToGene
CASC3,-0.10578259645463288,CASC3,CID4290,HisToGene
CDC6,0.0226678830904141,CDC6,CID4290,HisToGene
RARA,-0.008751347416816142,RARA,CID4290,HisToGene
TOP2A,0.0005574959129807019,TOP2A,CID4290,HisToGene
CCR7,0.031846258920727344,CCR7,CID4290,HisToGene
KRT15,-0.030692844997234493,KRT15,CID4290,HisToGene
HSD17B1,0.07810195818520747,HSD17B1,CID4290,HisToGene
CNTD1,0.043210591563261756,CNTD1,CID4290,HisToGene
BECN1,0.11965404575587552,BECN1,CID4290,HisToGene
PSME3,0.10148543298091335,PSME3,CID4290,HisToGene
HOXB2,-0.05233732551968606,HOXB2,CID4290,HisToGene
HOXB7,0.025608165342810442,HOXB7,CID4290,HisToGene
UBE2Z,0.13426944641132152,UBE2Z,CID4290,HisToGene
ZNF652,0.051634911446859576,ZNF652,CID4290,HisToGene
SPOP,0.11824275614880995,SPOP,CID4290,HisToGene
SLC35B1,0.08255228785131673,SLC35B1,CID4290,HisToGene
FAM117A,0.04965181108697702,FAM117A,CID4290,HisToGene
PDK2,0.11566401704733799,PDK2,CID4290,HisToGene
EME1,0.032933076978994634,EME1,CID4290,HisToGene
TOB1,0.10844392718430436,TOB1,CID4290,HisToGene
TOM1L1,0.14509236571343553,TOM1L1,CID4290,HisToGene
CUEDC1,0.15141746482329163,CUEDC1,CID4290,HisToGene
VEZF1,0.1254753456183882,VEZF1,CID4290,HisToGene
RAD51C,0.11026123807670749,RAD51C,CID4290,HisToGene
CLTC,0.1165342806867471,CLTC,CID4290,HisToGene
PTRH2,0.12714648694163624,PTRH2,CID4290,HisToGene
DCAF7,0.07875365824985263,DCAF7,CID4290,HisToGene
CCDC47,0.14354327155248722,CCDC47,CID4290,HisToGene
DDX42,0.1497691901219207,DDX42,CID4290,HisToGene
DDX5,0.02112217591562856,DDX5,CID4290,HisToGene
CEP95,0.051583339393083585,CEP95,CID4290,HisToGene
SMURF2,0.046003423718869195,SMURF2,CID4290,HisToGene
CACNG4,0.058811701587057265,CACNG4,CID4290,HisToGene
HELZ,0.06825618295375205,HELZ,CID4290,HisToGene
PSMD12,0.11674038359434036,PSMD12,CID4290,HisToGene
NOL11,0.16912893945052962,NOL11,CID4290,HisToGene
KPNA2,0.09660173725287265,KPNA2,CID4290,HisToGene
AMZ2,0.14397133465217396,AMZ2,CID4290,HisToGene
ARSG,0.07319554607891392,ARSG,CID4290,HisToGene
WIPI1,0.06186848001574469,WIPI1,CID4290,HisToGene
SOX9,0.12767123859279522,SOX9,CID4290,HisToGene
SLC16A5,0.10446746747795935,SLC16A5,CID4290,HisToGene
QRICH2,0.07125987329867182,QRICH2,CID4290,HisToGene
CANT1,0.1874001542630988,CANT1,CID4290,HisToGene
SECTM1,0.00246523100988391,SECTM1,CID4290,HisToGene
WDR45B,0.09901644112228125,WDR45B,CID4290,HisToGene
RAB31,-0.07724425817452057,RAB31,CID4290,HisToGene
RAB27B,0.10006110449526813,RAB27B,CID4290,HisToGene
TXNL1,0.15483477100596743,TXNL1,CID4290,HisToGene
SHC2,0.10884564440472676,SHC2,CID4290,HisToGene
AMH,0.10736682397913958,AMH,CID4290,HisToGene
JSRP1,-0.007695809908320985,JSRP1,CID4290,HisToGene
TLE2,-0.0629426313820269,TLE2,CID4290,HisToGene
CAPS,0.1002126623518471,CAPS,CID4290,HisToGene
ANGPTL4,0.06834508428682837,ANGPTL4,CID4290,HisToGene
DNMT1,0.09533202912021799,DNMT1,CID4290,HisToGene
LDLR,0.14508106527373688,LDLR,CID4290,HisToGene
CILP2,0.040072687765143056,CILP2,CID4290,HisToGene
POP4,0.047247370133317826,POP4,CID4290,HisToGene
CCNE1,0.02090810956985991,CCNE1,CID4290,HisToGene
PDCD5,0.15159023970144164,PDCD5,CID4290,HisToGene
FXYD3,0.10086794538339298,FXYD3,CID4290,HisToGene
SYNE4,0.0709665713937498,SYNE4,CID4290,HisToGene
ZNF146,0.14591652988189213,ZNF146,CID4290,HisToGene
SIPA1L3,0.12175965246850633,SIPA1L3,CID4290,HisToGene
MAP4K1,0.008881781320440423,MAP4K1,CID4290,HisToGene
GMFG,-0.037829048677526234,GMFG,CID4290,HisToGene
ZFP36,-0.007960483954801582,ZFP36,CID4290,HisToGene
LYPD3,0.1508319224063941,LYPD3,CID4290,HisToGene
BCAM,0.1446091965393292,BCAM,CID4290,HisToGene
FOSB,0.04246596653662921,FOSB,CID4290,HisToGene
BCL2L12,0.09470861564704108,BCL2L12,CID4290,HisToGene
ZNF480,0.05983378825403353,ZNF480,CID4290,HisToGene
SH3YL1,0.08004381220193667,SH3YL1,CID4290,HisToGene
RSAD2,-0.02776673154529107,RSAD2,CID4290,HisToGene
ID2,0.12563339061955592,ID2,CID4290,HisToGene
ASAP2,0.08429594028029792,ASAP2,CID4290,HisToGene
YWHAQ,0.15569087365180967,YWHAQ,CID4290,HisToGene
RRM2,0.04021144340657529,RRM2,CID4290,HisToGene
ODC1,0.026432654575962344,ODC1,CID4290,HisToGene
TRIB2,0.08113773533606089,TRIB2,CID4290,HisToGene
DDX1,0.15514202935719035,DDX1,CID4290,HisToGene
SMC6,0.027617121895638138,SMC6,CID4290,HisToGene
EIF2AK2,-0.02165770305932358,EIF2AK2,CID4290,HisToGene
CEBPZ,0.05111319723935201,CEBPZ,CID4290,HisToGene
HNRNPLL,-0.09382793663667956,HNRNPLL,CID4290,HisToGene
SRSF7,0.17230663938337742,SRSF7,CID4290,HisToGene
PKDCC,0.008684754183072288,PKDCC,CID4290,HisToGene
EPAS1,-0.09148897936307973,EPAS1,CID4290,HisToGene
EPCAM,0.17878305137469636,EPCAM,CID4290,HisToGene
MSH2,0.05928646201771674,MSH2,CID4290,HisToGene
MTIF2,0.09401581340934947,MTIF2,CID4290,HisToGene
COMMD1,0.123498341627426,COMMD1,CID4290,HisToGene
VPS54,0.020299817238079842,VPS54,CID4290,HisToGene
ANTXR1,0.042797409050581686,ANTXR1,CID4290,HisToGene
SNRPG,0.20401021201242692,SNRPG,CID4290,HisToGene
MPHOSPH10,0.1274152386595133,MPHOSPH10,CID4290,HisToGene
ZNF638,0.11464896704651807,ZNF638,CID4290,HisToGene
BOLA3,0.11737440610784003,BOLA3,CID4290,HisToGene
COA5,0.1582871002048223,COA5,CID4290,HisToGene
UNC50,0.14912086061206728,UNC50,CID4290,HisToGene
MGAT4A,-0.02734143245586905,MGAT4A,CID4290,HisToGene
EIF5B,0.06045932324543469,EIF5B,CID4290,HisToGene
REV1,0.08307101615467583,REV1,CID4290,HisToGene
FHL2,0.08435554955689877,FHL2,CID4290,HisToGene
GCC2,0.0036793434158935777,GCC2,CID4290,HisToGene
LIMS1,-0.02106655772890707,LIMS1,CID4290,HisToGene
RANBP2,0.09769904402129864,RANBP2,CID4290,HisToGene
SOWAHC,0.08209715923905232,SOWAHC,CID4290,HisToGene
IL1RN,-0.006607613649741736,IL1RN,CID4290,HisToGene
NIFK,0.1211151825399269,NIFK,CID4290,HisToGene
IWS1,0.06689415605350406,IWS1,CID4290,HisToGene
HS6ST1,0.13287718705557258,HS6ST1,CID4290,HisToGene
CXCR4,-0.04770914649698452,CXCR4,CID4290,HisToGene
KYNU,-0.04030109963569893,KYNU,CID4290,HisToGene
TANC1,-0.007095905058983427,TANC1,CID4290,HisToGene
ITGB6,-0.03764245417156033,ITGB6,CID4290,HisToGene
FAP,-0.05502649125759239,FAP,CID4290,HisToGene
ITGA6,0.07398759896918762,ITGA6,CID4290,HisToGene
COL3A1,-0.046528487263508826,COL3A1,CID4290,HisToGene
COL5A2,-0.09072538598341827,COL5A2,CID4290,HisToGene
WDR75,0.013779765789641496,WDR75,CID4290,HisToGene
SLC40A1,-0.15473852923225892,SLC40A1,CID4290,HisToGene
ASNSD1,0.05480152651793823,ASNSD1,CID4290,HisToGene
ORMDL1,0.09163461477381148,ORMDL1,CID4290,HisToGene
PMS1,0.04362179690970871,PMS1,CID4290,HisToGene
STAT1,0.08493149932631511,STAT1,CID4290,HisToGene
SPATS2L,-0.0686685894381109,SPATS2L,CID4290,HisToGene
TMEM237,0.05705701293791786,TMEM237,CID4290,HisToGene
FASTKD2,0.10142384509143763,FASTKD2,CID4290,HisToGene
FN1,-0.021354224193754143,FN1,CID4290,HisToGene
SP110,-0.06425585095256772,SP110,CID4290,HisToGene
EFHD1,0.1697971402307189,EFHD1,CID4290,HisToGene
GPCPD1,-0.040157534055761286,GPCPD1,CID4290,HisToGene
NAA20,0.10670890831347411,NAA20,CID4290,HisToGene
SAMHD1,0.12689063063112524,SAMHD1,CID4290,HisToGene
SLPI,-0.11169263956925353,SLPI,CID4290,HisToGene
SLC2A10,0.1633706625248983,SLC2A10,CID4290,HisToGene
SULF2,-0.03861744682572399,SULF2,CID4290,HisToGene
PREX1,0.04840543868581551,PREX1,CID4290,HisToGene
ZNFX1,-0.0711525608416759,ZNFX1,CID4290,HisToGene
PFDN4,0.08727834500828918,PFDN4,CID4290,HisToGene
BMP7,0.13454811238451522,BMP7,CID4290,HisToGene
LAMA5,0.03750919655301776,LAMA5,CID4290,HisToGene
