,Pearson correlation,Gene,Slide,Method
HSPB11,0.264105788645647,HSPB11,block2,HisToGene
TMEM59,0.23052750307528014,TMEM59,block2,HisToGene
SSBP3,0.08674931311308826,SSBP3,block2,HisToGene
TACSTD2,0.13645142237807983,TACSTD2,block2,HisToGene
MYSM1,0.10185397975374418,MYSM1,block2,HisToGene
TM2D1,0.18868941939749187,TM2D1,block2,HisToGene
PATJ,-0.1415718327502735,PATJ,block2,HisToGene
USP1,0.15499957006871196,USP1,block2,HisToGene
JAK1,0.07941919913866517,JAK1,block2,HisToGene
LEPROT,0.06811100228910277,LEPROT,block2,HisToGene
GNG12,0.06693573936645346,GNG12,block2,HisToGene
SRSF11,-0.03740189522287583,SRSF11,block2,HisToGene
USP33,0.12371232622207445,USP33,block2,HisToGene
IFI44L,-0.04628160700754391,IFI44L,block2,HisToGene
IFI44,-0.12046644150841504,IFI44,block2,HisToGene
GNG5,0.2510562625727818,GNG5,block2,HisToGene
LMO4,-0.02644080675176462,LMO4,block2,HisToGene
GTF2B,0.15505272140190013,GTF2B,block2,HisToGene
GBP1,0.013063949083011254,GBP1,block2,HisToGene
GBP2,0.0372300078208447,GBP2,block2,HisToGene
GBP5,0.021229977434935186,GBP5,block2,HisToGene
LRRC8B,0.06633854139118255,LRRC8B,block2,HisToGene
LRRC8D,0.13634058125208265,LRRC8D,block2,HisToGene
CDC7,0.06594552976679466,CDC7,block2,HisToGene
GLMN,-0.007661835456794709,GLMN,block2,HisToGene
MTF2,0.13232858567022232,MTF2,block2,HisToGene
TMED5,0.16444605567224807,TMED5,block2,HisToGene
CCDC18,0.05303344181637153,CCDC18,block2,HisToGene
DR1,0.05894660108027665,DR1,block2,HisToGene
FNBP1L,0.24065026281712404,FNBP1L,block2,HisToGene
BCAR3,0.1031644824871941,BCAR3,block2,HisToGene
DNTTIP2,0.19494998627362733,DNTTIP2,block2,HisToGene
GCLM,0.09495564179174924,GCLM,block2,HisToGene
ARHGAP29,0.09365699702313621,ARHGAP29,block2,HisToGene
ABCD3,0.20208442938926718,ABCD3,block2,HisToGene
CNN3,-0.01521686983601935,CNN3,block2,HisToGene
ALG14,0.13987153944917435,ALG14,block2,HisToGene
SNX7,0.12280084929457678,SNX7,block2,HisToGene
VCAM1,-0.0037568591482244015,VCAM1,block2,HisToGene
PSMA5,0.08621377272964999,PSMA5,block2,HisToGene
GSTM3,0.23043216747668294,GSTM3,block2,HisToGene
CD53,0.012574883479447687,CD53,block2,HisToGene
WDR3,0.1251325464236272,WDR3,block2,HisToGene
PHGDH,-0.04515458198469337,PHGDH,block2,HisToGene
CTSS,0.07521651224660279,CTSS,block2,HisToGene
CTSK,0.05340629411851204,CTSK,block2,HisToGene
SCNM1,0.24237048266475594,SCNM1,block2,HisToGene
S100A8,0.057704280311264074,S100A8,block2,HisToGene
S100A14,0.170012693258135,S100A14,block2,HisToGene
S100A1,0.09449809569162827,S100A1,block2,HisToGene
CREB3L4,0.28862438242128563,CREB3L4,block2,HisToGene
EFNA3,0.17943848841423846,EFNA3,block2,HisToGene
RIT1,0.08165336128432431,RIT1,block2,HisToGene
CRABP2,0.05927577422114168,CRABP2,block2,HisToGene
IFI16,0.03915819453218239,IFI16,block2,HisToGene
USF1,0.020299628586624627,USF1,block2,HisToGene
OLFML2B,0.07507114080349654,OLFML2B,block2,HisToGene
MPC2,0.24510738236513457,MPC2,block2,HisToGene
ATP1B1,-0.004502393690301169,ATP1B1,block2,HisToGene
RABGAP1L,0.018830496154932718,RABGAP1L,block2,HisToGene
XPR1,0.049989833784743164,XPR1,block2,HisToGene
LAMC1,0.06780551051013971,LAMC1,block2,HisToGene
C1orf21,0.0343812546624475,C1orf21,block2,HisToGene
TPR,0.1687349004186972,TPR,block2,HisToGene
PTPRC,0.054686966179991255,PTPRC,block2,HisToGene
UBE2T,0.2643587077696894,UBE2T,block2,HisToGene
NUCKS1,0.2705346160153432,NUCKS1,block2,HisToGene
ATF3,-0.028172361411948316,ATF3,block2,HisToGene
CENPF,0.2461165437808837,CENPF,block2,HisToGene
KCTD3,0.2918467724181882,KCTD3,block2,HisToGene
LYPLAL1,0.2596287291864291,LYPLAL1,block2,HisToGene
IARS2,0.28419255387272,IARS2,block2,HisToGene
CNIH4,0.2987906323520872,CNIH4,block2,HisToGene
NUP133,0.23492165192525447,NUP133,block2,HisToGene
ARID4B,0.21203877515355687,ARID4B,block2,HisToGene
CHML,0.16191505319450453,CHML,block2,HisToGene
SCCPDH,0.24897264778305833,SCCPDH,block2,HisToGene
GATA3,0.28353794286016093,GATA3,block2,HisToGene
FAM107B,0.21044257858434656,FAM107B,block2,HisToGene
HSPA14,0.12179976673232461,HSPA14,block2,HisToGene
NEBL,0.25586087935950397,NEBL,block2,HisToGene
BAMBI,0.052373162645107996,BAMBI,block2,HisToGene
ARHGAP12,0.18828800668452284,ARHGAP12,block2,HisToGene
DKK1,0.01725584657191935,DKK1,block2,HisToGene
ZWINT,0.2302037636204117,ZWINT,block2,HisToGene
ANK3,0.10540438023600082,ANK3,block2,HisToGene
CDK1,0.22191966940747157,CDK1,block2,HisToGene
HERC4,0.13849019627386394,HERC4,block2,HisToGene
SRGN,0.030476846711527245,SRGN,block2,HisToGene
H2AFY2,0.1604258291316734,H2AFY2,block2,HisToGene
ADK,0.16659141521088,ADK,block2,HisToGene
DLG5,0.24828713371949893,DLG5,block2,HisToGene
PLAC9,0.11432050441368274,PLAC9,block2,HisToGene
GHITM,0.25222594280060656,GHITM,block2,HisToGene
SNCG,0.03541888327996538,SNCG,block2,HisToGene
ADIRF,-0.12097830598754555,ADIRF,block2,HisToGene
IFIT3,-0.0839042756482713,IFIT3,block2,HisToGene
FRA10AC1,0.15039167764674752,FRA10AC1,block2,HisToGene
EXOSC1,0.2490008056322669,EXOSC1,block2,HisToGene
SCD,0.2577309529143157,SCD,block2,HisToGene
ARL3,0.24703447278896482,ARL3,block2,HisToGene
ADD3,0.02542478206844854,ADD3,block2,HisToGene
FAM204A,0.24706020517578964,FAM204A,block2,HisToGene
NSMCE4A,0.19074814395880985,NSMCE4A,block2,HisToGene
OAT,0.024321906948152464,OAT,block2,HisToGene
GLRX3,0.23782595464201728,GLRX3,block2,HisToGene
IFITM2,-0.04405462812483467,IFITM2,block2,HisToGene
TRIM22,-0.05906996072874991,TRIM22,block2,HisToGene
DKK3,0.022441680609053487,DKK3,block2,HisToGene
SAA1,0.15690085725172048,SAA1,block2,HisToGene
TSG101,0.2712134793726912,TSG101,block2,HisToGene
SVIP,0.18327506699239698,SVIP,block2,HisToGene
CAPRIN1,0.2083780837915182,CAPRIN1,block2,HisToGene
API5,0.23030322649867918,API5,block2,HisToGene
MTCH2,0.24337363182272573,MTCH2,block2,HisToGene
UBE2L6,0.05452075333527756,UBE2L6,block2,HisToGene
MPEG1,0.021552183120149778,MPEG1,block2,HisToGene
MS4A7,0.08900102355387558,MS4A7,block2,HisToGene
TMEM258,0.22767348550683147,TMEM258,block2,HisToGene
CST6,0.0382020429179466,CST6,block2,HisToGene
ALDH3B2,0.21592919440010386,ALDH3B2,block2,HisToGene
TESMIN,0.19916107058964155,TESMIN,block2,HisToGene
CCND1,0.23337148138356464,CCND1,block2,HisToGene
ANO1,0.2861673635504881,ANO1,block2,HisToGene
FADD,0.28368203169466716,FADD,block2,HisToGene
CTTN,0.301714656659919,CTTN,block2,HisToGene
PRSS23,0.05712391011499354,PRSS23,block2,HisToGene
BIRC3,0.010650966358896435,BIRC3,block2,HisToGene
MMP1,0.07279120990485381,MMP1,block2,HisToGene
CASP4,-0.020515482773242718,CASP4,block2,HisToGene
CD3D,0.02556522115395654,CD3D,block2,HisToGene
THYN1,0.07839937877908122,THYN1,block2,HisToGene
SCNN1A,0.1439225740790148,SCNN1A,block2,HisToGene
MAGOHB,0.24120864947926798,MAGOHB,block2,HisToGene
GPRC5A,0.14547647114313159,GPRC5A,block2,HisToGene
MGP,-0.2566199064992202,MGP,block2,HisToGene
C12orf60,0.0869545053033271,C12orf60,block2,HisToGene
ITPR2,-0.009051488822922085,ITPR2,block2,HisToGene
ZCRB1,0.2640328495904287,ZCRB1,block2,HisToGene
FAIM2,0.10062883569841825,FAIM2,block2,HisToGene
NR4A1,0.14375026014130815,NR4A1,block2,HisToGene
KRT81,0.024813415339121812,KRT81,block2,HisToGene
PPP1R1A,-0.0018535534700754967,PPP1R1A,block2,HisToGene
MUCL1,-0.04832957994986945,MUCL1,block2,HisToGene
NUP107,0.2256768731622536,NUP107,block2,HisToGene
LYZ,0.2225328978702148,LYZ,block2,HisToGene
DUSP6,0.005106858901688046,DUSP6,block2,HisToGene
ATP2B1,0.10689617364436747,ATP2B1,block2,HisToGene
LUM,0.17592636271035444,LUM,block2,HisToGene
DCN,0.15956165461043456,DCN,block2,HisToGene
EEA1,0.09948005884598651,EEA1,block2,HisToGene
NTN4,-0.007871426744599359,NTN4,block2,HisToGene
TMPO,0.23872800807763883,TMPO,block2,HisToGene
ARL1,0.24603567772557922,ARL1,block2,HisToGene
CHPT1,0.14709319508679217,CHPT1,block2,HisToGene
SYCP3,-0.002740316153368221,SYCP3,block2,HisToGene
PWP1,0.23912783655681302,PWP1,block2,HisToGene
TCTN1,0.21975532608341808,TCTN1,block2,HisToGene
MAPKAPK5,0.22048025177455988,MAPKAPK5,block2,HisToGene
OAS1,-0.0916921887090464,OAS1,block2,HisToGene
OAS2,-0.1082178584757069,OAS2,block2,HisToGene
TBX3,0.2456867310270712,TBX3,block2,HisToGene
OASL,-0.049087409805840795,OASL,block2,HisToGene
ZNF664,0.3076375960986516,ZNF664,block2,HisToGene
ZNF84,0.16533404881320782,ZNF84,block2,HisToGene
PSPC1,0.19584449584210026,PSPC1,block2,HisToGene
HMGB1,0.2036107798452754,HMGB1,block2,HisToGene
DCLK1,0.036300808756094344,DCLK1,block2,HisToGene
DNAJC15,0.25705197669917496,DNAJC15,block2,HisToGene
RNASEH2B,0.21720627976604837,RNASEH2B,block2,HisToGene
COMMD6,0.2777209032280177,COMMD6,block2,HisToGene
FARP1,0.18128914926355144,FARP1,block2,HisToGene
MCF2L,0.16859529363328726,MCF2L,block2,HisToGene
NGDN,0.20654670181880916,NGDN,block2,HisToGene
RABGGTA,0.1264436777218872,RABGGTA,block2,HisToGene
SCFD1,0.24525134552018335,SCFD1,block2,HisToGene
BAZ1A,0.19779147557352503,BAZ1A,block2,HisToGene
KLHDC2,0.27564588954260993,KLHDC2,block2,HisToGene
PSMA3,0.2684456788935565,PSMA3,block2,HisToGene
PCNX4,0.14823934158877763,PCNX4,block2,HisToGene
DHRS7,0.25742671695227604,DHRS7,block2,HisToGene
MTHFD1,0.24511115579409729,MTHFD1,block2,HisToGene
FUT8,0.19113083105095946,FUT8,block2,HisToGene
COQ6,0.17123915013963717,COQ6,block2,HisToGene
FOS,0.08919922193907849,FOS,block2,HisToGene
ZC3H14,0.21235646980028222,ZC3H14,block2,HisToGene
UBR7,0.1997577708901595,UBR7,block2,HisToGene
IFI27L2,0.05191922693629482,IFI27L2,block2,HisToGene
IGHG4,0.28245685781945096,IGHG4,block2,HisToGene
APBA2,0.022121328838025353,APBA2,block2,HisToGene
EMC4,0.2179301440555272,EMC4,block2,HisToGene
NUSAP1,0.2571526552162177,NUSAP1,block2,HisToGene
TUBGCP4,0.1386721986088193,TUBGCP4,block2,HisToGene
TP53BP1,0.197076135528341,TP53BP1,block2,HisToGene
SPG11,0.17382937736228948,SPG11,block2,HisToGene
MYEF2,0.20021448720102863,MYEF2,block2,HisToGene
TMOD3,0.16291297619131775,TMOD3,block2,HisToGene
LEO1,0.2256742598043298,LEO1,block2,HisToGene
MYO5C,0.204177654804322,MYO5C,block2,HisToGene
ARPP19,0.19128599983962963,ARPP19,block2,HisToGene
ADAM10,0.1673162020333032,ADAM10,block2,HisToGene
CCNB2,0.20336880028459015,CCNB2,block2,HisToGene
GTF2A2,0.2590794114772821,GTF2A2,block2,HisToGene
VPS13C,-0.01299189011983778,VPS13C,block2,HisToGene
C2CD4A,0.033381624363679425,C2CD4A,block2,HisToGene
TPM1,-0.06065129209856348,TPM1,block2,HisToGene
CILP,0.01218673884610916,CILP,block2,HisToGene
ITGA11,0.05865388320846462,ITGA11,block2,HisToGene
UACA,0.0574709831114953,UACA,block2,HisToGene
RCN2,0.1898812770192277,RCN2,block2,HisToGene
PSTPIP1,0.09124411310091554,PSTPIP1,block2,HisToGene
LINGO1,0.10589763876849091,LINGO1,block2,HisToGene
ISG20,-0.02507940184017738,ISG20,block2,HisToGene
PRC1,0.18553312310206105,PRC1,block2,HisToGene
SNRPA1,0.2398307176354391,SNRPA1,block2,HisToGene
SBK1,0.09271415485926503,SBK1,block2,HisToGene
MT1G,0.2613317328702553,MT1G,block2,HisToGene
NUP93,0.17750304983745055,NUP93,block2,HisToGene
CX3CL1,0.05688366290374707,CX3CL1,block2,HisToGene
CMTM3,0.00674104380884292,CMTM3,block2,HisToGene
CBFB,0.1683906914097626,CBFB,block2,HisToGene
PRMT7,0.15818250339863946,PRMT7,block2,HisToGene
CDH1,0.27861016572700376,CDH1,block2,HisToGene
ZFHX3,0.14780049148378724,ZFHX3,block2,HisToGene
CFDP1,0.25651916409591885,CFDP1,block2,HisToGene
TERF2IP,0.23431372572876163,TERF2IP,block2,HisToGene
ITGAE,0.24270923154710475,ITGAE,block2,HisToGene
ALOX15B,0.006040844463567932,ALOX15B,block2,HisToGene
TRPV2,0.056153592059852715,TRPV2,block2,HisToGene
B9D1,0.0942688499952636,B9D1,block2,HisToGene
UNC119,0.18977509223790462,UNC119,block2,HisToGene
PIGS,0.2004617412117437,PIGS,block2,HisToGene
SPAG5,0.21475134733215953,SPAG5,block2,HisToGene
KIAA0100,0.060393730427519964,KIAA0100,block2,HisToGene
SDF2,0.22555897113086187,SDF2,block2,HisToGene
SUPT6H,0.031981590842341305,SUPT6H,block2,HisToGene
TRAF4,0.14668174400142334,TRAF4,block2,HisToGene
CPD,0.20611750883273722,CPD,block2,HisToGene
GOSR1,-0.11178070125108273,GOSR1,block2,HisToGene
RNF135,0.23304363582007878,RNF135,block2,HisToGene
CCL2,0.08105768134160275,CCL2,block2,HisToGene
SLFN5,0.04416667207928919,SLFN5,block2,HisToGene
AP2B1,0.23458450679040657,AP2B1,block2,HisToGene
ZNHIT3,0.2654341404156747,ZNHIT3,block2,HisToGene
MYO19,0.23699453850110022,MYO19,block2,HisToGene
GGNBP2,0.22201038118559077,GGNBP2,block2,HisToGene
ACACA,0.2166737303988627,ACACA,block2,HisToGene
DDX52,0.19892869654148881,DDX52,block2,HisToGene
SOCS7,0.13058880603488793,SOCS7,block2,HisToGene
SRCIN1,-0.05949283083785123,SRCIN1,block2,HisToGene
MLLT6,0.06028059369640812,MLLT6,block2,HisToGene
PCGF2,0.14227502604786235,PCGF2,block2,HisToGene
PIP4K2B,0.19359539387786728,PIP4K2B,block2,HisToGene
CWC25,0.12216936634985437,CWC25,block2,HisToGene
LASP1,0.19562104912828335,LASP1,block2,HisToGene
LINC00672,0.11211667196569607,LINC00672,block2,HisToGene
MED1,0.1935597629267976,MED1,block2,HisToGene
PPP1R1B,0.051598332386882086,PPP1R1B,block2,HisToGene
PNMT,0.033908464148071145,PNMT,block2,HisToGene
CASC3,-0.19461919411978212,CASC3,block2,HisToGene
CDC6,0.1964043788564198,CDC6,block2,HisToGene
RARA,0.09555140546251839,RARA,block2,HisToGene
TOP2A,0.28354947621805654,TOP2A,block2,HisToGene
CCR7,0.006270600541598197,CCR7,block2,HisToGene
KRT15,0.10466818569088598,KRT15,block2,HisToGene
HSD17B1,0.11939216759672974,HSD17B1,block2,HisToGene
CNTD1,0.11782841476625064,CNTD1,block2,HisToGene
BECN1,0.22670502659108835,BECN1,block2,HisToGene
PSME3,0.23112811601132957,PSME3,block2,HisToGene
HOXB2,-0.023118222787080544,HOXB2,block2,HisToGene
HOXB7,0.09255544444326257,HOXB7,block2,HisToGene
UBE2Z,0.28825998112996154,UBE2Z,block2,HisToGene
ZNF652,0.2112019733295979,ZNF652,block2,HisToGene
SPOP,0.19584963839002367,SPOP,block2,HisToGene
SLC35B1,0.2500056172571247,SLC35B1,block2,HisToGene
FAM117A,0.14323520246128463,FAM117A,block2,HisToGene
PDK2,0.11878578490125787,PDK2,block2,HisToGene
EME1,0.10872127874300046,EME1,block2,HisToGene
TOB1,0.20648847504465398,TOB1,block2,HisToGene
TOM1L1,0.22303190541648116,TOM1L1,block2,HisToGene
CUEDC1,0.20106096083860786,CUEDC1,block2,HisToGene
VEZF1,0.24240934810878922,VEZF1,block2,HisToGene
RAD51C,0.21295221534111972,RAD51C,block2,HisToGene
CLTC,0.23388535756392145,CLTC,block2,HisToGene
PTRH2,0.24648860604692505,PTRH2,block2,HisToGene
DCAF7,0.20402318142422848,DCAF7,block2,HisToGene
CCDC47,0.24831902863151528,CCDC47,block2,HisToGene
DDX42,0.2567375627384297,DDX42,block2,HisToGene
DDX5,-0.011376710449565144,DDX5,block2,HisToGene
CEP95,0.20757351471184587,CEP95,block2,HisToGene
SMURF2,0.1437269255127309,SMURF2,block2,HisToGene
CACNG4,0.133437052500461,CACNG4,block2,HisToGene
HELZ,0.2093547515722276,HELZ,block2,HisToGene
PSMD12,0.23555385596773432,PSMD12,block2,HisToGene
NOL11,0.24190835823481777,NOL11,block2,HisToGene
KPNA2,0.2333692651581052,KPNA2,block2,HisToGene
AMZ2,0.24788829061409598,AMZ2,block2,HisToGene
ARSG,0.1545268532519203,ARSG,block2,HisToGene
WIPI1,0.2126471583405055,WIPI1,block2,HisToGene
SOX9,0.17245889417682975,SOX9,block2,HisToGene
SLC16A5,0.14846151059497192,SLC16A5,block2,HisToGene
QRICH2,0.10092322014358948,QRICH2,block2,HisToGene
CANT1,0.20015074889920684,CANT1,block2,HisToGene
SECTM1,0.1465645237342769,SECTM1,block2,HisToGene
WDR45B,0.2485420038805658,WDR45B,block2,HisToGene
RAB31,0.003121471547473332,RAB31,block2,HisToGene
RAB27B,0.18700312007684572,RAB27B,block2,HisToGene
TXNL1,0.2827842348371974,TXNL1,block2,HisToGene
SHC2,0.12443594468438358,SHC2,block2,HisToGene
AMH,0.11571263208569303,AMH,block2,HisToGene
JSRP1,0.0694728941962163,JSRP1,block2,HisToGene
TLE2,-0.021165121840542898,TLE2,block2,HisToGene
CAPS,0.15705923915438594,CAPS,block2,HisToGene
ANGPTL4,0.05966115821712339,ANGPTL4,block2,HisToGene
DNMT1,0.17493490212686458,DNMT1,block2,HisToGene
LDLR,0.21393531156654738,LDLR,block2,HisToGene
CILP2,0.00175967474434578,CILP2,block2,HisToGene
POP4,0.22827798800943255,POP4,block2,HisToGene
CCNE1,0.024438640662018098,CCNE1,block2,HisToGene
PDCD5,0.31531715416707534,PDCD5,block2,HisToGene
FXYD3,0.1668963185045732,FXYD3,block2,HisToGene
SYNE4,0.1819974086040869,SYNE4,block2,HisToGene
ZNF146,0.26406042104882455,ZNF146,block2,HisToGene
SIPA1L3,0.29901230712074445,SIPA1L3,block2,HisToGene
MAP4K1,0.03484270832585737,MAP4K1,block2,HisToGene
GMFG,0.04861473306949277,GMFG,block2,HisToGene
ZFP36,0.008782403304516948,ZFP36,block2,HisToGene
LYPD3,0.15303550534640895,LYPD3,block2,HisToGene
BCAM,0.11845260570680148,BCAM,block2,HisToGene
FOSB,0.04245414351376556,FOSB,block2,HisToGene
BCL2L12,0.1681979932363883,BCL2L12,block2,HisToGene
ZNF480,0.15178100326126298,ZNF480,block2,HisToGene
SH3YL1,0.2270899846997355,SH3YL1,block2,HisToGene
RSAD2,-0.07581456988724077,RSAD2,block2,HisToGene
ID2,0.21754533930443332,ID2,block2,HisToGene
ASAP2,0.174204181691447,ASAP2,block2,HisToGene
YWHAQ,0.22201900535857677,YWHAQ,block2,HisToGene
RRM2,0.2789167843587174,RRM2,block2,HisToGene
ODC1,-0.008816901434565353,ODC1,block2,HisToGene
TRIB2,0.2530754537433064,TRIB2,block2,HisToGene
DDX1,0.2191510114637541,DDX1,block2,HisToGene
SMC6,0.12678329333800198,SMC6,block2,HisToGene
EIF2AK2,0.01823267584416851,EIF2AK2,block2,HisToGene
CEBPZ,0.06533496675674555,CEBPZ,block2,HisToGene
HNRNPLL,-0.10985583202148463,HNRNPLL,block2,HisToGene
SRSF7,0.264603547763902,SRSF7,block2,HisToGene
PKDCC,-0.012260416330839978,PKDCC,block2,HisToGene
EPAS1,0.05082887385829874,EPAS1,block2,HisToGene
EPCAM,0.2680082415550573,EPCAM,block2,HisToGene
MSH2,0.15438728626315915,MSH2,block2,HisToGene
MTIF2,0.18856664361988354,MTIF2,block2,HisToGene
COMMD1,0.22198069586751373,COMMD1,block2,HisToGene
VPS54,0.10211815623882965,VPS54,block2,HisToGene
ANTXR1,0.02026405295019008,ANTXR1,block2,HisToGene
SNRPG,0.26826333300660266,SNRPG,block2,HisToGene
MPHOSPH10,0.14330814215925894,MPHOSPH10,block2,HisToGene
ZNF638,0.1927815880137841,ZNF638,block2,HisToGene
BOLA3,0.28048879464333804,BOLA3,block2,HisToGene
COA5,0.26072467025927953,COA5,block2,HisToGene
UNC50,0.19045211410407512,UNC50,block2,HisToGene
MGAT4A,0.03999474708926431,MGAT4A,block2,HisToGene
EIF5B,0.13022995575939772,EIF5B,block2,HisToGene
REV1,0.11519332988221548,REV1,block2,HisToGene
FHL2,0.12120076590478236,FHL2,block2,HisToGene
GCC2,0.09782753257020005,GCC2,block2,HisToGene
LIMS1,0.043366342593428815,LIMS1,block2,HisToGene
RANBP2,0.17499987379316426,RANBP2,block2,HisToGene
SOWAHC,0.0941636011558938,SOWAHC,block2,HisToGene
IL1RN,-0.02163941325229796,IL1RN,block2,HisToGene
NIFK,0.21844389620432994,NIFK,block2,HisToGene
IWS1,0.06253624032729423,IWS1,block2,HisToGene
HS6ST1,0.16892801687127537,HS6ST1,block2,HisToGene
CXCR4,-0.01969616757233532,CXCR4,block2,HisToGene
KYNU,-0.002500279328486221,KYNU,block2,HisToGene
TANC1,0.08460236743908704,TANC1,block2,HisToGene
ITGB6,0.004321091653060397,ITGB6,block2,HisToGene
FAP,0.06489339980943613,FAP,block2,HisToGene
ITGA6,0.011411548689999279,ITGA6,block2,HisToGene
COL3A1,0.15730204668798883,COL3A1,block2,HisToGene
COL5A2,0.015124880357203484,COL5A2,block2,HisToGene
WDR75,0.12292174261962119,WDR75,block2,HisToGene
SLC40A1,0.01439737041416241,SLC40A1,block2,HisToGene
ASNSD1,-0.016015875599899452,ASNSD1,block2,HisToGene
ORMDL1,0.13783689333862265,ORMDL1,block2,HisToGene
PMS1,0.10776464400114205,PMS1,block2,HisToGene
STAT1,0.14540376718873188,STAT1,block2,HisToGene
SPATS2L,-0.020932394590131985,SPATS2L,block2,HisToGene
TMEM237,0.09575419011705563,TMEM237,block2,HisToGene
FASTKD2,0.1830934147333088,FASTKD2,block2,HisToGene
FN1,0.14589301967997104,FN1,block2,HisToGene
SP110,-0.021875927732437864,SP110,block2,HisToGene
EFHD1,0.2655377860383336,EFHD1,block2,HisToGene
GPCPD1,-0.06641692265901451,GPCPD1,block2,HisToGene
NAA20,0.2962526839023499,NAA20,block2,HisToGene
SAMHD1,0.09401404217603967,SAMHD1,block2,HisToGene
SLPI,-0.015616061321273593,SLPI,block2,HisToGene
SLC2A10,0.27697983926190983,SLC2A10,block2,HisToGene
SULF2,-0.002176162646025837,SULF2,block2,HisToGene
PREX1,0.16322042098576744,PREX1,block2,HisToGene
ZNFX1,-0.053298015364602436,ZNFX1,block2,HisToGene
PFDN4,0.26311126765595116,PFDN4,block2,HisToGene
BMP7,0.0104097613686026,BMP7,block2,HisToGene
LAMA5,0.12911620359910267,LAMA5,block2,HisToGene
EEF1A2,0.09468317881213797,EEF1A2,block2,HisToGene
HELZ2,0.01602799226532506,HELZ2,block2,HisToGene
STMN3,-0.01620525318000265,STMN3,block2,HisToGene
CXADR,0.11089640011836464,CXADR,block2,HisToGene
ADAMTS1,0.06001234754476441,ADAMTS1,block2,HisToGene
CCT8,0.29112653362467705,CCT8,block2,HisToGene
MIS18A,0.15830628154808096,MIS18A,block2,HisToGene
MX1,0.006649992196415807,MX1,block2,HisToGene
TFF3,-0.17539495152896026,TFF3,block2,HisToGene
TRPM2,0.08416736176678988,TRPM2,block2,HisToGene
SUMO3,-0.024317316033470846,SUMO3,block2,HisToGene
PTTG1IP,0.19062089235492485,PTTG1IP,block2,HisToGene
FAM207A,0.12146492217982559,FAM207A,block2,HisToGene
SPATC1L,0.12247264440737753,SPATC1L,block2,HisToGene
TBX1,0.10200171761828292,TBX1,block2,HisToGene
IGLC7,-0.0014540645191183136,IGLC7,block2,HisToGene
MMP11,0.14423991421264232,MMP11,block2,HisToGene
CHEK2,0.13014296866892025,CHEK2,block2,HisToGene
XBP1,0.0033112507384106486,XBP1,block2,HisToGene
SEC14L2,0.08897677513836222,SEC14L2,block2,HisToGene
APOL6,0.13554882422831416,APOL6,block2,HisToGene
APOL3,0.17275700476352324,APOL3,block2,HisToGene
APOL1,0.10583175909907536,APOL1,block2,HisToGene
C1QTNF6,0.02432579539858976,C1QTNF6,block2,HisToGene
ADSL,0.1749434483807866,ADSL,block2,HisToGene
RBX1,0.2382064245485613,RBX1,block2,HisToGene
LSM3,0.31884849069149135,LSM3,block2,HisToGene
TOP2B,0.256423767914013,TOP2B,block2,HisToGene
EXOSC7,0.2696799659294408,EXOSC7,block2,HisToGene
LTF,0.003327449063146226,LTF,block2,HisToGene
GNL3,0.31031022895958627,GNL3,block2,HisToGene
